wL5SAQ,,QmVyYmF5ZWZm,,,,,QmVyYmF5ZWZm,,
DcBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkFuZCB3aGVuIHlvdSBzdWNjZXNzZWQgdG8gbWFnaWMKdGhhdCBob2xkaW5nIHRoZSBzdW1tZXIKYW5ub3VuY2UgdGhhdCB0byBtZSBpbW1lZGlhdGVseS4=,,,,,W0N6YXIgQWxleHNheSBJSUldCkUgcXVhbmRvIHZvY8OqIGNvbnNlZ3VpdSBmYXplciBtw6FnaWNhCnF1ZSBtYW50w6ltIG8gdmVyw6NvCmFudW5jaWUgaXNzbyBwYXJhIG1pbSBpbWVkaWF0YW1lbnRlLg==,,
DsBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkRpZCB5b3UgbGlzdGVuZWQsIGEgc3RyYW5nZXIuCklmIHlvdSBicmluZwo0MCBZYWdhIFBlc3RsZSBvZiB2YXZheWFnYSwKSSB3b24ndCBtYWtlIG5vIGxpdHRsZSBiaXQgZG91YnQu,,,,,W0N6YXIgQWxleHNheSBJSUldClZvY8OqIG91dml1LCB1bSBlc3RyYW5oby4KU2Ugdm9jw6ogdHJvdXhlcgo0MCBZYWdhIFBlc3RsZSBvZiB2YXZheWFnYSwKbsOjbyB2b3UgZHV2aWRhciBuZW0gdW0gcG91Y28u,,
D8BSAQ,,W0N6YXIgQWxleHNheSBJSUldCkRpZCB5b3UgbGlzdGVuZWQsIGEgc3RyYW5nZXIuCklmIHlvdSBicmluZwo0MCBZYWdhIFBlc3RsZSBvZiB2YXZheWFnYQpJIHdvbid0IG1ha2Ugbm8gbGl0dGxlIGJpdCBkb3VidC4=,,,,,W0N6YXIgQWxleHNheSBJSUldClZvY8OqIG91dml1LCB1bSBlc3RyYW5oby4KU2Ugdm9jw6ogdHJvdXhlcgo0MCBZYWdhIFBlc3RsZSBvZiB2YXZheWFnYQpOw6NvIHZvdSBkdXZpZGFyIG5lbSB1bSBwb3Vjby4=,,
EMBSAQ,,W0NoYXIgQWxleHNheSBJSUldCllvdSdyZSBjYXJyeWluZyB0b28gbWFueSBpdGVtcy4KUGxlYXNlIGNvbWUgYWZ0ZXIgdXNpbmcgS2FmcmEgc2VydmljZS4=,,,,,W0NoYXIgQWxleHNheSBJSUldClZvY8OqIGVzdMOhIGNhcnJlZ2FuZG8gbXVpdG9zIGl0ZW5zLgpQb3IgZmF2b3IsIHZlbmhhIGRlcG9pcyBkZSB1c2FyIG8gc2VydmnDp28gZGEgS2FmcmEu,,
EcBSAQ,,W0N6YXIgQWxleHNheSBJSUldCklmIHlvdSB3YW50IHRvIHNheSBhbnl0aGluZwp0YWxrIHRvIG1lIHJpZ2h0bHku,,,,,W0N6YXIgQWxleHNheSBJSUldClNlIHZvY8OqIHF1aXNlciBkaXplciBhbGd1bWEgY29pc2EKZmFsZSBjb21pZ28gY29ycmV0YW1lbnRlLg==,,
EsBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkh1dCBodW0sIHRoYXQncyBhIGVtYmFycmFzc2luZyBzdG9yeS4KQnV0IGlmIHlvdSBhcmUgdHJ1ZQphbGwgdGhlIHBlb3BsZSB3aWxsIGJlIHBsZWFzdXJlLg==,,,,,W0N6YXIgQWxleHNheSBJSUldCkh1dCBodW0sIGVzc2Egw6kgdW1hIGhpc3TDs3JpYSBlbWJhcmHDp29zYS4KTWFzIHNlIHZvY8OqIGZvciB2ZXJkYWRlaXJvCnRvZGFzIGFzIHBlc3NvYXMgZmljYXLDo28gZmVsaXplcy4=,,
E8BSAQ,,W0N6YXIgQWxleHNheSBJSUldCllvdSBraWxsZWQgdGhlIHZhdmF5YWdhLiBJZiBzbyBicmluZwpoYXZlIHNhdmVkIFlhZ2EgUGVzdGxlIHRvIG1lLgpJZiB5b3UgZG8sIEkgd29uJ3QgbWFrZQpkb3VidCBhYm91dCB5b3UgYW55IG1vcmUu,,,,,W0N6YXIgQWxleHNheSBJSUldClZvY8OqIG1hdG91IG8gdmF2YXlhZ2EuIFNlIGFzc2ltIGZvciwgdHJhZ2EKbyBwaWzDo28gZGUgWWFnYSBwYXJhIG1pbS4KU2Ugdm9jw6ogZml6ZXIgaXNzbywgbsOjbyB0ZXJlaSBtYWlzCmR1dmlkYXJlaSBtYWlzIGRlIHZvY8OqLg==,,
FMBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkRpZCB5b3UgYnJpbmcgc29tZSBldmlkZW5jZSB0byByZXNvbHZlCnlvdXIgZG91YnQsYSB0cmF2ZWxlci4=,,,,,W0N6YXIgQWxleHNheSBJSUldClZvY8OqIHRyb3V4ZSBhbGd1bWEgZXZpZMOqbmNpYSBwYXJhIHJlc29sdmVyIHN1YSBkw7p2aWRhPwpzdWEgZMO6dmlkYSwgdW0gdmlhamFudGUu,,
FcBSAQ,,WWVzLCBJIGRpZCBpdC4=,,,,,U2ltLCBldSBmaXogaXNzby4=,,
FsBSAQ,,SSB3YXMgY29uZnVzZWQgbWVtb3J5Lg==,,,,,RmlxdWVpIGNvbSBhIG1lbcOzcmlhIGNvbmZ1c2Eu,,
F8BSAQ,,W0N6YXIgQWxleHNheSBJSUldCkdvb2QsCkkgd29uJ3QgZG91YnQgeW91IGFueSBtb3JlLgpCZWNhdXNlIG9mIHlvdSdyZSBub3QgbXkgcGVyc29uCmFuZCBhcyBhIGZyZWUgdHJhdmVsZXIu,,,,,W0N6YXIgQWxleHNheSBJSUldCsOTdGltbywKTsOjbyBkdXZpZGFyZWkgbWFpcyBkZSB2b2PDqi4KUG9ycXVlIHZvY8OqIG7Do28gw6kgbWluaGEgcGVzc29hCmUgY29tbyB1bSB2aWFqYW50ZSBsaXZyZS4=,,
GMBSAQ,,W0N6YXIgQWxleHNheSBJSUldClN1cmVseSBJIGhhdGUgY29vcGVyYXRpb24gd2l0aCBWYXZheWFnYS4KQnV0IGlmIG15IHBlb3BsZSBoYXBweSB0bwpmcm9tIHRoZSB3b3JrCkknbSBhbHNvIHBsZWFzdXJlZCB0b28u,,,,,W0N6YXIgQWxleHNheSBJSUldCkNlcnRhbWVudGUgb2RlaW8gYSBjb29wZXJhw6fDo28gY29tIFZhdmF5YWdhLgpNYXMgc2UgbWV1IHBvdm8gZXN0w6EgZmVsaXogZW0KY29tIG8gdHJhYmFsaG8KRXUgdGFtYsOpbSBmaWNvIGZlbGl6Lg==,,
GcBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkZvciB0aGUgdGltZSxJIHdpbGwgYWRtaXQgdGhhdAp5b3UgYXJlIGNvbWluZyBhbmQgZ29pbmcgdG8gdmF2YXlhZ2EncyBoYXVudC4KQnV0IGRvIG5vdCBkb3VidGFibGUgdGhpbmdzIG9yCmluc3RpZ2F0ZSBteSBwZW9wbGUKdG8gZ28gdG8gc3RyYW5nZSB3YXkuCklmIHlvdSB0aGF0LCBJIHdpbGwgYXJyZXN0IHlvdSBpbW1lZGlhdGVseQpzbyB0YWtlIGNhcmUgeW91cnNlbGYu,,,,,W0N6YXIgQWxleHNheSBJSUldClBvciBlbnF1YW50bywgdm91IGFkbWl0aXIgcXVlCnZvY8OqIGVzdMOhIGluZG8gZSB2b2x0YW5kbyBwYXJhIG8gbHVnYXIgZGUgVmF2YXlhZ2EuCk1hcyBuw6NvIGR1dmlkZSBkZSBjb2lzYXMgZHV2aWRvc2FzIG91Cmluc3RpZ3VlIG1ldSBwb3ZvCmEgaXIgcG9yIGNhbWluaG9zIGVzdHJhbmhvcy4KU2UgZml6ZXIgaXNzbywgZXUgbyBwcmVuZGVyZWkgaW1lZGlhdGFtZW50ZQpwb3J0YW50bywgdG9tZSBjdWlkYWRvLg==,,
GsBSAQ,,W0N6YXIgQWxleHNheSBJSUldCllvdSBkaWRuJ3QgbWF0Y2ggdGhlIGNvdW50CnRoZSBZYWdhIFBlc3RsZSBhcyA0MC4KRGlkIHlvdSBmb3JnZXQgdGhlIG51bWJlciBvcgpsaWUgdG8gbWUu,,,,,W0N6YXIgQWxleHNheSBJSUldClZvY8OqIG7Do28gY29ycmVzcG9uZGV1IMOgIGNvbnRhZ2VtCmRvIHBpbMOjbyBZYWdhIGNvbW8gNDAuClZvY8OqIGVzcXVlY2V1IG8gbsO6bWVybyBvdQptZW50aXUgcGFyYSBtaW0u,,
G8BSAQ,,W0N6YXIgQWxleHNheSBJSUldCkkgd2lsbCB0cmVhdCBhcyBhIGpva2UKa2luZHMgb2YgZXhvdGljaXNtIHNvLAp5b3UgZ28gdG8gcmlnaHQgYXdheSBhbmQgYnJpbmcgc29tZSB0aGluZ3MKdG8gY2VydGlmeSB5b3VyIGlubm9jZW5jZS4=,,,,,W0N6YXIgQWxleHNheSBJSUldClZvdSB0cmF0YXIgY29tbyB1bWEgcGlhZGEKdGlwb3MgZGUgZXhvdGlzbW8sCnZvY8OqIHbDoSBpbWVkaWF0YW1lbnRlIGUgdHJhZ2EgYWxndW1hcyBjb2lzYXMKcGFyYSBhdGVzdGFyIHN1YSBpbm9jw6puY2lhLg==,,
HMBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkkgc2FpZCB0aGF0CmJyaW5nIHRoZSA0MCBZYWdhIFBlc3RsZQpvZiB0aGUgdmF2YXlhZ2Eu,,,,,W0N6YXIgQWxleHNheSBJSUldCkV1IGRpc3NlIGlzc28KdHJhZ2EgbyBwaWzDo28gZGUgNDAgWWFnYQpkbyB2YXZheWFnYS4=,,
HcBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkRpZG4ndCAgeW91IGNvbWUKdG8gdGVhc2UgbWU/,,,,,W0N6YXIgQWxleHNheSBJSUldClZvY8OqIG7Do28gdmVpbwpwYXJhIG1lIHByb3ZvY2FyPw==,,
HsBSAQ,,W0NoYXIgQWxleHNheSBJSUldCkl0J2QgYmUgZ3JlYXQgdGhhdCBJIHN0YXkgaGVyZSBmb3IgZ29vZCAKZm9yIGJvdGggbWUgYW5kIG15IHBlb3BsZSBidXQKSSBkb24ndCB3YW50IHRvIHNlZSBCYWJheWFnYSwKcGVyc29uYWxseS4=,,,,,W0NoYXIgQWxleHNheSBJSUldClNlcmlhIMOzdGltbyBzZSBldSBmaWNhc3NlIGFxdWkgcGFyYSBzZW1wcmUgCnBhcmEgbWltIGUgcGFyYSBtZXUgcG92bywgbWFzCk7Do28gcXVlcm8gdmVyIEJhYmF5YWdhLApwZXNzb2FsbWVudGUu,,
H8BSAQ,,W0NoYXIgQWxleHNheSBJSUldClNvIEkgd2FudCB5b3UgdG8gCnRha2UgbXkgcGxhY2UKZm9yIHRoYXQu,,,,,W0NoYXIgQWxleHNheSBJSUldCkVudMOjbyBldSBxdWVybyBxdWUgdm9jw6ogCnRvbWUgbWV1IGx1Z2FyCnBhcmEgaXNzby4=,,
IMBSAQ,,W0NoYXIgQWxleHNheSBJSUldClBsZWFzZSBoZWxwIEJhYmF5YWdhCnRvIHNlaXplIHRoZSBzdW1tZXIu,,,,,W0NoYXIgQWxleHNheSBJSUldClBvciBmYXZvciwgYWp1ZGUgQmFiYXlhZ2EKYSBhcHJvdmVpdGFyIG8gdmVyw6NvLg==,,
IcBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkRpZCB5b3UgY29tZS4uLg==,,,,,W0N6YXIgQWxleHNheSBJSUldClZvY8OqIHZlaW8uLi4=,,
IsBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkkgYWxyZWFkeSBoZWFyZCBhYm91dCB0aGUgd2VhdGhlcgpmcm9tIHRoZSBtaW5pc3Rlci4KQWN0dWFsbHkgSSB3YXMgbGl0dGxlIGJpdCBkaXNzYXRpc2ZpZWQKd2l0aCBkb2luZyB3aXRjaGNyYWZ0IGF0IHRoZSBjZW50ZXIKb2YgdGhlIHNxdWFyZS4uLg==,,,,,W0N6YXIgQWxleHNheSBJSUldCkV1IGrDoSBvdXZpIHNvYnJlIG8gY2xpbWEKcGVsbyBtaW5pc3Ryby4KTmEgdmVyZGFkZSwgZXUgZXN0YXZhIHVtIHBvdWNvIGluc2F0aXNmZWl0bwpjb20gbyBmYXRvIGRlIGZhemVyIGJydXhhcmlhIG5vIGNlbnRybwpkYSBwcmHDp2EuLi4=,,
I8BSAQ,,W0N6YXIgQWxleHNheSBJSUldCkkgY2FuIGFkbWl0IHRoYXQgZm9yCmEgZ29vZCB3b3JrLg==,,,,,W0N6YXIgQWxleHNheSBJSUldClBvc3NvIGFkbWl0aXIgaXNzbyBwYXJhCnVtIGJvbSB0cmFiYWxoby4=,,
JMBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkFsbCBwZW9wbGUgaGF0ZSB0aGUgY29sZCB3aW50ZXIuCk5vdywgdGhlIHdpbnRlciBkb2Vzbid0IGNvbWVzLgphbnkgbW9yZSBzbywgSSdtIHZlcnkKcGxlYXNlZC4=,,,,,W0N6YXIgQWxleHNheSBJSUldClRvZGFzIGFzIHBlc3NvYXMgb2RlaWFtIG8gZnJpbyBkbyBpbnZlcm5vLgpBZ29yYSwgbyBpbnZlcm5vIG7Do28gY2hlZ2EuCk1haXMgYWluZGEsIGVzdG91IG11aXRvCnNhdGlzZmVpdG8u,,
JcBSAQ,,W0N6YXIgQWxleHNheSBJSUldClJpZ2h0LgpJIHdhbnQgdG8gZ2l2ZSBzb21ldGhpbmcKaW5zdGVhZCBvZiB0aGUgcGVvcGxlLg==,,,,,W0N6YXIgQWxleHNheSBJSUldCkNlcnRvLgpFdSBxdWVybyBkYXIgYWxnbwplbSB2ZXogZGFzIHBlc3NvYXMu,,
JsBSAQ,,W0N6YXIgQWxleHNheSBJSUldCkhlcmUsdGFrZSBpdC4KSSBnaXZlIGl0IGFzIGFuIGF0b25lbWVudAp0byBtYWtlIHBlb3BsZSBoYXBweS4=,,,,,W0N6YXIgQWxleHNheSBJSUldCkFxdWksIHBlZ3VlLW8uCkV1IG8gZG91IGNvbW8gdW1hIGV4cGlhw6fDo28KcGFyYSBmYXplciBhcyBwZXNzb2FzIGZlbGl6ZXMu,,
J8BSAQ,,W0N6YXIgQWxleHNheSBJSUldClN0YXkgaGVyZSBhcyB5b3Ugd2FudCBhbmQKZW5qb3kgeW91ciBzZWxmIHRvIHRoZSBmdWxsIHRoZSBzdW1tZXIu,,,,,W0N6YXIgQWxleHNheSBJSUldCkZpcXVlIGFxdWkgY29tbyBxdWlzZXIgZQphcHJvdmVpdGUgYW8gbcOheGltbyBvIHZlcsOjby4=,,
KMBSAQ,,W0NoYXIgQWxleHNheSBJSUldCldlbGNvbWUgdG8gTW9za292aWEuCkkgYW0gdGhlIHJ1bGVyIENoYXIgQWxleHNheSBJSUkgb2YgdGhlIG1vc2tvdmlhLg==,,,,,W0NoYXIgQWxleHNheSBJSUldCkJlbS12aW5kbyDDoCBNb3Nrb3ZpYS4KRXUgc291IG8gZ292ZXJuYW50ZSBDaGFyIEFsZXhzYXkgSUlJIGRlIE1vc2tvdmlhLg==,,
KcBSAQ,,W0NoYXIgQWxleHNheSBJSUldCkdvIGJhY2sgdG8geW91ciBob21ldG93biBhbmQgdGVsbCBhYm91dCB0aGUgYmVhdXR5IG9mIHRoZSBtb3Nrb3ZpYQphbmQgbXkgZ3JlYXQgZ292ZXJubWVudCB0byBhbGwgdGhlIGxhbmQgcGVvcGxlLg==,,,,,W0NoYXIgQWxleHNheSBJSUldClZvbHRlIHBhcmEgc3VhIGNpZGFkZSBuYXRhbCBlIGNvbnRlIHNvYnJlIGEgYmVsZXphIGRhIE1vc2tvdmlhCmUgbWV1IGdyYW5kZSBnb3Zlcm5vIHBhcmEgdG9kb3Mgb3MgaGFiaXRhbnRlcyBkYSB0ZXJyYS4=,,
KsBSAQ,,W0NoYXIgQWxleHNheSBJSUldCkEgZm9yZWlnbiB0cmF2ZWxlci4uLiBEbyB5b3UgaGF2ZQpzb21ldGhpbmcgdG8gdGVsbCBtZT8=,,,,,W0NoYXIgQWxleHNheSBJSUldClVtIHZpYWphbnRlIGVzdHJhbmdlaXJvLi4uIFZvY8OqIHRlbQphbGdvIHBhcmEgbWUgZGl6ZXI/,,
K8BSAQ,,W0NoYXIgQWxleHNheSBJSUldCklmIHRoYXQgaXMgbm90IGltcG9ydGFudCB0aGluZywKZmlyc3Qgb2YgYWxsIGhhdmUgYW4gYXVkaWVuY2UgdG8gdGhlIHByaW1lIG1pbmlzdGVyLg==,,,,,W0NoYXIgQWxleHNheSBJSUldClNlIGlzc28gbsOjbyBmb3IgaW1wb3J0YW50ZSwKYW50ZXMgZGUgbWFpcyBuYWRhLCB0ZW5oYSB1bWEgYXVkacOqbmNpYSBjb20gbyBwcmltZWlyby1taW5pc3Ryby4=,,
LMBSAQ,,W0NoYXIgQWxleHNheSBJSUldCk9oLi4uYXJlIHlvdSBhIHBlcnNvbiB3aG8gdGVsbCBtZQphYm91dCBhbiBpbnRlcmVzdGluZyBhZHZlbnR1cmUgc3RvcnkuLi4=,,,,,W0NoYXIgQWxleHNheSBJSUldCk9oLi4uIHZvY8OqIMOpIHVtYSBwZXNzb2EgcXVlIG1lIGNvbnRhCnNvYnJlIHVtYSBoaXN0w7NyaWEgZGUgYXZlbnR1cmEgaW50ZXJlc3NhbnRlLi4u,,
LcBSAQ,,W0NoYXIgQWxleHNheSBJSUldCkJlc2lkZXMgeW91J3JlIG5vdCB0aGUgcGVyc29uIG9mIE1vc2tvdmlhCnlvdSBmb3VuZCB0aGUgbW92aW5nIGlzbGFuZCB3aGljaCBpcyBqdXN0CmV4aXN0ZWQgYXMgbGVnZW5kLi4uSSB3YW50IHRvIGxpc3RlbiBkZXRhaWwuLi4=,,,,,W0NoYXIgQWxleHNheSBJSUldCkFsw6ltIGRpc3NvLCB2b2PDqiBuw6NvIMOpIGEgcGVzc29hIGRlIE1vc2tvdmlhCnZvY8OqIGVuY29udHJvdSBhIGlsaGEgbcOzdmVsIHF1ZSDDqSBhcGVuYXMKZXhpc3RpYSBjb21vIGxlbmRhLi4uIHF1ZXJvIG91dmlyIGRldGFsaGVzLi4u,,
LsBSAQ,,W0NoYXIgQWxleHNheSBJSUldCkxldCdzIHN0YXJ0IHRvIHRhbGsgZmFzdC4KSSdtIGFueGlvdXMgdG8gdGhlIGlkZW50aXR5IG9mIHRoZSBpc2xhbmQu,,,,,W0NoYXIgQWxleHNheSBJSUldClZhbW9zIGNvbWXDp2FyIGEgZmFsYXIgcsOhcGlkby4KRXN0b3UgYW5zaW9zbyBwYXJhIHNhYmVyIGEgaWRlbnRpZGFkZSBkYSBpbGhhLg==,,
L8BSAQ,,VGVsbCB0aGUgc3RvcnkgYWxsIHRoZSB3aGlsZS4=,,,,,Q29udGUgYSBoaXN0w7NyaWEgbyB0ZW1wbyB0b2RvLg==,,
MMBSAQ,,Li4uIC4uLg==,,,,,Li4uIC4uLg==,,
McBSAQ,,Li4uIC4uLiAuLi4=,,,,,Li4uIC4uLiAuLi4=,,
MsBSAQ,,Li4uIC4uLiAuLi4gLi4u,,,,,Li4uIC4uLiAuLi4gLi4u,,
M8BSAQ,,W0NoYXIgQWxleHNheSBJSUldClN1cmVseSBpbnRlcmVzdGluZyBzdG9yeS4uLgpCdXQsIHRoYXQncyBhIHVuYmVsaWV2YWJsZSB0aGluZy4gV2hhdCBhYm91dCBwcmltZSBtaW5pc3Rlcj8=,,,,,W0NoYXIgQWxleHNheSBJSUldCkNlcnRhbWVudGUgdW1hIGhpc3TDs3JpYSBpbnRlcmVzc2FudGUuLi4KTWFzIGlzc28gw6kgYWxnbyBpbmFjcmVkaXTDoXZlbC4gRSBxdWFudG8gYW8gcHJpbWVpcm8tbWluaXN0cm8/,,
NMBSAQ,,W1ByaW1lIE1pbmlzdGVyIERtaXRyZWVdCkl0IGRvZXNuJ3QgbG9vayBsaWtlIGEgbGllLCBidXQgdGhhdCdzCmRpZmZpY3VsdCB0byBiZWxpZXZlIGFzIDEwMCUgYWJzb2x1dGVseS4KSSBoYXZlIGtub3duIHRvIGEgd2hhbGUgc28gaHVnZSBidXQsIHRoZSBwZXJzb24gbGl2ZXMsIHRoZSB3YXRlciBmbG93CmFuZCB0aGUgdHJlZSBncm93IG9uIHRoZSBsaXZpbmcgdGhpbmdzLi4u,,,,,W1ByaW1laXJvLW1pbmlzdHJvIERtaXRyZWVdCk7Do28gcGFyZWNlIHVtYSBtZW50aXJhLCBtYXMgw6kgZGlmw61jaWwKZGlmw61jaWwgZGUgYWNyZWRpdGFyIGNvbSAxMDAlIGRlIGNlcnRlemEuCkrDoSBjb25oZWNpIHVtYSBiYWxlaWEgdMOjbyBncmFuZGUsIG1hcyBhIHBlc3NvYSB2aXZlLCBhIMOhZ3VhIGZsdWkKZSBhIMOhcnZvcmUgY3Jlc2NlIHNvYnJlIG9zIHNlcmVzIHZpdm9zLi4u,,
NcBSAQ,,W0NoYXIgQWxleHNheSBJSUldCkkgYWdyZWUuIEkgaGF2ZSBoZWFyZCBtYW55IGtpbmRzIG9mIG15c3RlcmlvdXMKYWR2ZW50dXJlIHN0b3JpZXMgYnV0LCB0aGlzIGFuIGFic3VyZCBzdG9yeQppbiBhZGRpdGlvbiB3aGljaCBpcyBoYXBwZW5lZApuZWFyIGJ5IG15IG5hdGlvbi4KVW5iZWxpZXZhYmxlIHRoaW5nLg==,,,,,W0NoYXIgQWxleHNheSBJSUldCkNvbmNvcmRvLiBKw6Egb3V2aSBtdWl0b3MgdGlwb3MgZGUgaGlzdMOzcmlhcyBkZSBhdmVudHVyYXMgbWlzdGVyaW9zYXMKaGlzdMOzcmlhcyBkZSBhdmVudHVyYXMgbWlzdGVyaW9zYXMsIG1hcyBlc3NhIMOpIHVtYSBoaXN0w7NyaWEgYWJzdXJkYQphbMOpbSBkbyBmYXRvIGRlIHRlciBhY29udGVjaWRvCnBlcnRvIGRlIG1pbmhhIG5hw6fDo28uCkNvaXNhIGluYWNyZWRpdMOhdmVsLg==,,
NsBSAQ,,W1ByaW1lIE1pbmlzdGVyIERtaXRyZWVdCkJ1dCBlbXBlcm9yLi4uSW4gbXkgbWVtb3J5LApJIGhlYXJkIGV4YWN0bHkgbGFzdCB0aW1lIGFib3V0IHRoZSBteXN0ZXJpb3VzCm11c2ljIGluc3RydW1lbnQgd2hpY2ggb2xkIG1hbiBwbGF5ZWQu,,,,,W1ByaW1laXJvLW1pbmlzdHJvIERtaXRyZWVdCk1hcyBpbXBlcmFkb3IuLi4gRW0gbWluaGEgbWVtw7NyaWEsCm91dmkgZXhhdGFtZW50ZSBkYSDDumx0aW1hIHZleiBzb2JyZSBvIG1pc3Rlcmlvc28KaW5zdHJ1bWVudG8gbXVzaWNhbCBxdWUgbyB2ZWxobyB0b2NhdmEu,,
N8BSAQ,,W0NoYXIgQWxleHNheSBJSUldClJlYWxseT8gVGVsbCBtZSBkZXRhaWwu,,,,,W0NoYXIgQWxleHNheSBJSUldClPDqXJpbz8gQ29udGUtbWUgZGV0YWxoZXMu,,
OMBSAQ,,W1ByaW1lIE1pbmlzdGVyIERtaXRyZWVdClN1cmVseSwgSSBoYXZlIGV2ZXIgc2VlbiB0aGUgc2FtZSBzdG9yeQphcyBoZSBzYWlkIGluIHRoZSBsaXRlcmF0dXJlIG9mCmFuIGFuY2VzdG9yIHdob20gbGl2ZWQgaGVyZS4=,,,,,W1ByaW1laXJvLW1pbmlzdHJvIERtaXRyZWVdCkNlcnRhbWVudGUsIGV1IGrDoSB2aSBhIG1lc21hIGhpc3TDs3JpYQpjb21vIGVsZSBkaXNzZSBuYSBsaXRlcmF0dXJhIGRlCnVtIGFudGVwYXNzYWRvIHF1ZSB2aXZldSBhcXVpLg==,,
OcBSAQ,,W0NoYXIgQWxleHNheSBJSUldCkh1bS4uLlRoZXJlIGFyZSBtYW55IGRvdWJ0ZnVsIHBvaW50LgpPcmRpbmFyeSBJIHNob3VsZCBnaXZlIGEgYmlnIHByaXplIHRvIHlvdQpidXQgaW4gdGhpcyB0aW1lIGl0IGJlY29tZXMgYSBkaWZmaWN1bHQgdGhpbmcu,,,,,W0NoYXIgQWxleHNheSBJSUldCkh1bS4uLiBIw6EgbXVpdG9zIHBvbnRvcyBkdXZpZG9zb3MuCk5vcm1hbG1lbnRlLCBldSBkZXZlcmlhIGxoZSBkYXIgdW0gZ3JhbmRlIHByw6ptaW8KbWFzLCBuZXN0ZSBtb21lbnRvLCBpc3NvIHNlIHRvcm5hIHVtYSBjb2lzYSBkaWbDrWNpbC4=,,
OsBSAQ,,W0NoYXIgQWxleHNheSBJSUldCkJyaW5nIG1lIHNvbWV0aGluZyB0byBwcm92ZQp0aGUgZXhpc3Qgb2YgdGhlIHdoYWxlLgpJZiB5b3UgZG8sIEkgd2lsbCBnaXZlIGEgYmlnIHByaXplLg==,,,,,W0NoYXIgQWxleHNheSBJSUldClRyYWdhLW1lIGFsZ28gcXVlIHByb3ZlCmEgZXhpc3TDqm5jaWEgZGEgYmFsZWlhLgpTZSBvIGZpemVyLCBkYXJlaSB1bSBncmFuZGUgcHLDqm1pby4=,,
O8BSAQ,,W0NoYXIgQWxleHNheSBJSUldCkJ1dCBpZiB5b3UgZG9uJ3QgdGhhdCwKSSB3aWxsIHB1bmlzaCBhcyB5b3UgZGVzcGlzZSBtZS4KQnJpbmcgdGhlIGluc3RydW1lbnQgZXZlbiB0aG91Z2ggdGhlIG9sZCBtYW4gaGFzLg==,,,,,W0NoYXIgQWxleHNheSBJSUldCk1hcyBzZSB2b2PDqiBuw6NvIGZpemVyIGlzc28sCmV1IG8gY2FzdGlnYXJlaSBjb21vIHZvY8OqIG1lIGRlc3ByZXphLgpUcmFnYSBvIGluc3RydW1lbnRvLCBtZXNtbyBxdWUgbyB2ZWxobyBqw6EgbyB0ZW5oYSBmZWl0by4=,,
PMBSAQ,,W1ByaW1lIE1pbmlzdGVyIERtaXRyZWVdClRoZSBlbS4uLmVtcGVyb3IuIEhlIGlzIG5vdApvdXIgcGVvcGxlLiBIZSBkaWRuJ3QgYW5ub3VuY2Ugd2l0aC4KZGlzcmVzcGVjdCB0byB5b3UuLi4KVHJlYXQgbGl0dGxlIG1vcmUgZ2VuZXJvdXNseS4=,,,,,W1ByaW1laXJvLW1pbmlzdHJvIERtaXRyZWVdCk8gZW0uLi4gaW1wZXJhZG9yLiBFbGUgbsOjbyDDqQpub3NzbyBwb3ZvLiBFbGUgbsOjbyBhbnVuY2lvdSBjb20uCmRlc3Jlc3BlaXRvIGEgdm9jw6ouLi4KVHJhdGUtbyBjb20gdW0gcG91Y28gbWFpcyBkZSBnZW5lcm9zaWRhZGUu,,
PcBSAQ,,W0NoYXIgQWxleHNheSBJSUldCk5vIHdheS4uLklmIGhpcyBzYXlpbmcgd2FzIG5vdCB0cnVlLAptYW55IGZvcmVpZ24gdHJhdmVsZXJzIHdobyBwYXNzIGJ5CnRoaXMgbGFuZCB3aWxsIGRpc3Jlc3BlY3QgbWUgbGlrZSBoaW0uLi4KSG93IGNhbiB5b3UgZG8/,,,,,W0NoYXIgQWxleHNheSBJSUldCkRlIGplaXRvIG5lbmh1bS4uLiBTZSBzdWEgYWZpcm1hw6fDo28gbsOjbyBmb3NzZSB2ZXJkYWRlaXJhLAptdWl0b3MgdmlhamFudGVzIGVzdHJhbmdlaXJvcyBxdWUgcGFzc2FyZW0gcG9yCnBvciBlc3RhIHRlcnJhIG1lIGRlc3Jlc3BlaXRhcsOjbyBjb21vIGVsZS4uLgpDb21vIHZvY8OqIHBvZGUgZmF6ZXIgaXNzbz8=,,
PsBSAQ,,W1ByaW1lIE1pbmlzdGVyIERtaXRyZWVdCi4uLi4uLg==,,,,,W1ByaW1laXJvLW1pbmlzdHJvIERtaXRyZWVdCi4uLi4uLg==,,
