QOvSAQ,,R3Jhbm55,,,,,Vm92w7M=,,QWJ1ZWxh
K+zSAQ,,QWghIFRoZSBTaWxrIFJpYmJvbj8KV2UgdXNlIHdlYXJhYmxlIGl0ZW1zIHRvCnByb2R1Y2UgaXQuCkl0cyBkZXNpZ24gaXMgdmVyeSBjb21wbGljYXRlZCEgSXQgaXMuLi4KanVzdCBwZXJmZWN0IGZvciBwZXRzIQ==,,,,,VXNhbW9zIGl0ZW5zIGRlIHZlc3R1w6FyaW8gY29tbyBpbmdyZWRpZW50ZXMuLi4KUGFyYSBwcm9kdXppci4KTyBxdWUgY2hhbWFtb3MgZGUgTGHDp28gZGUgU2VkYQrDiSBtdWl0byBkaWbDrWNpbCBmYXplciBlc3NlIGl0ZW0hIEVsZSDDqS4uLi4KcGVyZmVpdG8gcGFyYSBiaWNoaW5ob3MgZGUgZXN0aW1hw6fDo28uLi4=,,wqFBaCEgwr9MYSBjaW50YSBkZSBzZWRhPwpVdGlsaXphbW9zIGFydMOtY3Vsb3MgZGUgZGVzZ2FzdGUgcGFyYQpwcm9kdWNpcmxvLgrCoVN1IGRpc2XDsW8gZXMgbXV5IGNvbXBsaWNhZG8hIEVzLi4uCsKhcGVyZmVjdGEgcGFyYSBtYXNjb3RhcyE=
LOzSAQ,,W1dvb2ZpZV0KQWgtaGEhIFlvdSBoYXBwZW4gdG8gaGF2ZSAKdGhlIGl0ZW1zIHRvIG1ha2UgU2lsayBSaWJib24uCkdyZWF0ISBHcmVhdCEKRm9yIHRoZSBiZW5lZml0IG9mIG91ciBnb29kIHJlcHV0YXRpb24sCkknbGwgbWFrZSBpdCBmb3IgeW91IHJpZ2h0IGF3YXkh,,,,,W1l1VV0KVWgtSGEhIFZvY8OqIHRlbSBvcyBpdGVucy4uLgpQYXJhIGZhemVyIG8gTGHDp28gZGUgU2VkYSEKTWFyYXZpbGhvc28hClBvciBub3NzYSByZXB1dGHDp8Ojby4uLgpGYXJlaSBpbWVkaWF0YW1lbnRl,,W1dvb2ZpZV0KwqFBaC1oYSEgUmVzdWx0YSBxdWUgdGllbmVzIApsb3MgYXJ0w61jdWxvcyBwYXJhIGhhY2VyIENpbnRhIGRlIFNlZGEuCsKhR2VuaWFsISDCoUdlbmlhbCEKUG9yIGVsIGJpZW4gZGUgbnVlc3RyYSBidWVuYSByZXB1dGFjacOzbiwKwqFMYSBoYXLDqSBwYXJhIHVzdGVkIGRlIGlubWVkaWF0byE=
LezSAQ,,W1dvb2ZpZV0KUHV0IFJpYmJvbiBpbi4uLg==,,,,,W1l1VV0KQ29sb3F1ZSBvIExhw6dvIGFxdWkgZGVudHJvLi4u,,W1dvb2ZpZV0KUG9uZXIgY2ludGEgZW4uLi4=
LuzSAQ,,XjMzNTVGRi0gRHVoISBEdWghIC1eMDAwMDAw,,,,,XjMzNTVGRi0gRHVoISBEdWghIC1eMDAwMDAw,,XjMzNTVGRi0gwqFEdWghIMKhRHVoISAtXjAwMDAwMA==
L+zSAQ,,W1dvb2ZpZV0KQWxyaWdodCEgSXTigJlzIGRvbmUhClRoaXMgaXMgbWFkZQpzcGVjaWFsbHkgZm9yIHlvdXIgcGV0cy4uLgpTaWxrIFJpYmJvbiE=,,,,,W1l1VV0KUHJvbnRvISBFc3TDoSBmZWl0byEKRmVpdG8gZXNwZWNpYWxtZW50ZS4uLgpQYXJhIHNldXMgYmljaGluaG9zIGRlIGVzdGltYcOnw6NvLi4uCkxhw6dvIGRlIFNlZGEh,,W1dvb2ZpZV0KwqFNdXkgYmllbiEgwqFIZWNobyEKRXN0byBlc3TDoSBoZWNobwplc3BlY2lhbG1lbnRlIHBhcmEgc3VzIG1hc2NvdGFzLi4uCsKhQ2ludGEgZGUgU2VkYSE=
MOzSAQ,,W1dvb2ZpZV0KQWghIFRoZSBTaWxrIFJpYmJvbiEKVGhlcmUgaXMgb25seSBvbmUgd2F5IHRvIAptYWtlIHRoaXMgdGhpbmcgdGhhdCB5b3VyIHBldHMgd2lsbCBzdXJlbHkgbG92ZSEKSnVzdCBvbmUgXjMzNTVGRiBSaWJib24hXjAwMDAwMApCcmluZyBpdCB0byBtZSEKRm9yIHRoZSBiZW5lZml0IG9mIG91ciBnb29kIHJlcHV0YXRpb24s,,,,,W1l1VV0KUGFyYSBmYXplciBhcXVpbG8gcXVlIHNldXMgYmljaGluaG9zIGRlIGVzdGltYcOnw6NvIGFkb3JhbS4uLgpMYcOnbyBkZSBTZWRhLi4uCkjDoSBhcGVuYXMgdW1hIG1hbmVpcmEhClBlZ3VlIHVtIF4zMzU1RkYgTGHDp28gIV4wMDAwMDAKRSB0cmFnYS1vIHBhcmEgbWltIQpQb3Igbm9zc2EgcmVwdXRhw6fDo28uLi4=,,W1dvb2ZpZV0KwqFBaCEgwqFMYSBDaW50YSBkZSBTZWRhIQpTw7NsbyBoYXkgdW5hIG1hbmVyYSBkZSAKwqFoYWNlciBlc3RhIGNvc2EgcXVlIHN1cyBtYXNjb3RhcyBzZWd1cmFtZW50ZSBhbWFyw6FuIQpTw7NsbyB1bmEgXjMzNTVGRiDCoUNpbnRhIQrCoVRyw6FpZ2FubWVsYSEKUG9yIGVsIGJpZW4gZGUgbnVlc3RyYSBidWVuYSByZXB1dGFjacOzbiw=
MezSAQ,,QWguLi5mb3IgdGhpcyBpdGVtPwpXZSB1c2Ugd2VhcmFibGUgc3R1ZmYgYXMgaW5ncmVkaWVudHMgdG8gbWFrZSBpdC4KSXTigJlzIGNhbGxlZCBeMzM1NUZGJ1N0ZWxsYXIgSGFpcnBpbideMDAwMDAwICEhCkl0IGxvb2tzIHNvIG9yZGluYXJ5Li4uCkJ1dCBnaXZlIGl0IHRvIHlvdXIgcGV0IGFuZCBpdCB3aWxsIHVubGVhc2gKaXRzIG15c3RpY2FsIHBvd2VyIQ==,,,,,VXNhbW9zIGl0ZW5zIGRlIHZlc3R1w6FyaW8gY29tbyBpbmdyZWRpZW50ZXMuLi4KUGFyYSBwcm9kdXppci4KTyBxdWUgY2hhbWFtb3MgZGUgXjMzNTVGRidPcm5hdG8gRXN0ZWxhcideMDAwMDAwICEhClBhcmVjZSBjb211bS4uLiBtYXMgYW8gdXNhci4uLgpTZXUgYW5pbWFsIGRlIGVzdGltYcOnw6NvLi4uCmdhbmhhIHBvZGVyZXMgbcOtc3RpY29zIQ==,,QWguLi4gwr9wYXJhIGVzdGUgYXJ0w61jdWxvPwpVc2Ftb3MgY29zYXMgdXNhYmxlcyBjb21vIGluZ3JlZGllbnRlcyBwYXJhIGhhY2VybG8uCsKhwqFTZSBsbGFtYSBeMzM1NUZGJ0hvcnF1aWxsYSBFc3RlbGFyJ14wMDAwMDAhIQpQYXJlY2UgdGFuIG9yZGluYXJpby4uLgpQZXJvIGTDoXNlbGEgYSB0dSBtYXNjb3RhIHkgZGVzYXRhcsOhLi4uCsKhc3UgcG9kZXIgbcOtc3RpY28h
MuzSAQ,,W1dvb2ZpZV0KQWgtaGEhIFlvdSBoYXBwZW4gdG8gaGF2ZSAKdGhlIGl0ZW1zIHRvIG1ha2UgU3RlbGxhciBIYWlycGluLgpHcmVhdCEgR3JlYXQhCkZvciB0aGUgYmVuZWZpdCBvZiBvdXIgZ29vZCByZXB1dGF0aW9uLApJJ2xsIG1ha2UgaXQgZm9yIHlvdSByaWdodCBhd2F5IQ==,,,,,W1l1VV0KVWgtSGEhIFZvY8OqIHRlbSBvcyBpdGVucy4uLgpQYXJhIGZhemVyIE9ybmF0byBFc3RlbGFyCk1hcmF2aWxob3NvIQpQb3Igbm9zc2EgcmVwdXRhw6fDo28uLi4KRmFyZWkgaW1lZGlhdGFtZW50ZQ==,,W1dvb2ZpZV0KwqFBaC1oYSEgUmVzdWx0YSBxdWUgdGllbmVzIApsb3Mgb2JqZXRvcyBwYXJhIGhhY2VyIGxhIEhvcnF1aWxsYSBFc3RlbGFyLgrCoUdlbmlhbCEgwqFHZW5pYWwhClBvciBlbCBiaWVuIGRlIG51ZXN0cmEgYnVlbmEgcmVwdXRhY2nDs24sCsKhdGUgbGEgaGFyw6kgYWhvcmEgbWlzbW8h
M+zSAQ,,W1dvb2ZpZV0KUHV0IFN0YXIgRHVzdCAtaW4u,,,,,W1l1VV0KQ29sb3F1ZSBhIFByZXNpbGhhIGRlIEVzdHJlbGEgYXF1aSBkZW50cm8u,,W1dvb2ZpZV0KUG9uZ2EgU3RhciBEdXN0IC1pbi4=
NOzSAQ,,XjMzNTVGRi0gSHVhemEhIEh1YXphISAtXjAwMDAwMA==,,,,,XjMzNTVGRi0gSHVhemEhIEh1YXphISAtXjAwMDAwMA==,,XjMzNTVGRi0gwqFIdWF6YSEgwqFIdWF6YSEgLV4wMDAwMDA=
NezSAQ,,W1dvb2ZpZV0KQWxyaWdodCEgSXTigJlzIGRvbmUhClRoaXMgaXMgbWFkZQpzcGVjaWFsbHkgZm9yIHlvdXIgcGV0cy4uLgpTdGVsbGFyIEhhaXJwaW4h,,,,,W1l1VV0KUHJvbnRvISBFc3TDoSBmZWl0byEKRmVpdG8gZXNwZWNpYWxtZW50ZS4uLgpQYXJhIHNldXMgYmljaGluaG9zIGRlIGVzdGltYcOnw6NvLi4uCk9ybmF0byBFc3RlbGFyIQ==,,W1dvb2ZpZV0KwqFNdXkgYmllbiEgwqFIZWNobyEKRXN0byBlc3TDoSBoZWNobwplc3BlY2lhbG1lbnRlIHBhcmEgc3VzIG1hc2NvdGFzLi4uCsKhVW5hIGhvcnF1aWxsYSBlc3RlbGFyIQ==
NuzSAQ,,W1dvb2ZpZV0KQWghIFN0ZWxsYXIgSGFpcnBpbiEKVGhlcmUgaXMgb25seSBvbmUgd2F5IHRvIG1ha2UgdGhpcwp0aGluZyB0aGF0IHlvdXIgcGV0cyB3aWxsIHRydWx5IGxvdmUhCkp1c3Qgb25lIF4zMzU1RkYgU3RhciBEdXN0IV4wMDAwMDAKQnJpbmcgaXQgdG8gbWUhCkZvciB0aGUgYmVuZWZpdCBvZiBvdXIgZ29vZCByZXB1dGF0aW9uLA==,,,,,W1l1VV0KUGFyYSBmYXplciBhcXVpbG8gcXVlIHNldXMgYmljaGluaG9zIGRlIGVzdGltYcOnw6NvIGFkb3JhbS4uLgpPcm5hdG8gRXN0ZWxhci4uLgpIw6EgYXBlbmFzIHVtYSBtYW5laXJhIQpBY2hlIF4zMzU1RkYgUHJlc2lsaGEgZGUgRXN0cmVsYSAhXjAwMDAwMApFIHRyYWdhIHBhcmEgbWltIQpQb3Igbm9zc2EgcmVwdXRhw6fDo28uLi4=,,W1dvb2ZpZV0KwqFBaCEgwqFQaW56YSBlc3RlbGFyIQpTw7NsbyBoYXkgdW5hIG1hbmVyYSBkZSBoYWNlciBlc3RhCsKhY29zYSBxdWUgc3VzIG1hc2NvdGFzIHJlYWxtZW50ZSBhbWFyw6FuIQpTb2xvIHVuIF4zMzU1RkYgwqFQb2x2byBFc3RlbGFyIQrCoVRyw6FpZ2FubWVsbyEKUG9yIGVsIGJpZW4gZGUgbnVlc3RyYSBidWVuYSByZXB1dGFjacOzbiw=
N+zSAQ,,SXTigJlzIGNhbGxlZCBeMzM1NUZGJ1RpbnkgRWdnIFNoZWxsJ14wMDAwMDAgISEKVG8gbWFrZSB0aGlzIGl0ZW0sIHdlIG5lZWQgc29tZSBzcGVjaWFsCmhlYWRnZWFyIHRoYXQgcHJhY3RpY2FsIHBlb3BsZSB1c2UuClRoaXMgc3VidGxlIGZyYWdyYW5jZS4uLgpUaGlzIHBlcmZlY3QgY29sb3Ih,,,,,VXNhbW9zIGl0ZW5zIHF1ZSBhcyBwZXNzb2FzIHVzYW0gY29tbyBpbmdyZWRpZW50ZXMuLi4KUGFyYSBwcm9kdXppci4KTyBxdWUgY2hhbWFtb3MgZGUgXjMzNTVGRicgQ2FzY2EgZGUgT3ZvIE1pbsO6c2N1bGEgICdeMDAwMDAwICEhCkNoZWlybyBzdWF2ZS4uLgpFIGNvciBwZXJmZWl0YSE=,,wqHCoUl0662pIGxsYW1hZG8gXjMzNTVGRidUaW55IEVnZyBTaGVsbCdeMDAwMDAwICEhClBhcmEgaGFjZXIgZXN0ZSBhcnTDrWN1bG8sIG5lY2VzaXRhbW9zIGFsZ3Vub3MgZXNwZWNpYWxlcwpzb21icmVybyBxdWUgbGEgZ2VudGUgcHLDoWN0aWNhIHV0aWxpemEuCkVzdGEgc3V0aWwgZnJhZ2FuY2lhLi4uCsKhRXN0ZSBjb2xvciBwZXJmZWN0byE=
OOzSAQ,,W1dvb2ZpZV0KQWgtaGEhIFlvdSBoYXBwZW4gdG8gaGF2ZSAKdGhlIGl0ZW1zIHRvIG1ha2UgVGlueSBFZ2cgU2hlbGwuCkdyZWF0ISBHcmVhdCEKRm9yIHRoZSBiZW5lZml0IG9mIG91ciBnb29kIHJlcHV0YXRpb24sCkknbGwgbWFrZSBpdCBmb3IgeW91IHJpZ2h0IGF3YXkh,,,,,W1l1VV0KVWgtSGEhIFZvY8OqIHRlbSBvcyBpdGVucy4uClBhcmEgZmF6ZXIgdW1hIENhc2NhIGRlIE92byBNaW7DunNjdWxhLgrDk3RpbW8hClBvciBub3NzYSByZXB1dGHDp8Ojby4uLgpGYXJlaSBpbWVkaWF0YW1lbnRlIQ==,,W1dvb2ZpZV0KwqFBaC1oYSEgUmVzdWx0YSBxdWUgdGllbmVzIApsb3MgYXJ0w61jdWxvcyBwYXJhIGhhY2VyIFRpbnkgRWdnIFNoZWxsLgrCoUdlbmlhbCEgwqFHZW5pYWwhClBvciBlbCBiaWVuIGRlIG51ZXN0cmEgYnVlbmEgcmVwdXRhY2nDs24sCsKhbG8gaGFyw6kgcGFyYSB0aSBhaG9yYSBtaXNtbyE=
OezSAQ,,W1dvb2ZpZV0KUHV0IEVnZyBTaGVsbCBpbi4uLg==,,,,,W1l1VV0KQ29sb3F1ZSBhIENhc2NhIGRlIE92byBhcXVpLi4u,,W1dvb2ZpZV0KUG9uIGPDoXNjYXJhIGRlIGh1ZXZvIGVuLi4u
OuzSAQ,,XjMzNTVGRi0gUG9jaGkhIFBvY2hpISBaZWd1ZHUhICAtXjAwMDAwMC4=,,,,,XjMzNTVGRi0gUG9jaGkhIFBvY2hpISBaZWd1ZHUhICAtXjAwMDAwMC4=,,XjMzNTVGRi0gwqFQb2NoaSEgwqFQb2NoaSEgwqFaZWd1ZHUhICAtXjAwMDAwMC4=
O+zSAQ,,W1dvb2ZpZV0KQWxyaWdodCEgSXTigJlzIGRvbmUhClRoaXMgaXMgbWFkZQpzcGVjaWFsbHkgZm9yIHlvdXIgcGV0cy4uLgpUaW55IEVnZyBTaGVsbCE=,,,,,W1l1VV0KUHJvbnRvISBFc3TDoSBmZWl0byEKRmVpdG8gZXNwZWNpYWxtZW50ZS4uLgpQYXJhIHNldXMgYmljaGluaG9zIGRlIGVzdGltYcOnw6NvLi4uCkNhc2NhIGRlIE92byBNaW7DunNjdWxhIQ==,,W1dvb2ZpZV0KwqFNdXkgYmllbiEgwqFIZWNobyEKRXN0byBlc3TDoSBoZWNobwplc3BlY2lhbG1lbnRlIHBhcmEgc3VzIG1hc2NvdGFzLi4uCsKhRGltaW51dGEgQ8Ohc2NhcmEgZGUgSHVldm8h
POzSAQ,,W1dvb2ZpZV0KWW91ciBwZXRzIHdvdWxkIGxvdmUgdGhpcyEKT2gsIFRpbnkgRWdnIFNoZWxsIQpUaGVyZSBpcyBvbmx5IG9uZSB3YXkgdG8gbWFrZSBpdCEKSnVzdCBvbmUgXjMzNTVGRicgRWdnIFNoZWxsICdeMDAwMDAwLgpCcmluZyBpdCB0byBtZSEKRm9yIHRoZSBiZW5lZml0IG9mIG91ciBnb29kIHJlcHV0YXRpb24s,,,,,W1l1VV0KUGFyYSBmYXplciBhcXVpbG8gcXVlIHNldXMgYmljaGluaG9zIGRlIGVzdGltYcOnw6NvIGFkb3JhbS4uLgpDYXNjYSBkZSBPdm8gTWluw7pzY3VsYS4uLgpIw6EgYXBlbmFzIHVtYSBtYW5laXJhIQpDb25zaWdhIHVtYSBeMzM1NUZGJyBDYXNjYSBkZSBPdm8gJ14wMDAwMDAuCkUgdHJhZ2EtbyBwYXJhIG1pbSEKUG9yIG5vc3NhIHJlcHV0YcOnw6NvLi4u,,W1dvb2ZpZV0KwqFBIHR1cyBtYXNjb3RhcyBsZXMgZW5jYW50YXLDoSBlc3RvIQrCoU9oLCBQZXF1ZcOxYSBDw6FzY2FyYSBkZSBIdWV2byEKwqFTw7NsbyBoYXkgdW5hIG1hbmVyYSBkZSBoYWNlcmxvIQpTb2xvIHVuYSBeMzM1NUZGJyBDw6FzY2FyYSBkZSBIdWV2byAnXjAwMDAwMC4KwqFUcsOhZW1lbGEhClBvciBlbCBiaWVuIGRlIG51ZXN0cmEgYnVlbmEgcmVwdXRhY2nDs24s
PezSAQ,,SG1tbS4uLmZvciB0aGlzLCB3ZSBuZWVkCnNwZWNpYWwgaW5ncmVkaWVudHMuCkFoISBUaGUgXjMzNTVGRidSb2NrZXIgR2xhc3NlcydeMDAwMDAwICEhCkl0cyBkZXNpZ24gaXMgdmVyeSBjb21wbGljYXRlZCEgSXQgaXMuLi4uCnRoZSBwZXJmZWN0IGdpZnQgZm9yIHlvdXIgcGV0IQ==,,,,,VXNhbW9zIGl0ZW5zIGRlIGVzY3V0YSBjb21vIGluZ3JlZGllbnRlcy4uLgpQYXJhIHByb2R1emlyLgpeMzM1NUZGJyDDk2N1bG9zIGRlIFJvY2tlciAnXjAwMDAwMCAhIQpTZXUgZGVzaWduIMOpIGJlbSBsZWdhbCEgRWxlIMOpLi4uLgpQZXJmZWl0byBwYXJhIGJpY2hpbmhvcyBkZSBlc3RpbWHDp8Ojby4uLg==,,SG1tbS4uLiBwYXJhIGVzdG8sIG5lY2VzaXRhbW9zCmluZ3JlZGllbnRlcyBlc3BlY2lhbGVzLgrCoUFoISDCoUxvcyBeMzM1NUZGJ1Zhc29zIFJvY2tlcm9zJ14wMDAwMDAhCsKhU3UgZGlzZcOxbyBlcyBtdXkgY29tcGxpY2FkbyEgRXMuLi4uCsKhZWwgcmVnYWxvIHBlcmZlY3RvIHBhcmEgc3UgbWFzY290YSE=
PuzSAQ,,W1dvb2ZpZV0KQWgtaGEhIFlvdSBoYXBwZW4gdG8gaGF2ZSAKdGhlIGl0ZW1zIHRvIG1ha2UgUm9ja2VyIEdsYXNzZXMuCkdyZWF0ISBHcmVhdCEKRm9yIHRoZSBiZW5lZml0IG9mIG91ciBnb29kIHJlcHV0YXRpb24sCkknbGwgbWFrZSBpdCBmb3IgeW91IHJpZ2h0IGF3YXkh,,,,,W1l1VV0KVWgtSGEhIFZvY8OqIHRlbSBvcyBpdGVucy4uLgpQYXJhIGZhemVyIMOTY3Vsb3MgZGUgUm9ja2VyLi4uCsOTdGltbyEKUG9yIG5vc3NhIHJlcHV0YcOnw6NvLi4uCkZhcmVpIGltZWRpYXRhbWVudGUh,,W1dvb2ZpZV0KwqFBaC1oYSEgUmVzdWx0YSBxdWUgdGllbmVzIApsb3MgYXJ0w61jdWxvcyBwYXJhIGhhY2VyIFJvY2tlciBHbGFzc2VzLgrCoUdlbmlhbCEgwqFHZW5pYWwhClBvciBlbCBiaWVuIGRlIG51ZXN0cmEgYnVlbmEgcmVwdXRhY2nDs24sCsKhdGUgbG8gaGFyw6kgYWhvcmEgbWlzbW8h
P+zSAQ,,W1dvb2ZpZV0KU21hc2h+IFNtYXNofg==,,,,,W1l1VV0KU21hc2gsIFNtYXNoIQ==,,W1dvb2ZpZV0KU21hc2h+IFNtYXNofg==
QOzSAQ,,XjMzNTVGRi0gRGljaGlEaWNoaVBhc2kgLV4wMDAwMDA=,,,,,XjMzNTVGRi0gRGljaGlEaWNoaVBhc2kgLV4wMDAwMDA=,,XjMzNTVGRi0gRGljaGlEaWNoaVBhc2kgLV4wMDAwMDA=
QezSAQ,,W1dvb2ZpZV0KQWxyaWdodCEgSXTigJlzIGRvbmUhClRoaXMgaXMgbWFkZQpzcGVjaWFsbHkgZm9yIHlvdXIgcGV0cy4uLgpSb2NrZXIgR2xhc3NlcyE=,,,,,W1l1VV0KUHJvbnRvISBFc3TDoSBmZWl0byEKRmVpdG8gZXNwZWNpYWxtZW50ZS4uLgpQYXJhIHNldXMgYmljaGluaG9zIGRlIGVzdGltYcOnw6NvLi4uCsOTY3Vsb3MgZGUgUm9ja2VyIQ==,,W1dvb2ZpZV0KwqFNdXkgYmllbiEgwqFIZWNobyEKRXN0byBlc3TDoSBoZWNobwplc3BlY2lhbG1lbnRlIHBhcmEgc3VzIG1hc2NvdGFzLi4uCsKhR2FmYXMgUm9ja2VyIQ==
QuzSAQ,,W1dvb2ZpZV0KQWghIFJvY2tlciBHbGFzc2VzIQpBIGJlYXV0aWZ1bCBwZXQgYWNjZXNzb3J5IQpUaGVyZSBpcyBvbmx5IG9uZSB3YXkgdG8gbWFrZSBpdCE=,,,,,W1l1VV0KUGFyYSBmYXplciBhcXVpbG8gcXVlIHNldXMgYmljaGluaG9zIGRlIGVzdGltYcOnw6NvIGFkb3JhbS4uLgrDk2N1bG9zIGRlIFJvY2tlci4uLgpIw6EgYXBlbmFzIHVtYSBtYW5laXJhIQ==,,W1dvb2ZpZV0KwqFBaCEgwqFHYWZhcyBSb2NrZXIhCsKhVW4gaGVybW9zbyBhY2Nlc29yaW8gcGFyYSBtYXNjb3RhcyEKwqFTw7NsbyBoYXkgdW5hIG1hbmVyYSBkZSBoYWNlcmxvIQ==
Q+zSAQ,,W1dvb2ZpZV0KSXQgdGFrZXMgdHdvIF4zMzU1RkYnWmFyZ29ucydeMDAwMDAwLApvbmUgXjMzNTVGRidSaWJib24nXjAwMDAwMCwKYW5kIF4zMzU1RkYnIDQwMCBaZW55ICdeMDAwMDAwLgpCcmluZyB0aGVtIHRvIG1lIQpGb3IgdGhlIGJlbmVmaXQgb2Ygb3VyIGdvb2QgcmVwdXRhdGlvbiwKSSdsbCBtYWtlIGl0IGZvciB5b3UgcmlnaHQgYXdheSE=,,,,,W1l1VV0KUHJlY2lzYW1vcyBkZSBkb2lzIF4zMzU1RkYnIFphcmfDtG5pb3MgJ14wMDAwMDAsCkUgdW0gXjMzNTVGRicgTGHDp28gJ14wMDAwMDAsCkFsw6ltIGRlIF4zMzU1RkYnIDQwMCBaZW55ICdeMDAwMDAwLiAKVHJhZ2Etb3MgcGFyYSBtaW0hClBvciBub3NzYSByZXB1dGHDp8Ojby4uLgpGYXJlaSBpbWVkaWF0YW1lbnRlISAh,,W1dvb2ZpZV0KU2UgbmVjZXNpdGFuIGRvcyBeMzM1NUZGJ1phcmdvbnMnXjAwMDAwMCwKdW5hIF4zMzU1RkYnQ2ludGEnXjAwMDAwMCwKeSBeMzM1NUZGJzQwMCBaZW55J14wMDAwMDAuCsKhVHLDoWVtZWxvcyEKUG9yIGVsIGJpZW4gZGUgbnVlc3RyYSBidWVuYSByZXB1dGFjacOzbiwKwqF0ZSBsbyBwcmVwYXJhcsOpIGRlIGlubWVkaWF0byE=
ROzSAQ,,W1dvb2ZpZV0KWW91IGhhdmVuJ3QgZGVjaWRlZCB3aGF0IGtpbmQgb2YgcGV0IHlvdSB3YW50PwpHZXQgYSBsb3ZlIHBldC4KQSBsb3ZlIHBldCBjb3VsZCBiZSB5b3VyIHBhcnRuZXIgZm9yIGxpZmUuClRha2UgaXQgc2VyaW91c2x5LgpUaGluayBjYXJlZnVsbHkuCkFuZCBjb21lIGJhY2sgdG8gbWUgd2hlbiB5b3UgYXJlIHJlYWR5IQ==,,,,,W1l1VV0KVm9jw6ogbsOjbyBkZWNpZGl1IHF1ZSBhbmltYWwgZGUgZXN0aW1hw6fDo28gZGVzZWphLi4uCkNvbW8gdW0gYW5pbWFsIGRlIGVzdGltYcOnw6NvLi4uClZvY8OqIHBvZGUgYWRxdWlyaXIgdW0gcGFyY2Vpcm8gcGFyYSBhIHZpZGEuCkxldmUgaXNzbyBhIHPDqXJpby4uLgpFIHBlbnNlIGJlbS4uLgpWb2x0ZSBxdWFuZG8gdGl2ZXIgZGVjaWRpZG8h,,W1dvb2ZpZV0Kwr9ObyBoYXMgZGVjaWRpZG8gcXXDqSB0aXBvIGRlIG1hc2NvdGEgcXVpZXJlcz8KQ8OzbXByYXRlIHVuYSBtYXNjb3RhIGRlbCBhbW9yLgpVbmEgbWFzY290YSBkZWwgYW1vciBwb2Ryw61hIHNlciB0dSBjb21wYcOxZXJvIHBhcmEgdG9kYSBsYSB2aWRhLgpUw7NtYXRlbG8gZW4gc2VyaW8uClBpw6luc2FsbyBkZXRlbmlkYW1lbnRlLgpZIHZ1ZWx2ZSBhIGNvbnN1bHRhcm1lIGN1YW5kbyBlc3TDqXMgcHJlcGFyYWRvLg==
RezSAQ,,VmVuZGluZyBNYWNoaW5lIE1hbg==,,,,,SG9tZW0gZGEgTcOhcXVpbmEgZGUgVmVuZGVy,,SG9tYnJlIG3DoXF1aW5hIGV4cGVuZGVkb3Jh
RuzSAQ,,W1RpdGljdXBlXQpIYSBoYSBoYSBoYSBoYSBoYSEKWW91J3ZlIGFycml2ZWQhCkknbSBvbmUgb2YgdGhlIG1hbmFnZXJzCm9mIHRoZSBUb3kgRmFjdG9yeSEhCkkndmUgb3BlbmVkIG15Cm5ldyBidXNpbmVzcyE=,,,,,W1RpdGljdXBlXQpIYSBoYSBoYSBoYSBoYSBoYQouLlZvY8OqIGNoZWdvdQpTb3UgbyBnZXJlbnRlCmRlIHVtYSBmw6FicmljYSBkZSBicmlucXVlZG9zISEKRXUgZGVzY29icmkKbm92YXMgb3BvcnR1bmlkYWRlcyBkZSBuZWfDs2Npb3Mh,,W1RpdGljdXBlXQrCoUphLCBqYSwgamEsIGphLCBqYSEKwqFIYXMgbGxlZ2FkbyEKU295IHVubyBkZSBsb3MgZ2VyZW50ZXMKwqHCoWRlIGxhIEbDoWJyaWNhIGRlIEp1Z3VldGVzISEKSGUgYWJpZXJ0byBtaQrCoW51ZXZvIG5lZ29jaW8h
R+zSAQ,,VGFsayB0byBoaW0gYWJvdXQgdGhlIHZlbmRpbmcgbWFjaGluZS4=,,,,,UGVyZ3VudGFyIHNvYnJlIGEgTcOhcXVpbmEgZGUgVmVuZGVy,,SMOhYmxhbGUgZGUgbGEgbcOhcXVpbmEgZXhwZW5kZWRvcmEu
SOzSAQ,,SXRlbXMgaW4gdGhlIHZlbmRpbmcgbWFjaGluZS4=,,,,,SXRlbnMgZGEgTcOhcXVpbmEgZGUgVmVuZGVy,,QXJ0w61jdWxvcyBlbiBsYSBtw6FxdWluYSBleHBlbmRlZG9yYS4=
SezSAQ,,U3RvcCB0YWxraW5nLg==,,,,,UGFyYXIgZGUgZmFsYXI=,,RGVqYSBkZSBoYWJsYXIu
