wL5SAQ,,QmVyYmF5ZWZm,,,,,QmVyYmF5ZWZm,,QmVyYmF5ZWZm
3b9SAQ,,bW9yZSBmYXN0IGFzIEkgZXhwZWN0ZWQuIGh1aHUuLi5JJ20gZXhwZWN0ZWQu,,,,,bWFpcyByw6FwaWRvIGRvIHF1ZSBldSBlc3BlcmF2YS4gSG9oby4uLg==,,bcOhcyByw6FwaWRvIGRlIGxvIHF1ZSBlc3BlcmFiYS4gaHVodS4uLiBtZSBlc3BlcmFuLg==
3r9SAQ,,W1N0cmFuZ2UgYWdlZF0KT2theSwgSXQncyB0aW1lIHRvIHlvdXIgdHVybi4gUGxheSBpdC4KUGxheSB0aGUgcGFzc2FnZSBsaWtlIG1lCndoaWNoIEkgcGxheWVkLg==,,,,,W1NlbmhvciBFc3RyYW5ob10KQ2VydG8sIMOpIGEgc3VhIHZlei4gVG9xdWUuClRvcXVlIGEgcGFzc2FnZW0gZG8gamVpdG8KcXVlIGV1IHRvcXVlaS4=,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkJpZW4sIGVzIHR1IHR1cm5vLiBUw7NjYWxvLgpUb2NhIGVsIHBhc2FqZSBjb21vIHlvCnF1ZSB5byB0b3F1w6ku
379SAQ,,W1N0cmFuZ2UgYWdlZF0KT2guLi5Zb3UgYXJlIGdvb2QgYXQgcGxheWluZyB0aGUgR3VzbGkKaW4gYSBzaG9ydCB0aW1lLi4uWW91IGFyZSBhIGdyZWF0Lg==,,,,,W1NlbmhvciBFc3RyYW5ob10KT2guLi5Wb2PDqiBmaWNvdSBib20gZW0gdG9jYXIgbyBHdXNsaQplbSBwb3VjbyB0ZW1wby4uLiBWb2PDqiDDqSDDs3RpbW8u,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCk9oLi4uRXJlcyBidWVubyB0b2NhbmRvIGVsIEd1c2xpCmVuIHBvY28gdGllbXBvLi4uRXJlcyB1biBncmFuZGUu
4L9SAQ,,W1N0cmFuZ2UgYWdlZF0KWW91IGRvIHdlbGwsSSBuZWVkIHRvIHRlYWNoIHlvdQphbnkgbW9yZS4gWW91ciBhYmlsaXR5IHdpbGwgYmUgaW1wcm92ZWQKYnkgcHJhY3RpY2luZyBtb3JlIGhhcmRseS4uLg==,,,,,W1NlbmhvciBFc3RyYW5ob10KVm9jw6ogZm9pIGJlbSwgZXUgbWFsIHByZWNpc28gZW5zaW5hcgptYWlzIGEgdm9jw6ouIFN1YSBoYWJpbGlkYWRlIHZhaSBtZWxob3JhcgpzZSBwcmF0aWNhciBtYWlzLi4u,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkxvIGhhY2VzIGJpZW4sIG5lY2VzaXRvIGVuc2XDsWFydGUKbcOhcy4gVHUgaGFiaWxpZGFkIG1lam9yYXLDoQpwcmFjdGljYW5kbyBtw6FzIGFwZW5hcy4uLg==
4b9SAQ,,W1N0cmFuZ2UgYWdlZF0KV2l0aCB0aGlzLi4uSSBjYW4ndCByZWdhcmQgYXMKSSB0ZWFjaCB5b3UuIGh1dGh1dGh1dC4uLgpPa2F5LCBHbyBiYWNrIHRvIHRoZSBsYW5kIGFuZApzaG93IHRoZSBwbGF5IHRvIGRlYXIgQ2hhcmUu,,,,,W1NlbmhvciBFc3RyYW5ob10KRGVzc2UgamVpdG8uLi4gZXUgbsOjbyB0ZW5obyBtYWlzCmEgZW5zaW7DoS1sby4gaG9ob2hvaG8uLi4KQ2VydG8uIFZvbHRlIHBhcmEgYSB0ZXJyYSBlCnRvcXVlIHBhcmEgbyBDemFyLg==,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkNvbiBlc3RvLi4uIG5vIHB1ZWRvIGNvbnNpZGVyYXIgY29tbwpUZSBlbnNlw7FvLiBodXRodXRodXQuLi4KQmllbiwgVnVlbHZlIGEgbGEgdGllcnJhIHkKbXXDqXN0cmFsZSBsYSBvYnJhIGFsIHF1ZXJpZG8gQ2hhcmUu
4r9SAQ,,W1N0cmFuZ2UgYWdlZF0KSWYgeW91ciBhYmlsaXR5LCBzdXJlbHkgeW91IGNhbgphZG1pcmFibGUgcGxheSB0byBhbGwu,,,,,W1NlbmhvciBFc3RyYW5ob10KQ29tIGEgc3VhIGhhYmlsaWRhZGUsIGNlcnRhbWVudGUKdG9kb3MgdsOjbyBmaWNhciBhZG1pcmFkb3Mu,,W0V4dHJhw7FvIGVudmVqZWNpZG9dClNpIHN1IGhhYmlsaWRhZCwgc2luIGR1ZGEgcHVlZGUKanVlZ28gYWRtaXJhYmxlIGEgdG9kb3Mu
479SAQ,,W1N0cmFuZ2UgYWdlZF0KVW0uLi4gbGl0dGxlIGJpdCBncmVlbmhvcm4uLi4KRG8gbm90IHBsYXkgbGlrZSB5b3UuClRha2UgbW9yZSBjb25jZW50cmF0aXZlIG9uIHRoZSBwbGF5Lg==,,,,,W1NlbmhvciBFc3RyYW5ob10KSHVtLi4uIHVtIHBvdWNvIHZlcmRlIGFpbmRhLi4uCk7Do28gdG9xdWUgYXNzaW0uCkNvbmNlbnRyZS1zZSBtYWlzIGFvIHRvY2FyLg==,,W0V4dHJhw7FvIGVudmVqZWNpZG9dClVtIC4uLiBwb2NvIG5vdmF0byAuLi4KTm8ganVlZ3VlcyBjb21vIHTDui4KVG9tZSBtw6FzIGNvbmNlbnRyYXRpdmUgZW4gZWwganVlZ28u
5L9SAQ,,W1N0cmFuZ2UgYWdlZF0KRG8gbW9yZSBwcmFjdGljZSBieSB5b3Vyc2VsZgphbmQgdGhlbiBJIHdpbGwgY2hlY2sgYWdhaW4uCklmIHlvdSwgeW91IHdpbGwgYmUgZ29vZCBhdCBpbiBhIHNob3J0IHRpbWUu,,,,,W1NlbmhvciBFc3RyYW5ob10KUHJhdGlxdWUgbWFpcyBzb3ppbmhvLAplIGRlcG9pcyBldSBxdWVybyB2ZXIuClNlIHByYXRpY2FyLCB2YWkgZmljYXIgYm9tIGVtIHBvdWNvIHRlbXBvLg==,,W0V4dHJhw7FvIGVudmVqZWNpZG9dClByYWN0aWNhIG3DoXMgcG9yIHRpIG1pc21vCnkgbHVlZ28gdm95IGEgY29tcHJvYmFyIGRlIG51ZXZvLgpTaSB1c3RlZCwgdXN0ZWQgc2Vyw6EgYnVlbm8gZW4gcG9jbyB0aWVtcG8u
5b9SAQ,,W1N0cmFuZ2UgYWdlZF0KW1N0cmFuZ2UgYWdlZF0KT2guLi5Zb3UgYXJlIGdvb2QgYXQgcGxheWluZyB0aGUgR3VzbGkKaW4gYSBzaG9ydCB0aW1lLi4uWW91IGFyZSBhIGdyZWF0Lg==,,,,,W1NlbmhvciBFc3RyYW5ob10KW1NlbmhvciBFc3RyYW5ob10KT2guLi5Wb2PDqiBmaWNvdSBib20gZW0gdG9jYXIgbyBHdXNsaQplbSBwb3VjbyB0ZW1wby4uLiBWb2PDqiDDqSDDs3RpbW8u,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCltFeHRyYcOxbyBlbnZlamVjaWRvXQpPaC4uLkVyZXMgYnVlbm8gdG9jYW5kbyBlbCBHdXNsaQplbiBwb2NvIHRpZW1wby4uLkVyZXMgdW4gZ3JhbmRlLg==
5r9SAQ,,W1N0cmFuZ2UgYWdlZF0KSHVtLi4uUHJlcGFyYXRvcnkgc3RhdGUgaXMgbm90IGdvb2QuCllvdSBkaWRuJ3QgaG9sZCBleGFjdGx5IHRoZSBpbnN0cnVtZW50CmlmIHNvLCBob3cgdG8gbGVhcm4u,,,,,W1NlbmhvciBFc3RyYW5ob10KSHVtbS4uLk8gY29tZcOnbyBqw6EgbsOjbyBmb2kgYm9tLgpWb2PDqiBuZW0gc2VndXJvdSBvIGluc3RydW1lbnRvIGNvcnJldGFtZW50ZQpDb21vIHZhaSBhcHJlbmRlciBhc3NpbT8=,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkh1bS4uLiBFbCBlc3RhZG8gZGUgcHJlcGFyYWNpw7NuIG5vIGVzIGJ1ZW5vLgpVc3RlZCBubyBzb3N0dXZvIGV4YWN0YW1lbnRlIGVsIGluc3RydW1lbnRvCnNpIGVzIGFzw60sIGPDs21vIGFwcmVuZGVyLg==
579SAQ,,W1N0cmFuZ2UgYWdlZF0KVGVsbCBtZSBhZ2FpbiB3aGVuIHlvdSBhcmUgcHJlcGFyZWQgdGhlIEd1c2xpIGV4YWN0bHku,,,,,W1NlbmhvciBFc3RyYW5ob10KRmFsZSBjb21pZ28gZGUgbm92byBxdWFuZG8gZXN0aXZlciBwcmVwYXJhZG8gZSBlcXVpcGFkbyBjb20gbyBHdXNsaS4=,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkRpbWUgZGUgbnVldm8gY3VhbmRvIHVzdGVkIGVzdMOhIHByZXBhcmFkbyBlbCBHdXNsaSBleGFjdGFtZW50ZS4=
6L9SAQ,,W1N0cmFuZ2UgYWdlZF0KRG8geW91IHJlYWR5IHRvIGxlYXJuIHRoZSBHdXNsaT8=,,,,,W1NlbmhvciBFc3RyYW5ob10KRXN0w6EgcHJvbnRvIHBhcmEgYXByZW5kZXIgYSB0b2NhciBvIEd1c2xpPw==,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCsK/RXN0w6FzIGxpc3RvIHBhcmEgYXByZW5kZXIgZWwgR3VzbGk/
6b9SAQ,,W1N0cmFuZ2UgYWdlZF0KVW0uLi4gWW91IGRpZCB3ZWxsLg==,,,,,W1NlbmhvciBFc3RyYW5ob10KSHVtLi4uIFZvY8OqIGZvaSBiZW0u,,W0V4dHJhw7FvIGVudmVqZWNpZG9dClVtLi4uIExvIGhpY2lzdGUgYmllbi4=
6r9SAQ,,W1N0cmFuZ2UgYWdlZF0KSWYgeW91ciBhYmlsaXR5LCBhYnNvbHV0ZWx5IHlvdSB3aWxsCnBsYXkgZXhhY3RseS4gQ2hlZXIgdXAu,,,,,W1NlbmhvciBFc3RyYW5ob10KQ29tIGEgc3VhIGhhYmlsaWRhZGUsIGNlcnRhbWVudGUKdmFpIHRvY2FyIGJlbS4gQW5pbWUtc2UuLi4=,,W0V4dHJhw7FvIGVudmVqZWNpZG9dClNpIHN1IGNhcGFjaWRhZCwgYWJzb2x1dGFtZW50ZSB1c3RlZApqdWdhciBleGFjdGFtZW50ZS4gQW7DrW1hdGUu
679SAQ,,W1N0cmFuZ2UgYWdlZF0KR29vZCwgTGV0J3MgcGxheSBhZ2Fpbi4KUGxheSB0aGUgcGFzc2FnZSBsaWtlIG1lCndoaWNoIEkgcGxheWVkLg==,,,,,W1NlbmhvciBFc3RyYW5ob10KQm9tLCB2YW1vcyB0b2NhciBkZSBub3ZvLgpUb3F1ZSBhIHBhc3NhZ2VtIGRvIGplaXRvCnF1ZSBldSB0b3F1ZWku,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkJpZW4sIGp1Z3VlbW9zIGRlIG51ZXZvLgpUb2NhIGVsIHBhc2FqZSBjb21vIHlvCnF1ZSB0b3F1w6ku
7L9SAQ,,W1N0cmFuZ2UgYWdlZF0KWW91IGFyZSBteSBmcmllbmQgdGhhdCdzIHdoeS4uLiBqdXN0IHlvdSBoYXZlCnRoaXMgaW5zdHJ1bWVudC5odWh1aHUuIFdoZW5ldmVyIHlvdQp3YW50IHRvIGNvbWUgYmFjayBhZ2FpbiBoZXJlLCBKdXN0IHBsYXkgIHRoaXMgc291bmQKYXQgdGhlIHF1YXkgb2YgdGhlIG1vc2tvdmlhLg==,,,,,W1NlbmhvciBFc3RyYW5ob10KVm9jw6ogw6kgbWV1IGFtaWdvLi4uIFPDsyB2b2PDqiB0ZW0gZXN0ZSBpbnN0cnVtZW50by4KUXVhbmRvIHZvY8OqIHF1aXNlciB2b2x0YXIgcGFyYSBjw6EsIMOpIHPDsyB0b2NhciBlc3RlIHNvbQpubyBjYWlzIGRlIE1vc2PDs3ZpYSBjb20gZXN0ZSBHdXNsaS4=,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkVyZXMgbWkgYW1pZ28gcG9yIGVzby4uLiBzw7NsbyB0aWVuZXMKZXN0ZSBpbnN0cnVtZW50by4gQ3VhbmRvIHF1aWVyYXMuLi4KcXVpZXJhcyB2b2x2ZXIgYXF1w60sIHRvY2EgZXN0ZSBzb25pZG8uLi4KZW4gZWwgbXVlbGxlIGRlIGxhIG1vc2tvdmlhLg==
7b9SAQ,,W1N0cmFuZ2UgYWdlZF0KSWYgeW91IHBsYXkgdGhlIHR1bmUgd2hpY2ggeW91IGhhZCBwbGF5ZWQgYWxsIHRoZSB0aW1lCkknbGwgY29tZSB0byBzZWUgeW91IGV2ZW4gaWYgZnJvbSBmYXIgYXdheS4=,,,,,W1NlbmhvciBFc3RyYW5ob10KU2Ugdm9jw6ogdG9jYXIgYSBtw7pzaWNhIHF1ZSB2b2PDqiBhcHJlbmRldQpldSB2aXJlaSBhdMOpIG1lc21vIGRlIGJlbSBsb25nZS4=,,W0V4dHJhw7FvIGVudmVqZWNpZG9dClNpIHRvY2FzIGxhIG1lbG9kw61hIHF1ZSBoYXMgdG9jYWRvIHNpZW1wcmUKaXLDqSBhIHZlcnRlIGF1bnF1ZSBzZWEgZGVzZGUgbGVqb3Mu
7r9SAQ,,W1N0cmFuZ2UgYWdlZF0KWW91IGFyZSBteSBmcmllbmQgdGhhdCdzIHdoeS4uLiBqdXN0IHlvdSBoYXZlCnRoaXMgaW5zdHJ1bWVudC5odWh1aHUuIFdoZW5ldmVyIHlvdQp3YW50IHRvIGNvbWUgYmFjayBhZ2FpbiBoZXJlLCBKdXN0IHBsYXkgdGhpcyBzb3VuZAphdCB0aGUgcXVheSBvZiB0aGUgbW9za292aWEgd2l0aCB0aGlzIEd1c2xpLg==,,,,,W1NlbmhvciBFc3RyYW5ob10KVm9jw6ogw6kgbWV1IGFtaWdvLi4uIFPDsyB2b2PDqiB0ZW0gZXN0ZSBpbnN0cnVtZW50by4KUXVhbmRvIHZvY8OqIHF1aXNlciB2b2x0YXIgcGFyYSBjw6EsIMOpIHPDsyB0b2NhciBlc3RlIHNvbQpubyBjYWlzIGRlIE1vc2PDs3ZpYSBjb20gZXN0ZSBHdXNsaS4=,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkVyZXMgbWkgYW1pZ28gcG9yIGVzby4uLiBzw7NsbyB0aWVuZXMKZXN0ZSBpbnN0cnVtZW50by4gQ3VhbmRvIHF1aWVyYXMuLi4KcXVpZXJhcyB2b2x2ZXIgYXF1w60sIHRvY2EgZXN0ZSBzb25pZG8uLi4KZW4gZWwgbXVlbGxlIGRlIGxhIG1vc2tvdmlhIGNvbiBlc3RlIEd1c2xpLg==
779SAQ,,W1N0cmFuZ2UgYWdlZF0KVGhpcyBpcyB0aGUgd2hhbGUgaXNsYW5kLgpJIGRvbid0IGtub3cgaG93IGRpZCB5b3UgY29tZSB0byBoZXJlLg==,,,,,W1NlbmhvciBFc3RyYW5ob10KRXN0YSDDqSBhIGlsaGEtYmFsZWlhLgpOw6NvIHNlaSBjb21vIGNvbnNlZ3VpdSBjaGVnYXIgYXTDqSBhcXVpLg==,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkVzdGEgZXMgbGEgaXNsYSBkZSBsYXMgYmFsbGVuYXMuCk5vIHPDqSBjw7NtbyBoYXMgbGxlZ2FkbyBoYXN0YSBhcXXDrS4=
8L9SAQ,,W1N0cmFuZ2UgYWdlZF0KSWYgeW91IHdhbnQgSSBjYW4gc2VuZCB5b3UgdG8gdGhlIGxhbmQgaW1tZWRpYXRlbHkuIFdoYXQgYWJvdXQ/,,,,,W1NlbmhvciBFc3RyYW5ob10KU2UgcXVpc2VyLCBwb3NzbyBtYW5kYXIgdm9jw6ogZGUgdm9sdGEgcGFyYSB0ZXJyYS4gRSBlbnTDo28/,,W0V4dHJhw7FvIGVudmVqZWNpZG9dClNpIHF1aWVyZXMgcHVlZG8gZW52aWFydGUgYSBsYSB0aWVycmEgaW5tZWRpYXRhbWVudGUuIMK/U29icmUgcXXDqT8=
8b9SAQ,,TW9yZSBsb29rIGFyb3VuZCB0aGUgd2hhbGUgaXNsYW5kLg==,,,,,RGFyIHVtYSBvbGhhZGEgbmEgaWxoYS1iYWxlaWEu,,TcOhcyBtaXJhZGEgYWxyZWRlZG9yIGRlIGxhIGlzbGEgZGUgbGFzIGJhbGxlbmFzLg==
8r9SAQ,,V2FudCB0byBhZHZlbnR1cmUgdGhlIHVua25vd24gbGFuZC4=,,,,,UXVlcm8gbWUgYXZlbnR1cmFyIHBlbG8gZGVzY29uaGVjaWRvLg==,,UXVpZXJlIGF2ZW50dXJhcnNlIGVuIHRpZXJyYXMgZGVzY29ub2NpZGFzLg==
879SAQ,,W1N0cmFuZ2UgYWdlZF0Kd2VsbHdlbGwuLi4gRG8gbGlrZSBzby4KSWYgc28sIEkgd2lsbCB0YWtlIGEgcmVzdC4=,,,,,W1NlbmhvciBFc3RyYW5ob10KT3JhLCBvcmEuIEZhw6dhIGlzc28uCkV1IHZvdSBkZXNjYW5zYXIu,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkJpZW4uLi4gSGF6bG8gYXPDrS4KU2kgZXMgYXPDrSwgbWUgdG9tYXLDqSB1biBkZXNjYW5zby4=
9L9SAQ,,W1N0cmFuZ2UgYWdlZF0KT2ggaWYgeW91IHdhbnQsIEknbGwKZ3VpZGUgeW91IHRvIGEgZ29vZCBwbGFjZSBmb3IgeW91Lg==,,,,,W1NlbmhvciBFc3RyYW5ob10KU2Ugdm9jw6ogcXVpc2VyLCBldSBsZXZhcmVpCnZvY8OqIGEgdW0gbHVnYXIgaWRlYWwu,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCk9oIHNpIHF1aWVyZXMsIHRlCmd1aWFydGUgYSB1biBidWVuIGx1Z2FyIHBhcmEgdGku
9b9SAQ,,W1N0cmFuZ2UgYWdlZF0KVGhlcmUgYXJlIGEgZmV3IGlzbGFuZHMgIAp1bnRvdWNoZWQgYW5kIG15c3RlcmlvdXMgCmFyb3VuZCBNb3Njb3ZpYS4=,,,,,W1NlbmhvciBFc3RyYW5ob10KSMOhIGFsZ3VtYXMgaWxoYXMgCnZpcmdlbnMgZSBtaXN0ZXJpb3NhcyAKcGVydG8gZGUgTW9zY292aWE=,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkhheSBhbGd1bmFzIGlzbGFzICAKdsOtcmdlbmVzIHkgbWlzdGVyaW9zYXMgCmFscmVkZWRvciBkZSBNb3Njb3ZpYS4=
9r9SAQ,,W1N0cmFuZ2UgYWdlZF0KSWYgeW91IHdhbnQsIEknbGwgc2VuZCB5b3UgdGhlcmUuIFdoYXQgZG8geW91IHRoaW5rIG9mIHRoYXQ/,,,,,W1NlbmhvciBFc3RyYW5ob10KU2UgcXVpc2VyLCBldSBsZXZvIHZvY8OqIGF0w6kgbMOhLiBPIHF1ZSB2b2PDqiBhY2hhPw==,,W0V4dHJhw7FvIGVudmVqZWNpZG9dClNpIHF1aWVyZXMsIHRlIGVudmlhcsOpIGFsbMOtLiDCv1F1w6kgdGUgcGFyZWNlPw==
979SAQ,,Q29uc2lkZXIgaXQgbW9yZS4=,,,,,Vm91IHBlbnNhciBtYWlzIHVtIHBvdWNvLg==,,Q29uc2lkw6lyYWxvIG3DoXMu
+L9SAQ,,T2ssIHBsZWFzZSBzZW5kIG1lIHRoZXJlLg==,,,,,U2ltLCBsZXZlLW1lIGF0w6kgbMOhLg==,,T2ssIHBvciBmYXZvciBlbnbDrWFtZSBhbGzDrS4=
+b9SAQ,,W1N0cmFuZ2UgYWdlZF0KTG9uZyB0aW1lIG5vIHNlZQpZb3UgcHJvYmFibHkgbGlrZSB0aGUgaXNsYW5kLCBkb24ndCB5b3U/ClBsZWFzZSBzdGF5IGFuZCB0YWtlIGEgcmVzdC4=,,,,,W1NlbmhvciBFc3RyYW5ob10KSMOhIHF1YW50byB0ZW1wby4KVm9jw6ogZGV2ZSBnb3N0YXIgbWVzbW8gZGEgaWxoYSwgbsOjbz8KUG9yIGZhdm9yLCBmaXF1ZSBlIGRlc2NhbnNlLg==,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkN1w6FudG8gdGllbXBvIHNpbiB2ZXJ0ZQpQcm9iYWJsZW1lbnRlIHRlIGd1c3RhIGxhIGlzbGEsIMK/dmVyZGFkPwpQb3IgZmF2b3IsIHF1w6lkYXRlIHkgZGVzY2Fuc2Eu
+r9SAQ,,VmlzaXQgbW9yZSBwbGFjZXMgaW4gdGhlIGlzbGFuZC4=,,,,,VmlzaXRhciBtYWlzIGx1Z2FyZXMgbmEgaWxoYS4=,,VmlzaXRlIG3DoXMgbHVnYXJlcyBkZSBsYSBpc2xhLg==
+79SAQ,,W1N0cmFuZ2UgYWdlZF0KSHVIdS4uLiBZb3UgZG8uLi4KSSBzZWUuIFRoaW5rIG1vcmUu,,,,,W1NlbmhvciBFc3RyYW5ob10KSGVoZWhlLi4uIFZvY8OqIHF1ZXIuLi4KRW50ZW5kaS4gUGVuc2UgbWFpcy4=,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkh1SHUuLi4gTG8gaGFjZXMuLi4KWWEgdmVvLiBQaWVuc2EgbcOhcy4=
/L9SAQ,,W1N0cmFuZ2UgYWdlZF0KR29vZC4gSSB3aWxsIGdvIHRvIHRoZSBwbGFjZQpyaWdodCB3YXku,,,,,W1NlbmhvciBFc3RyYW5ob10Kw7N0aW1vLiBldSB2b3UgYXTDqSBvIGx1Z2FyCmFnb3JhIG1lc21vLg==,,W0V4dHJhw7FvIGVudmVqZWNpZG9dCkJpZW4uIElyw6kgYWwgbHVnYXIKY2FtaW5vIGNvcnJlY3RvLg==
/b9SAQ,,Q2hhciBBbGV4c2F5IElJSQ==,,,,,Q3phciBBbGV4ZWkgSUlJ,,Q2hhciBBbGV4c2F5IElJSQ==
/r9SAQ,,W0N6YXIgQWxleHNheSBJSUldCkhleSBZb3UhClNvIG1hbnkgcGVvcGxlIHNhdyB5b3UKbWVldCB0aGUgVmF2YXlhZ2Eu,,,,,W0N6YXIgQWxleGVpIElJSV0KRWkhIFZvY8OqIQpNdWl0b3MgZGlzc2VyYW0gdGVyIHZpc3RvCnZvY8OqIGVuY29udHJhciBCYWJhLVlhZ2Eu,,W1phciBBbGV4c2F5IElJSV0KwqFFaCwgdMO6IQpNdWNoYSBnZW50ZSB0ZSB2aW8KY29ub2NlciBhbCBWYXZheWFnYS4=
/79SAQ,,W0N6YXIgQWxleHNheSBJSUldClRoZSBndWlsdCB3aGljaCBtZWV0cyBzZWNyZXRseSB3aXRoIGEgd2l0Y2gsCndlIGRvIGNhcGl0YWwgcHVuaXNobWVudCB3aXRob3V0IGFueSBqdXN0aWNlCmJ1dCB5b3UgYXJlIGEgc3RyYW5nZXIKSSB3aWxsIHBsZWFkIHlvdSBzcGVjaWFsbHku,,,,,W0N6YXIgQWxleGVpIElJSV0KT3MgY3VscGFkb3MgcG9yIHNlIGVuY29udHJhcmVtIGNvbSB1bWEgYnJ1eGEKc8OjbyBwdW5pZG9zIGNvbSBhIHBlbmEgY2FwaXRhbCBzZW0gcGVyZMOjbywKbWFzIHZvY8OqIMOpIHVtIGZvcmFzdGVpcm8sCmV1IHZvdSBpbnRlcmNlZGVyIHBvciB2b2PDqiBlbSBlc3BlY2lhbC4=,,W1phciBBbGV4c2F5IElJSV0KTGEgY3VscGEgcXVlIHNlIGVuY3VlbnRyYSBlbiBzZWNyZXRvIGNvbiB1bmEgYnJ1amEsCmFwbGljYW1vcyBsYSBwZW5hIGNhcGl0YWwgc2luIG5pbmd1bmEganVzdGljaWEKcGVybyB0w7ogZXJlcyB1biBleHRyYcOxbwp0ZSBkZWZlbmRlcsOpIGVzcGVjaWFsbWVudGUu
AMBSAQ,,W0N6YXIgQWxleHNheSBJSUldCklmIHlvdSB3YW50IHRvIHNheSBhbnl0aGluZwp0YWxrIHRvIG1lIGluIGRldGFpbC4=,,,,,W0N6YXIgQWxleGVpIElJSV0KU2Ugdm9jw6ogdGVtIGFsZ28gYSBkaXplciwKY29udGUtbWUgdHVkby4=,,W1phciBBbGV4c2F5IElJSV0KU2kgcXVpZXJlcyBkZWNpciBhbGdvCmjDoWJsYW1lIGNvbiBkZXRhbGxlLg==
AcBSAQ,,RXhwbGFpbiB0aGUgY2lyY3Vtc3RhbmNlcy4=,,,,,RXhwbGljYXIgYXMgY2lyY3Vuc3TDom5jaWFzLg==,,RXhwbGljYSBsYXMgY2lyY3Vuc3RhbmNpYXMu
AsBSAQ,,LVRlbGwgYWJvdXQgd2hhdCBoYXBwZW5lZCB3aXRoIFZhdmF5YWdhCmFuZCBmb3J3YXJkIGxvb2tpbmcgcGxhbi4t,,,,,LUNvbnRvdSBzb2JyZSBvIHF1ZSBhY29udGVjZXUgY29tIEJhYmEtWWFnYQplIG8gcXVlIHByZXRlbmRlIGZhemVyLi0=,,LUhhYmxhIGRlIGxvIHF1ZSBwYXPDsyBjb24gVmF2YXlhZ2EKeSBlbCBwbGFuIGRlIGZ1dHVyby4=
A8BSAQ,,W0N6YXIgQWxleHNheSBJSUldCkh1dCBodW0sIHRoYXQncyBhIGVtYmFycmFzc2luZyBzdG9yeS4KQnV0IGlmIHlvdSBhcmUgdHJ1ZSwKYWxsIHRoZSBwZW9wbGUgd2lsbCBiZSBwbGVhc3VyZS4=,,,,,W0N6YXIgQWxleGVpIElJSV0KSHVtIGh1bW0sIGVzc2EgaGlzdMOzcmlhIMOpIGVtYmFyYcOnb3NhLgpNYXMgc2Ugw6kgdmVyZGFkZSwKdG9kb3MgZmljYXLDo28gc2F0aXNmZWl0b3Mu,,W1phciBBbGV4c2F5IElJSV0KSHV0IGh1bSwgZXMgdW5hIGhpc3RvcmlhIHZlcmdvbnpvc2EuClBlcm8gc2kgZXMgdmVyZGFkLAp0b2RvIGVsIHB1ZWJsbyBzZXLDoSB1biBwbGFjZXIu
BMBSAQ,,W0N6YXIgQWxleHNheSBJSUldCk9rYXksIEJyaW5nIHRvIG1lCmFuIGV2aWRlbmNlIHRvIGJlbGlldmUKeW91ciBzYXlpbmcu,,,,,W0N6YXIgQWxleGVpIElJSV0KQ2VydG8sIG1vc3RyZS1tZQp1bWEgZXZpZMOqbmNpYSBwYXJhIHF1ZSBldQphY3JlZGl0ZSBlbSB2b2PDqi4=,,W1phciBBbGV4c2F5IElJSV0KQmllbiwgdHLDoWVtZQp1bmEgcHJ1ZWJhIHBhcmEgY3JlZXIKbG8gcXVlIGRpY2VzLg==
BcBSAQ,,W0N6YXIgQWxleHNheSBJSUldCllvdSBraWxsZWQgdGhlIHZhdmF5YWdhLiBJZiBzbyBicmluZwpoYXZlIHNhdmVkIFlhZ2EgUGVzdGxlIHRvIG1lLgpJZiB5b3UgZG8sIEkgd2lsbCBtYWtlCm5vIGRvdWJ0IGFib3V0IHlvdS4=,,,,,W0N6YXIgQWxleGVpIElJSV0KVm9jw6ogbWF0b3UgYSBCYWJhLVlhZ2EuIEVudMOjbywgdm9jw6ogCmRldmUgbWUgbW9zdHJhciBvIFBpbMOjbyBZYWdhLgpTZSBtZSBtb3N0cmFyLCBldSBuw6NvCnRlcmVpIGTDunZpZGFzIHNvYnJlIHZvY8OqLg==,,W1phciBBbGV4c2F5IElJSV0KSGFzIG1hdGFkbyBhbCB2YXZheWFnYS4gU2kgZXMgYXPDrSB0cmFlcgphIFlhZ2EgUGVzdGxlIGEgbcOtLgpTaSBsbyBoYWNlLCB2b3kgYSBoYWNlcgpuaW5ndW5hIGR1ZGEgYWNlcmNhIGRlIHVzdGVkLg==
BsBSAQ,,U2hvdyB0aGUgWWFnYSBQZXN0bGUu,,,,,TW9zdHJhciBvIFBpbMOjbyBZYWdhLg==,,TXVlc3RyYSBlbCBZYWdhIFBlc3RsZS4=
