oDyKBw,,SWFuIFdhbHRoZXI=,,,,,SWFuIFdhbHRoZXI=,,SWFuIFdhbHRoZXI=
iT2KBw,,W3swfV0KSSBhbSBhc2tlZCB0byBpbnZlc3RpZ2F0ZSB0aGUgZGVhdGggb2YgSXNlbmFybSBieSBJc2VuaG9ub3Iu,,,,,W3swfV0KSXNlbmhvbm9yIG1lIHBlZGl1IHBhcmEgcXVlIGV1IGludmVzdGlnYXNzZSBhIG1vcnRlIGRlIEVpZ2VuLg==,,W3swfV0KSXNlbmhvbm9yIG1lIHBpZGnDsyBxdWUgaW52ZXN0aWdhcmEgbGEgbXVlcnRlIGRlIElzZW5hcm0u
ij2KBw,,W3swfV0KV2hpbGUgY2Fycnlpbmcgb3V0IHRoZSBpbnZlc3RpZ2F0aW9uLCBJIGdvdCB0aGUgaW5mb3JtYXRpb24gdGhhdCB5b3Ugd291bGQgYmUgaGVyZS4gSSBjYW1lIGhlcmUgdG8gbWVldCB5b3Uu,,,,,W3swfV0KRW5xdWFudG8gZXUgY29uZHV6aWEgYSBpbnZlc3RpZ2HDp8OjbywgZGVzY29icmkgcXVlIGV1IG8gZW5jb250cmFyaWEgYXF1aS4=,,W3swfV0KWSBhbGd1aWVuIG1lIGRpam8gcXVlIGVzdGFyw61hcyBhcXXDrS4gVmluZSBhIGhhYmxhciBjb250aWdvLg==
iz2KBw,,W0tdCklzZW5ob25vcj8gQXQgbGFzdCwgaGUgaXMgaW4gYWN0aW9uIQ==,,,,,W0tdCklzZW5ob25vcj8gRmluYWxtZW50ZSBlbGUgcmVzb2x2ZXUgbWV4ZXIgbyB0cmFzZWlybyE=,,W0tdCsK/SXNlbmhvbm9yPyDCoVBvciBmaW4gaGFjZSBhbGdvIQ==
jD2KBw,,W0tdCk9oLCBwbGVhc2UgZXhjdXNlIG15IGJhZCBtYW5uZXJzLiBJIGFtIHNvcnJ5LiBQbGVhc2UgZm9yZ2l2ZSBteSBlYXJsaWVyIGJlaGF2aW9yLg==,,,,,W0tdCk1lIHBlcmRvZSBwZWxvcyBtZXVzIG1vZG9zLg==,,W0tdCkRpc2N1bHBhIG1pcyBtYWxvcyBtb2RhbGVzLCBwb3IgZmF2b3IuIExvIHNpZW50by4gUGVyZG9uYSBtaSBhY3RpdHVkLg==
jT2KBw,,W3swfV0KVGhhdCdzIE9LLiBJdCB3b3VsZG4ndCBodXJ0IHRvIGJlIGNhcmVmdWwsIEthaW4gV2FsdGhlciBXYWxrZXIu,,,,,W3swfV0KVHVkbyBiZW0uIFZvY8OqIHPDsyBlc3RhdmEgc2VuZG8gY3VpZGFkb3NvLg==,,W3swfV0KTm8gcGFzYSBuYWRhLiBObyBlc3TDoSBkZSBtw6FzIHNlciBjdWlkYWRvc28sIEthaW4gV2FsdGhlciBXYWxrZXIu
jj2KBw,,W0tdCkkgY2Fubm90IHVzZSB0aGUgbmFtZSwgV2FsdGhlciwgYW55bW9yZS4KV2hlbiBhIHN0YXIgZGlzYXBwZWFycywgaXRzIHNhdGVsbGl0ZSBzaGFsbCBsb3N0IGl0cyBuYW1lIHRvby4gRXZlbiB3b3JzZSwgSSBhbSBhIHNpbm5lciB3aG8gaGF2ZW4ndCBiZWVuIGFibGUgdG8gbXkgc3Rhci4=,,,,,W0tdCk7Do28gcG9zc28gbWFpcyB1c2FyIG8gbm9tZSBXYWx0aGVyLgpRdWFuZG8gdW1hIGVzdHJlbGEgZGVzYXBhcmVjZSwgc2V1IHNhdMOpbGl0ZSB0YW1iw6ltIHBlcmRlIG8gbm9tZS4gUGlvciBhaW5kYSwgc291IHVtIHBlY2Fkb3IgcXVlIG7Do28gY29uc2VndWl1IGVuY29udHJhciBtaW5oYSBlc3RyZWxhLg==,,W0tdCllhIG5vIHB1ZWRvIHVzYXIgZWwgbm9tYnJlIFdhbHRoZXIuCkN1YW5kbyB1bmEgZXN0cmVsbGEgc2UgYXBhZ2EsIHN1IHNhdMOpbGl0ZSB0YW1iacOpbiBwaWVyZGUgc3Ugbm9tYnJlLiBQZW9yIGHDum4sIHNveSB1biBwZWNhZG9yIHF1ZSBubyBoYSBsb2dyYWRvIGVuY29udHJhciBzdSBlc3RyZWxsYS4=
jz2KBw,,W0tdCklzIElzZW5ob25vciBpbnZlc3RpZ2F0aW5nIHRoZSBkZWF0aCBvZiBJc2VuYXJtPyBJIHdpbGwgZG8gbXkgYmVzdCB0byBoZWxwIGhpbSBieSBoaXMgc2lkZS4=,,,,,W0tdCkVudMOjbyBJc2VuaG9ub3IgZXN0w6EgaW52ZXN0aWdhbmRvIGEgbW9ydGUgZGUgRWlnZW4/IEZhcmVpIG8gbWV1IG1lbGhvciBwYXJhIGFqdWTDoS1sby4=,,W0tdCsK/SXNlbmhvbm9yIGVzdMOhIGludmVzdGlnYW5kbyBsYSBtdWVydGUgZGUgSXNlbmFybT8gSGFyw6kgdG9kbyBsbyBwb3NpYmxlIHBvciBheXVkYXJsby4=
kD2KBw,,W3swfV0KTm90IHlldC4gSXNlbmhvbm9yIHdhbnRzIHRvIGtub3cgdGhlIHRydXRoIGJlaGluZCBoaXMgYnJvdGhlcidzIGRlYXRoLCBidXQgaGUgaXMgbm90IGluIHRoZSBwb3NpdGlvbiB0byBjYXJyeSBvdXQgdGhlIGludmVzdGlnYXRpb24gZHVlIHRvIHRoZSBjaXJjdW1zdGFuY2VzLg==,,,,,W3swfV0KQ2FsbWEgbMOhLiBJc2VuaG9ub3IgZXN0w6EgYnVzY2FuZG8gYSB2ZXJkYWRlIHBvciB0csOhcyBkYSBtb3J0ZSBkZSBzZXUgaXJtw6NvLCBtYXMgZWxlIG7Do28gZXN0w6EgZW0gcG9zacOnw6NvIGRlIGNvbmR1emlyIGVzc2EgaW52ZXN0aWdhw6fDo28gcG9yIGNvbnRhIGRhcyBjaXJjdW5zdMOibmNpYXMgYXR1YWlzLg==,,W3swfV0KVG9kYXbDrWEgbm8uIElzZW5ob25vciBxdWllcmUgc2FiZXIgbGEgdmVyZGFkIHNvYnJlIGxhIG11ZXJ0ZSBkZSBzdSBoZXJtYW5vLCBwZXJvIG5vIGVzdMOhIGVuIGNvbmRpY2lvbmVzIGRlIGxsZXZhciBhIGNhYm8gbGEgaW52ZXN0aWdhY2nDs24sIGRhZGFzIGxhcyBjaXJjdW5zdGFuY2lhcy4=
kT2KBw,,W3swfV0KVGhhdCdzIHdoeSBJLCB3aG8gaXMgcmVsYXRpdmVseSBmcmVlIHRvIG1vdmUgYXJvdW5kLCBhbSBpcyBkb2luZyB0aGUgcmVzZWFyY2ggZm9yIGhpbS4=,,,,,W3swfV0Kw4kgcG9yIGlzc28gcXVlIGV1IGVzdG91IGJ1c2NhbmRvIHBlbGFzIHJlc3Bvc3RhcyBwb3IgZWxlLg==,,W3swfV0KUG9yIGVzbywgY29tbyB5byBzb3kgcXVpZW4gdGllbmUgbcOhcyBsaWJlcnRhZCBkZSBtb3ZpbWllbnRvLCBlc3RveSBpbnZlc3RpZ2FuZG8gcG9yIMOpbC4=
kj2KBw,,W0tdCklzIHRoYXQgc28uLi4gVGhlbiB3aGF0IGNhbiBJIGRvIHRvIGhlbHAgeW91PyBJJ2xsIGRvIHdoYXRldmVyIEkgY2FuIGRvIHRvIHJldmVhbCB0aGUgdHJ1dGgu,,,,,W0tdCkh1bS4uLiBOZXNzZSBjYXNvLCBjb21vIHBvc3NvIHRlIGFqdWRhcj8gRXN0b3UgZGlzcG9zdG8gYSBmYXplciBvIG5lY2Vzc8OhcmlvIHBhcmEgZXhwb3IgYSB2ZXJkYWRlLg==,,W0tdCsK/RGUgdmVyZGFkLi4uPyBFbnRvbmNlcywgwr9xdcOpIHB1ZWRvIGhhY2VyIHBhcmEgYXl1ZGFydGU/IEhhcsOpIHRvZG8gbG8gcXVlIHB1ZWRhIHBhcmEgZGV2ZWxhciBsYSB2ZXJkYWQu
kz2KBw,,W3swfV0KWW91IGNhbiB0ZWxsIG1lIHdoYXQgaGFwcGVuZWQgd2hlbiB5b3Ugd2VyZSB3aXRoIElzZW5hcm0uIFdoeSB5b3UgZGlzYXBwZWFyZWQgYmVmb3JlIElzZW5hcm0ncyBkZWF0aCwgd2h5IHlvdSBhcmUgaGVyZSBhbmQgYWxsLg==,,,,,W3swfV0KVm9jw6ogcG9kZSBjb21lw6dhciBtZSBjb250YW5kbyBvIHF1ZSBhY29udGVjZXUgcXVhbmRvIHZvY8OqIGVzdGF2YSBjb20gRWlnZW4uIFBvciBxdWUgdm9jw6ogZGVzYXBhcmVjZXUgYXDDs3MgYSBtb3J0ZSBkZWxlPyBFIHBvciBxdWUgdmVpbyBwcmEgY8OhPw==,,W3swfV0KUHVlZGVzIGNvbnRhcm1lIGxvIHF1ZSBwYXPDsyBjdWFuZG8gZXN0YWJhcyBjb24gSXNlbmFybS4gUG9yIHF1w6kgZGVzYXBhcmVjaXN0ZSBhbnRlcyBkZSBsYSBtdWVydGUgZGUgSXNlbmFybSwgcG9yIHF1w6kgZXN0w6FzIGFxdcOtLCB5IHRvZG8gZXNvLg==
lD2KBw,,W0tdCkluIGZhY3QgSSBrbm93IG5vdGhpbmcgYWJvdXQgaGlzIGRlYXRoIG15c2VsZi4gSG93ZXZlciwgaGUgXjAwMDBDRHNlbnQgbWUgaGVyZSB3aXRoIGEgbWlzc2lvbl4wMDAwMDAgYmVmb3JlIGluY2lkZW50IGJyb2tlIG91dC4=,,,,,W0tdCkV1IG7Do28gc2VpIG5hZGEgc29icmUgYSBtb3J0ZSBkZWxlIGVtIHNpLiBNYXMgZWxlIGhhdmlhIG1lIHBlZGlkbyBwYXJhIHZpciBwcmEgY8OhIGZhemVyIHVtYSBeMDAwMENEbWlzc8Ojb14wMDAwMDAgYW50ZXMgZGlzc28gdHVkbyBhY29udGVjZXIu,,W0tdCkxhIHZlcmRhZCBlcyBxdWUgdGFtcG9jbyBzw6kgbmFkYSBkZSBzdSBtdWVydGUuIFNpbiBlbWJhcmdvLCDDqWwgXjAwMDBDRG1lIGVudmnDsyBhcXXDrSBjb24gdW5hIG1pc2nDs25eMDAwMDAwIGFudGVzIGRlIHF1ZSBvY3VycmllcmEgZWwgaW5jaWRlbnRlLg==
lT2KBw,,W0tdCldoZW4gSSB3YXMgZ29pbmcgdG8gZ28gYmFjayBhZnRlciBjb21wbGV0aW5nIHRoZSBtaXNzaW9uLCBoZSBzZW50IG1lIGEgbG90IG9mIG1vbmV5IGFuZCBhIF4wMDAwQ0RsZXR0ZXJeMDAwMDAwLiBJdCBzYWlkIF4wMDAwQ0Rub3QgdG8gcmV0dXJuIHRvIFJ1bmUgTWlkZ2FyZF4wMDAwMDAu,,,,,W0tdCkFww7NzIGV1IGNvbmNsdWlyIGEgbWlzc8OjbywgZXUgZXN0YXZhIHByb250byBwYXJhIHZvbHRhci4uLiBNYXMgYcOtIGVsZSBtZSBlbnRyZWdvdSBtdWl0byBkaW5oZWlybyBlIHVtYSBeMDAwMENEY2FydGFeMDAwMDAwLiBFbGEgZGl6aWEgcGFyYSBxdWUgZXUgXjAwMDBDRG7Do28gdm9sdGFzc2UgYSBSdW5lLU1pZGdhcmReMDAwMDAwLg==,,W0tdCkN1YW5kbyBlc3RhYmEgcG9yIHZvbHZlciBkZXNwdcOpcyBkZSB0ZXJtaW5hciBtaSBtaXNpw7NuLCBtZSBlbnZpw7MgdW5hIGdyYW4gc3VtYSBkZSBkaW5lcm8geSB1bmEgXjAwMDBDRGNhcnRhXjAwMDAwMC4gRW4gZWxsYSBkZWPDrWE6IF4wMDAwQ0TigJxObyB2dWVsdmFzIGEgUnVuZS1NaWRnYXJ0c+KAnS5eMDAwMDAw
lj2KBw,,W3swfV0KQW5kIHRoZW4/,,,,,W3swfV0KRSBvIHF1ZSBhY29udGVjZXUgZGVwb2lzPw==,,W3swfV0Kwr9ZIHF1w6kgcGFzw7M/
lz2KBw,,W0tdCkkgaGVhcmQgdGhlIG5ld3Mgb2YgaGlzIGRlYXRoIGFmdGVyIGZldyBkYXlzLiBJIHdhbnRlZCB0byBnbyBiYWNrLCBidXQgSSBjb3VsZG4ndCBiZWNhdXNlIG9mIGhpcyBsYXN0IG9yZGVyLiBJIGNvdWxkbid0IGV2ZW4gYmUgdGhlcmUgYnkgaGlzIHNpZGUuLi4=,,,,,W0tdCkV1IGZpcXVlaSBzYWJlbmRvIGRhIG1vcnRlIGRlbGUgYWxndW5zIGRpYXMgZGVwb2lzLiBFdSBnb3N0YXJpYSBkZSB0ZXIgdm9sdGFkbywgbWFzIGV1IHRpbmhhIHF1ZSBjdW1wcmlyIG1pbmhhIG9yZGVtIGRlIGZpY2FyIGFxdWkuLi4=,,W0tdCk1lIGVudGVyw6kgZGUgc3UgbXVlcnRlIGEgbG9zIHBvY29zIGTDrWFzLiBRdWVyw61hIHZvbHZlciwgcGVybyBubyBwdWRlIHBvciBzdSDDumx0aW1hIG9yZGVuLiBOaSBzaXF1aWVyYSBwdWRlIGVzdGFyIGEgc3UgbGFkby4uLg==
mD2KBw,,W0tdCkFmdGVyIGEgbG9uZyB0aW1lLCBJIGhlYXJkIHRoZSBydW1vciBhYm91dCB0aGUgdmlvbGVudCBiZWhhdmlvciB3aGljaCBjYXVzZWQgSXNlbmFybSB0byBiZSBraWxsZWQu,,,,,W0tdCkRlcG9pcyBkZSBtdWl0byB0ZW1wbywgY29tZWNlaSBhIG91dmlyIG9zIHJ1bW9yZXMuLi4gUHJpbWVpcm8sIHNvYnJlIG9zIGNvbXBvcnRhbWVudG9zIGFncmVzc2l2b3MuLi4=,,W0tdCkRlc3B1w6lzIGRlIG11Y2hvIHRpZW1wbywgZXNjdWNow6kgZWwgcnVtb3Igc29icmUgZWwgYXRhcXVlIGRlIGlyYSBxdWUgaGl6byBxdWUgbG8gbWF0YXJhbi4=
mT2KBw,,W0tdCkFuZCBhbHNvIHRoZSBzdG9yeSBvZiB0aGUgR3VhcmRpYW4gS25pZ2h0IHdobyBiZXRyYXllZCBoaXMgbWFzdGVyLi4u,,,,,W0tdCkRlcG9pcywgc29icmUgYSBoaXN0w7NyaWEgZG8gQ2F2YWxlaXJvIEd1YXJkacOjbyBxdWUgdHJhaXUgc2V1IG1lc3RyZS4uLg==,,W0tdClkgdGFtYmnDqW4gbGEgaGlzdG9yaWEgZGVsIENhYmFsbGVybyBndWFyZGnDoW4gcXVlIHRyYWljaW9uw7MgYSBzdSBzZcOxb3IuLi4=
mj2KBw,,W0tdCldoZW4gSSBiZWNhbWUgYSB3YW50ZWQgbWFuLCBJIHdhbnRlZCB0byBiYWNrIGFuZCB0ZWxsIHRoZSB0cnV0aC4gSG93ZXZlciwgdGhlIGxldHRlciBzYWlkIF4wMDAwQ0Rub3QgdG8gcmV0dXJuIG5vIG1hdHRlciB3aGF0XjAwMDAwMC4gSSBjb3VsZG4ndCBsZXQgZG93biB0aGUgbGFzdCBvcmRlciBnaXZlbiBieSBteSBtYXN0ZXIu,,,,,W0tdClF1YW5kbyBtZSB0b3JuZWkgdW0gZm9yYWdpZG8sIHF1aXMgdm9sdGFyIGUgY29udGFyIGEgdmVyZGFkZS4gTm8gZW50YW50bywgYSBjYXJ0YSBkaXppYSBeMDAwMENEcGFyYSBuw6NvIHJldG9ybmFyLCBhY29udGVjZXNzZSBvIHF1ZSBhY29udGVjZXNzZV4wMDAwMDAuIEV1IG7Do28gcG9kaWEgZGVzY3VtcHJpciBhIMO6bHRpbWEgb3JkZW0gZGFkYSBwZWxvIG1ldSBtZXN0cmUu,,W0tdCk1lIGNvbnZlcnTDrSBlbiBmdWdpdGl2bywgcGVybyBxdWVyw61hIHZvbHZlciB5IGRlY2lyIGxhIHZlcmRhZC4gU2luIGVtYmFyZ28sIGVuIGxhIGNhcnRhIGRlY8OtYSBeMDAwMENEcXVlIG5vIHZvbHZpZXJhIHBvciBuYWRhIGRlbCBtdW5kb14wMDAwMDAuIE5vIHBvZMOtYSBkZXNvYmVkZWNlciBsYSDDumx0aW1hIG9yZGVuIGRlIG1pIHNlw7Fvci4=
mz2KBw,,W3swfV0KSSBndWVzcyBJc2VuYXJtIGRpZG4ndCB3YW50IHlvdSB0byBiZSBpbnZvbHZlZC4gSWYgYW55dGhpbmcgaGFwcGVuZWQgdG8gaGltLCB5b3Ugd291bGQgaGF2ZSBiZWVuIHRoZSBvbmUgaW4gdGhlIGJpZ2dlc3QgdHJvdWJsZS4=,,,,,W3swfV0KQWNobyBxdWUgRWlnZW4gasOhIHNhYmlhIGRvIHF1ZSBhY29udGVjZXJpYSBlIG7Do28gcXVlcmlhIHF1ZSB2b2PDqiBhY2FiYXNzZSBlbnZvbHZpZG8gbm8gY2Fzby4=,,W3swfV0KU3Vwb25nbyBxdWUgSXNlbmFybSBubyBxdWVyw61hIHF1ZSB0ZSB2aWVyYXMgaW52b2x1Y3JhZG8uIFNpIGxlIHBhc2FiYSBhbGdvLCB0w7ogaGFicsOtYXMgc2lkbyBlbCBtw6FzIHBlcmp1ZGljYWRvLg==
nD2KBw,,W0tdCkhhLi4uIFBlcmhhcHMuLi4gSSBkaWQndCB0aGluayBvZiB0aGF0Li4uIEhlcmUgYXJlIHRoZSBeMDAwMENEbGV0dGVyIGFuZCBzd29yZCBJc2VuYXJtXjAwMDAwMCBoYXMgZ2l2ZSBtZS4=,,,,,W0tdCsOJLi4uIFRhbHZlei4uLiBBcXVpIGVzdMOjbyBeMDAwMENEYSBjYXJ0YSBlIGEgZXNwYWRhIHF1ZSBFaWdlbl4wMDAwMDAgbWUgZGV1Lg==,,W0tdCkphLi4uIHB1ZWRlIHNlci4uLiBObyBoYWLDrWEgcGVuc2FkbyBlbiBlc28uLi4gQXF1w60gZXN0w6EgXjAwMDBDRGxhIGNhcnRhIHkgbGEgZXNwYWRhIHF1ZSBJc2VuYXJtIG1lIGRpb14wMDAwMDAu
nT2KBw,,W0tdClBsZWFzZSBnaXZlIHRoZW0gdG8gSXNlbmhvbm9yLiBJIGhvcGUgdGhleSBoZWxwIGhpbSByZWNvdmVyIGhpcyBicm90aGVyJ3MgaG9ub3Iu,,,,,W0tdCkVudHJlZ3VlLWFzIGEgSXNlbmhvbm9yLCBwb3IgZmF2b3Iu,,W0tdClBvciBmYXZvciwgZMOhc2VsYXMgYSBJc2VuaG9ub3IuIEVzcGVybyBxdWUgbG8gYXl1ZGVuIGEgbGltcGlhciBlbCBub21icmUgZGUgc3UgaGVybWFuby4=
nj2KBw,,W3swfV0KS2VlcCB0aGUgc3dvcmQuIFRoZSBzd29yZCBpcyBsaWtlIHRoZSBsaWZlIG9mIHRoZSBrbmlnaHQuIEkgYmVsaWV2ZSBJc2VuYXJtIHdvdWxkIHdhbnQgeW91IHRvIGhhdmUgaXQu,,,,,W3swfV0KRmlxdWUgY29tIGEgZXNwYWRhLiDDiSBhIGhvbnJhIGRlIHVtIGNhdmFsZWlyby4=,,W3swfV0KUXXDqWRhdGUgY29uIGxhIGVzcGFkYS4gTGEgZXNwYWRhIGVzIGNvbW8gbGEgdmlkYSBkZWwgY2FiYWxsZXJvLiBJc2VuYXJtIHF1ZXJyw61hIHF1ZSBsYSB0dXZpZXJhcy4=
nz2KBw,,W0tdClRoZW4sIGhhdmUgYSBzYWZlIHRyYXZlbC4=,,,,,W0tdClRlbSByYXrDo28uIFRvbWUgY3VpZGFkbyBlbSBzdWFzIGpvcm5hZGFzLg==,,W0tdCkVuIGZpbiwgYnVlbiB2aWFqZS4=
oD2KBw,,W0tdCi4uLllvdSBsZWZ0IGEgbGV0dGVyIGJlaGluZC4KUGxlYXNlIGRvbid0IG1ha2UgYSBtaXN0YWtlIHRoaXMgdGltZS4=,,,,,W0tdCi4uLlZvY8OqIHNlIGVzcXVlY2V1IGRhIGNhcnRhLgpQb3IgZmF2b3IsIG7Do28gY29tZXRhIG8gbWVzbW8gZXJybyBkZXN0YSB2ZXou,,W0tdCi4uLk9sdmlkYXN0ZSBsYSBjYXJ0YS4KUG9yIGZhdm9yLCBubyBjb21ldGFzIGVsIG1pc21vIGVycm9yIGVzdGEgdmV6Lg==
oT2KBw,,W0tdCkRpZCB5b3UgZGVsaXZlciB0aGUgbGV0dGVyIGFuZCB0aGUgd29yZHMgdG8gSXNlbmhvbm9yIHdlbGw/,,,,,W0tdClZvY8OqIGVudHJlZ291IGEgY2FydGEgcGFyYSBJc2VuaG9ub3I/,,W0tdCsK/RW50cmVnYXN0ZSBsYSBjYXJ0YSB5IGVsIG1lbnNhamUgYSBJc2VuaG9ub3I/
oj2KBw,,W0tdClBsZWFzZSBsZXQgaGltIGtub3cgdGhhdCBJIGFtIHJlYWR5IHRvIGRldm90ZSBteSBsaWZlIGlmIGhlIG5lZWRzIG15IGhlbHAu,,,,,W0tdCkVudHJlZ3VlIGEgY2FydGEgYSBJc2VuaG9ub3IsIHBvciBmYXZvci4=,,W0tdCkF2w61zYWxlIHF1ZSBlc3RveSBkaXNwdWVzdG8gYSBlbnRyZWdhciBtaSB2aWRhIGEgc3UgY2F1c2Egc2kgbG8gbmVjZXNpdGEu
oz2KBw,,W0tdCkkgd2FudCB0byBnbyBiYWNrLi4uClRoZXJlIGFnYWluLi4u,,,,,W0tdCkV1IGdvc3RhcmlhIHRhbnRvIGRlIHZvbHRhciBhIFJ1bmUtTWlkZ2FyZC4uLg==,,W0tdClF1aWVybyB2b2x2ZXIuLi4KYWxsw60gb3RyYSB2ZXouLi4=
