YDwXAQ,,S2F0aW5zaHVlbGw=,,,,,S2F0aW5zaHVlbGw=,,Q2F0aW5zaHVlbGw=
AT0XAQ,,W3swfV0KSnVzdCBsb29raW5nIGF0IHRoaXMKc3ByaW5nIG1ha2VzIG1lIHRoaW5rCm9mIEJydXNwZXR0aS4gV2hhdCByZWFsbHkKaGFwcGVuZWQgdG8gaGVyPyBJIGdldAp0aGUgZmVlbGluZyB0aGF0IHNoZQpjYXZlZCBpbiB0byBkZXNwYWlyLg==,,,,,W3swfV0KU8OzIGRlIG9saGFyIHBhcmEgZXN0YQpmb250ZSBtZSBmYXogcGVuc2FyCm5hIEJydXNwZXR0aS4gTyBxdWUgcmVhbG1lbnRlCmFjb250ZWNldSBjb20gZWxhPyBUZW5obwphIHNlbnNhw6fDo28gZGUgcXVlIGVsYQpjZWRldSBhbyBkZXNlc3Blcm8u,,W3swfV0KU29sbyBtaXJhciBlc2UKbWFuYW50aWFsIG1lIGhhY2UgcGVuc2FyCmVuIEJydXNwZXR0aS4gwr9RdcOpIGxlIGhhYnLDoSAKcGFzYWRvIHJlYWxtZW50ZT8gVGVuZ28KbGEgc2Vuc2FjacOzbiBkZSBxdWUKc3VjdW1iacOzIGEgbGEgZGVzZXNwZXJhY2nDs24u
Aj0XAQ,,W3swfV0KVGhlIHdhdGVyJ3Mgbm90IHRoYXQKY29sZCwgb3IgdmVyeSBkZWVwLi4uCkFuZCBLYXRpbnNodWVsbCBtZW50aW9uZWQKdGhhdCBoZXIgYm9keSB3ZW50IGxpbXAuLi4KQnV0IHNoZSB3YXMgc3RpbGwgbG9va2luZwphdCBoaW0uIEl0J3MgaGF1bnRpbmcuLi4=,,,,,W3swfV0KQSDDoWd1YSBuw6NvIMOpIHTDo28KZnJpYSwgbmVtIG11aXRvIHByb2Z1bmRhLi4uCkUgbyBLYXRpbnNodWVsbCBtZW5jaW9ub3UKcXVlIG8gY29ycG8gZGVsYSBmaWNvdSBpbmVydGUuLi4KTWFzIGVsYSBjb250aW51b3Ugb2xoYW5kbwpwYXJhIGVsZS4gw4kgYXNzdXN0YWRvci4uLg==,,W3swfV0KRWwgYWd1YSBubyBlc3TDoSB0YW4KZnLDrWEgbmkgZXMgbXV5IHByb2Z1bmRhLi4uCkthdGluc2h1ZWxsIG1lbmNpb27DsyAKcXVlIHN1IGN1ZXJwbyBxdWVkw7MgaW5lcnRlLi4uCnBlcm8gcXVlIGF1biBhc8OtIApsbyBzZWd1w61hIG1pcmFuZG8uIEVzIGlucXVpZXRhbnRlLi4u
Az0XAQ,,W3swfV0KSSBzdXBwb3NlIHNoZSB3YXMgdG9ybi4uLgpTaGUgbG92ZWQgaGltLCBidXQgY291bGRuJ3QKYmVhciB0byBsaXZlIHdpdGggaGlzIHNlY3JldC4KSW4gdGhlIGVuZCwgaXQncyBhbGwgc28gdmVyeQp0cmFnaWMuIEthdGluc2h1ZWxsIGlzbid0CnJlYWxseSBhIGJhZCBwZXJzb24uLi4=,,,,,W3swfV0KU3Vwb25obyBxdWUgZWxhIGVzdGF2YSBkaXZpZGlkYS4uLgpFbGEgbyBhbWF2YSwgbWFzIG7Do28gCnN1cG9ydGFyaWEgdml2ZXIgY29tIG8gc2VncmVkbyBkZWxlLgpObyBmaW5hbCwgw6kgdHVkbyBtdWl0bwp0csOhZ2ljby4gTyBLYXRpbnNodWVsbCBuw6NvIMOpCnJlYWxtZW50ZSB1bWEgcGVzc29hIHJ1aW0uLi4=,,W3swfV0KU3Vwb25nbyBxdWUgZXN0YWJhIGluZGVjaXNhLi4uCkxvIGFtYWJhLCBwZXJvIG5vIHBvZMOtYQp2aXZpciBjb24gc3Ugc2VjcmV0by4KRnVlIHVuIGZpbmFsCm11eSB0csOhZ2ljby4gS2F0aW5zaHVlbGwgbm8gZXMKdW5hIG1hbGEgcGVyc29uYS4uLg==
BD0XAQ,,W3swfV0KSGUgd2FzIGZvcmNlZCB0bwpCY29tbWl0IGEgaGVpbm91cyBjcmltZSwKYW5kIGtlcHQgbWFraW5nIG1pc3Rha2VzLApydW5uaW5nIGZyb20gaGlzIGd1aWx0LiBJcwphbnlvbmUgYWNjb3VudGFibGUgZm9yIHRoaXM/CldobyB3b3VsZCBiZSB0byBibGFtZT8=,,,,,W3swfV0KRWxlIGZvaSBmb3LDp2FkbyBhCmNvbWV0ZXIgdW0gY3JpbWUgaGVkaW9uZG8sCmUgY29udGludW91IGNvbWV0ZW5kbyBlcnJvcywKZnVnaW5kbyBkZSBzdWEgY3VscGEuIFNlcsOhIHF1ZQphbGd1w6ltIHBvZGUgc2VyIHJlc3BvbnNhYmlsaXphZG8gcG9yIGlzc28/ClF1ZW0gc2VyaWEgbyBjdWxwYWRvPw==,,W3swfV0KU2UgdmlvIG9ibGlnYWRvIGEKY29tZXRlciB1biBjcmltZW4gYXRyb3oKeSwgY29uc3VtaWRvIHBvciBsYSBjdWxwYSwKc2lndWnDsyB0b21hbmRvIGRlY2lzaW9uZXMgZXF1aXZvY2FkYXMuIMK/UG9kcsOtYQpoYWJlciBhbGfDum4gcmVzcG9uc2FibGUgZGUgdG9kbyBlc3RvPwrCv0EgcXVpw6luIHNlIHBvZHLDrWEgY3VscGFyPw==
BT0XAQ,,W3swfV0KU29tZWhvdywgSSB3aXNoIHRoYXQKS2F0aW5zaHVlbGwgaGFkIHRoZQpzdHJlbmd0aCB0byBmYWNlIGhpcwpndWlsdCwgYW5kIHRoZW4gdG8KZm9yZ2l2ZSBoaW1zZWxmLg==,,,,,W3swfV0KRGUgYWxndW1hIGZvcm1hLCBldSBnb3N0YXJpYSBxdWUKbyBLYXRpbnNodWVsbCB0aXZlc3NlIGEKZm9yw6dhIHBhcmEgZW5mcmVudGFyIHN1YQpjdWxwYSBlIGVudMOjbwpwZXJkb2FyIGEgc2kgbWVzbW8u,,W3swfV0KRGUgYWxndW5hIG1hbmVyYSwgZGVzZWFyw61hIHF1ZQpLYXRpbnNodWVsbCBodWJpZXJhIGVuY29udHJhZG8gbGEKZnVlcnphIHBhcmEgZW5mcmVudGFyIHN1CmN1bHBhIHkgbHVlZ28KcGVyZG9uYXJzZSBhIHPDrSBtaXNtby4=
Bj0XAQ,,W3swfV0KVGhpcyBtdXN0IGJlIHdoZXJlCkJydXNwZXR0aSBkcm93bmVkLi4u,,,,,W3swfV0KRGV2ZSB0ZXIgc2lkbyBhcXVpIHF1ZQphIEJydXNwZXR0aSBzZSBhZm9nb3UuLi4=,,W3swfV0KRXN0ZSBkZWJlIHNlciBlbCBsdWdhciBkb25kZQpCcnVzcGV0dGkgc2UgYWhvZ8OzLi4u
Bz0XAQ,,W0dyYW5kbWFdCk9oISBFeGN1c2UgbWUsCnlvdW5nIGFkdmVudHVyZXIsCmJ1dCB5b3UgbXVzdG4ndCBzdGFuZAp0aGVyZSEgSXQncyB2ZXJ5IHNsaXBwZXJ5LgpXaGF0IGlmIHlvdSBmYWxsIGludG8gdGhlCnNwcmluZz8gSXQncyBkYW5nZXJvdXMu,,,,,W1ZvdsOzXQpBaCEgUGVyZMOjbywKam92ZW0gYXZlbnR1cmVpcm8sCm1hcyB2b2PDqiBuw6NvIGRldmVyaWEgZmljYXIKYcOtISDDiSBtdWl0byBlc2NvcnJlZ2FkaW8uCkUgc2Ugdm9jw6ogY2FpciBuYQpmb250ZT8gw4kgcGVyaWdvc28u,,W0FidWVsYV0KwqFBaCEgUGVyZMOzbiwKam92ZW4gdHJvdGFtdW5kb3MsCnBlcm8gbm8gZGViZXLDrWFzIHBhcmFydGUKYWjDrS4gRXMgbXV5IHJlc2JhbGFkaXpvLgrCv1kgc2kgdGUgY2FlcwphbCBtYW5hbnRpYWw/IEVzIHBlbGlncm9zby4=
CD0XAQ,,W3swfV0KT2guLi4gRXIsIHRoYW5rIHlvdS4KWWVzLCBJIHdvdWxkbid0IHdhbnQKdG8gZ2V0IG15c2VsZiBkcm93bmVkLg==,,,,,W3swfV0KQWguLi4gSMOjLCBvYnJpZ2Fkby4KU2ltLCBldSBuw6NvIGdvc3RhcmlhIGRlCm1lIGFmb2dhci4=,,W3swfV0KQWguLi4gRWgsIGdyYWNpYXMuClPDrSwgbm8gbWUgZ3VzdGFyw61hCmFob2dhcm1lLg==
CT0XAQ,,W0dyYW5kbWFdCkRyb3duZWQuLi4/IEkganVzdAp3b3VsZG4ndCB3YW50IHlvdSB0bwpnZXQgeW91ciBjbG90aGVzIHdldC4KVGhlIHdhdGVyIGlzbid0IHRoYXQgZGVlcC4uLgpFdmVuIGlmIHlvdSBjYW4ndCBzd2ltLCB5b3UKY2FuIGNsaW1iIG91dCwgeW91IGtub3cu,,,,,W1ZvdsOzXQpTZSBhZm9nYXIuLi4/IEV1IHPDswpuw6NvIGdvc3RhcmlhIHF1ZSB2b2PDqgptb2xoYXNzZSBzdWFzIHJvdXBhcy4KQSDDoWd1YSBuw6NvIMOpIHTDo28gcHJvZnVuZGEuLi4KTWVzbW8gcXVlIHZvY8OqIG7Do28gc2FpYmEgbmFkYXIsIHZvY8OqCmNvbnNlZ3VlIHNhaXIu,,W0FidWVsYV0Kwr9BaG9nYXJ0ZT8uLi4gRXMgc29sbyBxdWUKbm8gcXVpc2llcmEgcXVlIHRlCm1vamVzIGxhIHJvcGEuCkVsIGFndWEgbm8gZXMgdGFuIHByb2Z1bmRhLi4uCkF1bnF1ZSBubyBzZXBhcyBuYWRhciwKcG9kcsOtYXMgc2FsaXIgdHJlcGFuZG8sIMK/c2FiZXM/
Cj0XAQ,,W3swfV0KLi4uV2hhdD8=,,,,,W3swfV0KLi4uTyBxdcOqPw==,,W3swfV0Kwr9RdcOpPw==
Cz0XAQ,,W3swfV0KVGhhdCBvbGQgd29tYW4gdG9sZApiZSB0byBiZSBjYXJlZnVsIG5vdCB0bwpzbGlwIGFuZCBmYWxsIGludG8gdGhlIHdhdGVyCmFyb3VuZCBoZXJlLCBzbyBJJ2QgYmV0dGVyCm1ha2Ugc3VyZSBJIHRyZWFkIGNhcmVmdWxseS4=,,,,,W3swfV0KQXF1ZWxhIHNlbmhvcmEgbWUgZGlzc2UKcGFyYSB0ZXIgY3VpZGFkbyBwYXJhIG7Do28KZXNjb3JyZWdhciBlIGNhaXIgbmEgw6FndWEKcG9yIGFxdWksIGVudMOjbyDDqSBtZWxob3IgZXUKcGlzYXIgY29tIGN1aWRhZG8u,,W3swfV0KRXNhIGFuY2lhbmEgbWUgYWR2aXJ0acOzIApxdWUgdHV2aWVyYSBjdWlkYWRvIGRlIG5vCnJlc2JhbGFyIHkgY2FlciBhbCBhZ3VhLgpTZXLDoSBtZWpvcgpxdWUgcHJlc3RlIGF0ZW5jacOzbiBwb3IgZG9uZGUgY2FtaW5vLg==
DD0XAQ,,Wz8/P10KT2gsIGJlIHZlcnkgY2FyZWZ1bCEKWW91IGRvbid0IHdhbnQgdG8gZ2V0CnRvbyBjbG9zZSB0byB0aGUgd2F0ZXIuCldoYXQgaWYgeW91IHNsaXAgYW5kIGZhbGw/,,,,,Wz8/P10KQWgsIHRlbmhhIG11aXRvIGN1aWRhZG8hClZvY8OqIG7Do28gcXVlciBjaGVnYXIKbXVpdG8gcGVydG8gZGEgw6FndWEuCkUgc2Ugdm9jw6ogZXNjb3JyZWdhciBlIGNhaXI/,,Wz8/P10KwqFUZW4gbXVjaG8gY3VpZGFkbyEKTm8gZGViZXMgYWNlcmNhcnRlCmRlbWFzaWFkbyBhbCBhZ3VhLgrCv1kgc2kgdGUgcmVzYmFsYXMgeSB0ZSBjYWVzPw==
DT0XAQ,,W3swfV0KSHVoPw==,,,,,W3swfV0KSMOjPw==,,W3swfV0Kwr9FaD8=
Dj0XAQ,,W0dyYW5kbWFdCk9oLCBJJ20gc29ycnkgaWYKSSBzdGFydGxlZCB5b3UsIGJ1dCB0aGUKZ3JvdW5kIHRoYXQgeW91J3JlIHN0YW5kaW5nCm9uIGlzIHZlcnkgc2xpcHBlcnksIHlvdSBrbm93Lg==,,,,,W1ZvdsOzXQpBaCwgbWUgZGVzY3VscGUgc2UKZXUgdGUgYXNzdXN0ZWksIG1hcyBvCmNow6NvIGVtIHF1ZSB2b2PDqiBlc3TDoSBwaXNhbmRvCsOpIG11aXRvIGVzY29ycmVnYWRpby4=,,W0FidWVsYV0KUGVyZG9uYSBzaQp0ZSBhc3VzdMOpLCBwZXJvIHRlbiBjdWlkYWRvOgplbCBzdWVsbyBhcXXDrSAKZXMgbXV5IHJlc2JhbGFkaXpvLg==
Dz0XAQ,,W3swfV0KQWgsIEkgc2VlLg==,,,,,W3swfV0KQWgsIGVudGVuZGku,,W3swfV0KQWgsIHlhIHZlby4=
ED0XAQ,,Qm9vaw==,,,,,TGl2cm8=,,UmVzZXJ2ZQ==
ET0XAQ,,XjMzNTVGRlRoaXMgaXMgd2hlcmUgeW91CmZvdW5kIEJydXNwZXR0aSdzIGRpYXJ5LgpQZXJoYXBzIHlvdSBzaG91bGQgdGFrZQppdCB3aXRoIHlvdSB0aGUgbmV4dCB0aW1lCnlvdSB0YWxrIHRvIEthdGluc2h1ZWxsLl4wMDAwMDA=,,,,,XjMzNTVGRkZvaSBhcXVpIHF1ZSB2b2PDqgplbmNvbnRyb3UgbyBkacOhcmlvIGRhIEJydXNwZXR0aS4KVGFsdmV6IGRldmEgbGV2w6EtbG8KY29tIHZvY8OqIG5hIHByw7N4aW1hIHZleiBxdWUgZm9yIGZhbGFyIGNvbSBvIEthdGluc2h1ZWxsLl4wMDAwMDAK,,XjMzNTVGRkVzdGUgZXMgZWwgbHVnYXIgZG9uZGUKZW5jb250cmFzdGUgZWwgZGlhcmlvIGRlIEJydXNwZXR0aS4KVGFsIHZleiBkZWJlcsOtYXMgbGxldmFybG8KbGEgcHLDs3hpbWEgdmV6CnF1ZSBoYWJsZXMgY29uIEthdGluc2h1ZWxsLl4wMDAwMDA=
Ej0XAQ,,XjMzNTVGRlRoaXMgbXVzdCBiZQpCcnVzcGV0dGkncyBkaWFyeSEKWW91IG5vdyBoYXZlIHBlcm1pc3Npb24KdG8gdGFrZSBpdCB3aXRoIHlvdSBzbyB0aGF0CnlvdSBjYW4gZmlndXJlIG91dCBpZiBzaGUgYW5kCkthdGluc2h1ZWxsIGFyZSBjb25uZWN0ZWQuLi5eMDAwMDAw,,,,,XjMzNTVGRkVzc2UgZGV2ZSBzZXIKbyBkacOhcmlvIGRhIEJydXNwZXR0aSEKQWdvcmEgdm9jw6ogdGVtIHBlcm1pc3PDo28KcGFyYSBsZXbDoS1sbyBjb20gdm9jw6ogcGFyYSBxdWUKcG9zc2EgZGVzY29icmlyIHNlIGVsYSBlCm8gS2F0aW5zaHVlbGwgZXN0YXZhbSBqdW50b3MuLi5eMDAwMDAw,,XjMzNTVGRsKhRXN0ZSBkZWJlIHNlcgplbCBkaWFyaW8gZGUgQnJ1c3BldHRpIQpBaG9yYSB0aWVuZXMgcGVybWlzbwpwYXJhIGxsZXbDoXJ0ZWxvIHkgdHJhdGFyIGRlCmF2ZXJpZ3VhciBzaSBlbGxhIHkKS2F0aW5zaHVlbGwgdGllbmVuIGFsZ8O6biB2w61uY3Vsby4uLl4wMDAwMDA=
Ez0XAQ,,XjMzNTVGRlRoaXMgbXVzdCBiZQpCcnVzcGV0dGkncyBkaWFyeSEKQnV0Li4uIHJlYWRpbmcgaXQKd291bGQgbWFrZSB5b3UgZmVlbApsaWtlIGEgcmVhbCBjcmVlcC4KU28gZG9uJ3QgdG91Y2ggaXQuXjAwMDAwMA==,,,,,XjMzNTVGRkVzc2UgZGV2ZSBzZXIgCm8gZGnDoXJpbyBkYSBCcnVzcGV0dGkhCk1hcy4uLiBsw6otbG8KZmFyaWEgdm9jw6ogc2Ugc2VudGlyCmNvbW8gdW0gdmVyZGFkZWlybyBjcmV0aW5vLgpFbnTDo28sIG7Do28gdG9xdWUgbmVsZS5eMDAwMDAw,,XjMzNTVGRsKhRXN0ZSBkZWJlIHNlcgplbCBkaWFyaW8gZGUgQnJ1c3BldHRpIQpQZXJvLi4uIGxlZXJsbwp0ZSBoYXLDrWEgc2VudGlyIHVuYSBwZXJzb25hCm11eSBlbnRyb21ldGlkYS4KQXPDrSBxdWUgbm8gbG8gdG9xdWVzLl4wMDAwMDA=
