ALoQDQ,,QWhpcg==,,,,,QWhpcg==,,QWhpcg==
rLoQDQ,,W0theWFyXQpUaGF0IHNvcnQgb2YgYXR0aXR1ZGUgaXMgbm8gZ29vZCwgdHJ1bHkgbm8gZ29vZC4uLi4KVGhlIGxvbmdlciBpdCBnb2VzIG9uLCB0aGUgd29yc2UgdGhlIGluZmx1ZW5jZSBpdCB3aWxsIGhhdmUu,,,,,W0theWFyXQpFc3NhIGF0aXR1ZGUgbsOjbyDDqSBib2EsIHJlYWxtZW50ZSBuw6NvIMOpIGJvYS4uLi4KUXVhbnRvIG1haXMgaXNzbyBzZSBwcm9sb25nYXIsIHBpb3JlcyBzZXLDo28gYXMgY29uc2VxdcOqbmNpYXMu,,W0theWFyXQpFc2EgYWN0aXR1ZCBubyBlcyBidWVuYSwgZGUgdmVyZGFkIHF1ZSBubyBlcyBidWVuYS4uLi4KQ3VhbnRvIG3DoXMgc2UgYWxhcmd1ZSwgcGVvcmVzIGNvbnNlY3VlbmNpYXMgdHJhZXLDoS4=
rboQDQ,,W0theWFyXQpXaGF0LCBNci4gQWhhYiBzYWlkIGhlIHdvdWxkIGRvIGJldHRlciBmcm9tIG5vdyBvbj8KUGVvcGxlIGRvIG5vdCBjaGFuZ2UgZWFzaWx5Li4uLg==,,,,,W0theWFyXQpPIHF1w6osIG8gU3IuIEFoYWIgZGlzc2UgcXVlIHZhaSB0ZW50YXIgZmF6ZXIgbWVsaG9yIGRhcXVpIHBhcmEgZnJlbnRlPwpBcyBwZXNzb2FzIG7Do28gbXVkYW0gdMOjbyBmw6FjaWwuLi4u,,W0theWFyXQrCv0PDs21vPyDCv1F1ZSBlbCBzZcOxb3IgQWhhYiBoYSBkaWNobyBxdWUsIGEgcGFydGlyIGRlIGFob3JhLCBpbnRlbnRhcsOhIGhhY2VybG8gbWVqb3I/CkxhIGdlbnRlIG5vIGNhbWJpYSB0YW4gZsOhY2lsbWVudGUuLi4u
rroQDQ,,W0theWFyXQpTdGlsbCwgeW91IHNheSBoZSBzZWVtZWQgZGVzcGVyYXRlLCBzbyBwZXJoYXBzIEkgc2hvdWxkIGJlbGlldmUgaGltIG9uZSBtb3JlIHRpbWUuCklmIHBlb3BsZSBkbyBub3QgY2hhbmdlIGVhc2lseSwgdGhhdCBtZWFucyB0aGF0LCBvbiByYXJlIG9jY2FzaW9ucywgdGhleSBkbyBjaGFuZ2Uu,,,,,W0theWFyXQpNZXNtbyBhc3NpbSwgc2UgZWxlIHBhcmVjaWEgZGVzZXNwZXJhZG8sIHF1ZSB0YWwgY29uZmlhciBuZWxlIG1haXMgdW1hIHZlej8KRGl6ZXIgcXVlIGFzIHBlc3NvYXMgbsOjbyBtdWRhbSBmw6FjaWwgdGFtYsOpbSBzaWduaWZpY2EgcXVlLCByYXJhbWVudGUsIGVsYXMgbXVkYW0u,,W0theWFyXQpQZXJvIHNpIGRpY2VzIHF1ZSBwYXJlY8OtYSBkZXNlc3BlcmFkbywgcXVpesOhIGRlYmVyw61hbW9zIGNvbmZpYXIgZW4gw6lsIHVuYSB2ZXogbcOhcy4KUXVlIGxhIGdlbnRlIG5vIGNhbWJpZSBmw6FjaWxtZW50ZSBzaWduaWZpY2EgcXVlLCBkZSB2ZXogZW4gY3VhbmRvLCBzw60gY2FtYmlhLg==
r7oQDQ,,W0theWFyXQpJIGRpZCBzYXkgcGVvcGxlIHJhcmVseSBjaGFuZ2UuLi4gUGVyaGFwcyBJIGhhdmUganVzdCB3aXRuZXNzZWQgb25lIG9mIHRob3NlIHJhcmUgY2hhbmdlcz8=,,,,,W0theWFyXQpFdSBkaXNzZSBxdWUgYXMgcGVzc29hcyBtdWRhbSByYXJhbWVudGUuLi4gc2Vyw6EgcXVlIHByZXNlbmNpYW1vcyBlc3NhIHJhcmEgbXVkYW7Dp2E/,,W0theWFyXQpEZWPDrWEgcXVlIGxhcyBwZXJzb25hcyBjYW1iaWFuIHJhcmEgdmV6Li4uIMK/aGFicsOpIHZpc3RvIHVuYSBkZSBlc2FzIHJhcmFzIG9jYXNpb25lcz8=
sLoQDQ,,W0theWFyXQpJdCBtYXkgc3RpbGwgdGFrZSBtb3JlIHRpbWUsIGJ1dCBNci4gQWhhYiBub3cgbWFrZXMgbWUgdGhpbmsgaGUgbWlnaHQgYmVjb21lIGEgZ29vZCBuZWlnaGJvci4=,,,,,W0theWFyXQpUYWx2ZXogYWluZGEgcHJlY2lzZSBkZSBtYWlzIHRlbXBvLCBtYXMgbyBTci4gQWhhYiBhZ29yYSBtZSBmYXogcGVuc2FyIHF1ZSBwb2RlIHZpciBhIHNlciB1bSBib20gdml6aW5oby4=,,W0theWFyXQpQdWVkZSBxdWUgYcO6biBoYWdhIGZhbHRhIG3DoXMgdGllbXBvLCBwZXJvIGVsIHNlw7FvciBBaGFiLCBhbCBtZW5vcyBwb3IgYWhvcmEsIG1lIGRhIGxhIGltcHJlc2nDs24gZGUgcXVlIHBvZHLDrWEgbGxlZ2FyIGEgc2VyIHVuIGJ1ZW4gdmVjaW5vLg==
sboQDQ,,UmVkc2Vs,,,,,UmVkc2Vs,,UmVkc2Vs
sroQDQ,,W1JlZHNlbF0KUGVvcGxlIHdobyBjYW5ub3QgdW5kZXJzdGFuZCB3aGF0IHRoZXkgYXJlIHRvbGQhIFN0dXBpZCBwZW9wbGUhIFBlb3BsZSB3aG8gbWFrZSBvdGhlcnMgcmVwZWF0IHRoZW1zZWx2ZXMhIFBlb3BsZSB3aG8gbGV0IHRoZWlyIGVtb3Rpb25zIHNob3cgaW4gdGhlaXIgd29yayE=,,,,,W1JlZHNlbF0KUGVzc29hIHF1ZSBuw6NvIGVudGVuZGUgbyBxdWUgZmFsYW0hIFBlc3NvYSBidXJyYSEgUGVzc29hIHF1ZSBmYXogYSBnZW50ZSByZXBldGlyIG8gcXVlIGrDoSBkaXNzZSEgUGVzc29hIHF1ZSBww7VlIGVtb8Onw6NvIG5vIHRyYWJhbGhvIQ==,,W1JlZHNlbF0KwqFHZW50ZSBxdWUgbm8gZW50aWVuZGUgbG8gcXVlIHNlIGxlIGRpY2UhIMKhR2VudGUgdG9udGEhIMKhR2VudGUgcXVlIHRlIG9ibGlnYSBhIHJlcGV0aXIgbG8gbWlzbW8hIMKhR2VudGUgcXVlIG1lemNsYSBzdXMgZW1vY2lvbmVzIGNvbiBlbCB0cmFiYWpvIQ==
s7oQDQ,,W1JlZHNlbF0KUGVvcGxlIHdobyBoaWRlIHdoYXQgdGhleSBkaWQgd3JvbmcgYW5kIHRoZW4gcXVpZXRseSByZXZlYWwgaXQgb25seSBhZnRlciBpdCBpcyB0b28gbGF0ZSB0byBmaXghIFBlb3BsZSB3aG8gY2Fubm90IHRha2UgcmVzcG9uc2liaWxpdHkgZm9yIHRoZWlyIG93biB3b3JrIQ==,,,,,W1JlZHNlbF0KUGVzc29hIHF1ZSBlc2NvbmRlIG8gZXJybyBlIHPDsyByZXZlbGEgcXVhbmRvIGrDoSBuw6NvIGTDoSBtYWlzIHBhcmEgdm9sdGFyIGF0csOhcyEgUGVzc29hIHF1ZSBuw6NvIGFzc3VtZSByZXNwb25zYWJpbGlkYWRlIHBlbG8gcHLDs3ByaW8gdHJhYmFsaG8h,,W1JlZHNlbF0KwqFHZW50ZSBxdWUgb2N1bHRhIHN1cyBlcnJvcmVzIHkgc29sbyBsb3Mgc2FjYSBjdWFuZG8geWEgbm8gaGF5IHJlbWVkaW8hIMKhR2VudGUgaW5jYXBheiBkZSByZXNwb25zYWJpbGl6YXJzZSBkZSBzdXMgYWN0b3Mh
tLoQDQ,,W1JlZHNlbF0KSSBhYnNvbHV0ZWx5IGhhdGUgdGhhdCBzb3J0IQ==,,,,,W1JlZHNlbF0KRGV0ZXN0byBpc3NvIQ==,,W1JlZHNlbF0KwqFObyBsb3Mgc29wb3J0byE=
tboQDQ,,W1JlZHNlbF0KWW91IGFzayB3aHkgdGhlcmUgYXJlIHNvIG1hbnkgcGVvcGxlIEkgZGlzbGlrZT8KTm8sIG5vLCB0aGVyZSBpcyBqdXN0IG9uZSBwZXJzb24gSSBkaXNsaWtlLi4uIG9ubHkgb25lIQ==,,,,,W1JlZHNlbF0KRXN0w6EgcGVyZ3VudGFuZG8gcG9yIHF1ZSBldSBvZGVpbyB0YW50YSBnZW50ZSBhc3NpbT8KTsOjbywgbsOjby4gQSBwZXNzb2EgcXVlIGV1IG9kZWlvLi4uIMOpIHPDsyB1bWEh,,W1JlZHNlbF0Kwr9RdWUgcG9yIHF1w6kgaGF5IHRhbnRhIGdlbnRlIHF1ZSBtZSBjYWUgbWFsPwpObywgbm8sIGdlbnRlIHF1ZSBtZSBjYWlnYSBtYWwuLi4gwqFzb2xvIGhheSB1bmEh
troQDQ,,W1JlZHNlbF0KWW91IGhlYXJkIHdoYXQgd2UgaGF2ZSBiZWVuIHNheWluZyB1cCB1bnRpbCBub3csIHJpZ2h0PwpZb3UgYXJlIHRoZSBvbmx5IG9uZSB3aG8gY2FuIHJlc29sdmUgdGhpcyBzdWZmZXJpbmcgb2Ygb3Vycy4=,,,,,W1JlZHNlbF0KVm9jw6ogb3V2aXUgdHVkbyBhdMOpIGFnb3JhLCBuw6NvIGZvaT8KQSDDum5pY2EgcGVzc29hIHF1ZSBwb2RlIHJlc29sdmVyIGVzdGUgbm9zc28gc29mcmltZW50byDDqSB2b2PDqi4=,,W1JlZHNlbF0Kwr9IYXMgb8OtZG8gbG8gcXVlIHZlbsOtYW1vcyBkaWNpZW5kbyBoYXN0YSBhaG9yYT8KU29sbyB0w7ogcHVlZGVzIHJlc29sdmVyIGVzdGUgc3VmcmltaWVudG8gbnVlc3Ryby4=
t7oQDQ,,W0p1bGFuXQpUaGVyZSBpcyB0cnVseSBubyBob3BlIGZvciBoaW0sIHNvIGlmIG5vdGhpbmcgY2FuIGJlIGRvbmUsIHRoZW4gd2UgYXJlIGdvaW5nIHRvIGdhdGhlciBvdXIgb3BpbmlvbnMgYW5kIHN1Z2dlc3QgZXhwZWxsaW5nIGhpbSBmcm9tIHRoZSB2aWxsYWdlLg==,,,,,W0p1bGFuXQpDb21vIGVsZSByZWFsbWVudGUgbsOjbyB0ZW0gc29sdcOnw6NvLCBzZSBuYWRhIGRlciBjZXJ0bywgdmFtb3MgcmV1bmlyIG9waW5pw7VlcyBlIHByb3BvciBxdWUgc2VqYSBleHB1bHNvIGRhIHZpbGEu,,W0p1bGFuXQpEZSB2ZXJkYWQgcXVlIG5vIHRpZW5lIHJlbWVkaW8sIGFzw60gcXVlLCBzaSBubyBzZSBwdWVkZSBoYWNlciBuYWRhLCByZXVuaXJlbW9zIG9waW5pb25lcyB5IHBlZGlyZW1vcyBxdWUgbG8gZXhwdWxzZW4gZGVsIHB1ZWJsby4=
uLoQDQ,,W1JlZHNlbF0KQ29tZSBub3csIGxldCB1cyBwb3N0cG9uZSB0aGF0IGZvciBsYXRlci4uLi4uLgpCdXQgeWVzLCBJIHN1cHBvc2UgdGhhdCByZWFsbHkgd291bGQgYmUgdGhlIGxhc3Qgc29sdXRpb24u,,,,,W1JlZHNlbF0KUG94YSwgdmFtb3MgZGVpeGFyIGlzc28gcGFyYSBtYWlzIHRhcmRlLi4uLi4uCk1hcywgcmVhbG1lbnRlLCBubyBmaW0gZXNzYSB2YWkgc2VyIGEgc29sdcOnw6NvIGZpbmFsLg==,,W1JlZHNlbF0KQnVlbm8sIGVzbyBkZWrDqW1vc2xvIHBhcmEgbcOhcyBhZGVsYW50ZS4uLi4uLgpQZXJvIHPDrSwgYWwgZmluYWwgZXNhIHNlcsOtYSBsYSBzb2x1Y2nDs24gZGVmaW5pdGl2YS4=
uboQDQ,,W0theWFyXQpJdCBpcyBub3QganVzdCB1cyB3aG8gZmluZCBoaW0gdHJvdWJsZXNvbWUsIHNvIGlmIHdlIHByb3Bvc2UgaXQsIGl0IHdpbGwgcHJvYmFibHkgcGFzcy4KRXZlcnlvbmUgYXR0ZW5kaW5nIHRoZSB2aWxsYWdlIG1lZXRpbmcgbm93IGlzIGhhdmluZyBhIGhhcmQgdGltZSB3aXRoIGhpbS4=,,,,,W0theWFyXQpOw6NvIHNvbW9zIHPDsyBuw7NzIHF1ZSBlc3RhbW9zIHNvZnJlbmRvIGNvbSBpc3NvLCBlbnTDo28gc2UgYXByZXNlbnRhcm1vcyBhIHByb3Bvc3RhLCBlbGEgZGV2ZSBwYXNzYXIuClRvZG8gbXVuZG8gcXVlIHBhcnRpY2lwYSBkYSByZXVuacOjbyBkYSB2aWxhIGVzdMOhIHRlbmRvIGRpZmljdWxkYWRlLg==,,W0theWFyXQpObyBzb21vcyBsb3Mgw7puaWNvcyBhIGxvcyBxdWUgbGVzIGRhIGRvbG9yZXMgZGUgY2FiZXphLCBhc8OtIHF1ZSBzaSBsbyBwcm9wb25lbW9zLCBzZWd1cmFtZW50ZSBzYWxkcsOhIGFkZWxhbnRlLgpUb2RvcyBsb3MgcXVlIGFzaXN0ZW4gYSBsYSByZXVuacOzbiBkZWwgcHVlYmxvIGRpY2VuIHF1ZSBlcyB1biBwcm9ibGVtYS4=
uroQDQ,,W1JlZHNlbF0KQnV0ISBJIHNhaWQgbGV0IHVzIHNhdmUgdGhhdCBmb3IgdGhlIHZlcnkgZW5kLgpQbGVhc2UgaGVscCBiZWZvcmUgd2UgcmVhY2ggdGhhdCBwb2ludCwgc2lyLg==,,,,,W1JlZHNlbF0KTWFzISBWYW1vcyBkZWl4YXIgaXNzbyBjb21vIMO6bHRpbW8gcmVjdXJzby4KQW50ZXMgcXVlIGNoZWd1ZSBhIGVzc2UgcG9udG8sIG5vcyBhanVkZSwgbW/Dp28u,,W1JlZHNlbF0KwqFQZXJvISBFc28gZGVqw6ltb3NsbyBwYXJhIGVsIGZpbmFsLgpBecO6ZGFub3MgdW4gcG9jbyBhbnRlcyBkZSBxdWUgbGxlZ3VlIGVzZSBmaW5hbCwgYW1pZ28u
u7oQDQ,,W0theWFyXQpXZSBqdXN0IGNhbm5vdCBjb21tdW5pY2F0ZSB3aXRoIHRoYXQgb2xkIG1hbi4KV291bGQgeW91IGdvIGFuZCB0YWxrIHRvIGhpbSBmb3IgdXM/,,,,,W0theWFyXQpOw7NzIG7Do28gY29uc2VndWltb3Mgbm9zIGVudGVuZGVyIGNvbSBhcXVlbGUgc2VuaG9yLgpWb2PDqiBwb2RlcmlhIGlyIGNvbnZlcnNhciBjb20gZWxlIHBvciBuw7NzPw==,,W0theWFyXQpOb3NvdHJvcyBubyBjb25zZWd1aW1vcyBlbnRlbmRlcm5vcyBjb24gZXNlIHNlw7Fvci4Kwr9ObyBwb2Ryw61hcyBpciBhIGhhYmxhciB1biBwb2NvIGNvbiDDqWw/
vLoQDQ,,W1JlZHNlbF0KT2gsIHdvdy4gVGhhdCB3b3VsZCBiZSBncmVhdC4gVGFsayB0byBoaW0gYW5kIGZpbmQgb3V0IHdoeSBoZSBhY3RzIHRoYXQgd2F5LCBhbmQgd2hldGhlciB0aGVyZSBpcyBhbnkgd2F5IGhlIGNvdWxkIHN0b3AuClRoaXMgaXMgdHJ1bHkgdGhlIGdyZWF0ZXN0IGZhdm9yIEkgd2lsbCBldmVyIGFzayBpbiBteSB3aG9sZSBsaWZlLg==,,,,,W1JlZHNlbF0KQWgsIHVhdS4gSXNzbyBzZXJpYSDDs3RpbW8uIFbDoSBjb252ZXJzYXIgY29tIGVsZSwgZGVzY3VicmEgcG9yIHF1ZSBlbGUgYWdlIGFzc2ltIGUgc2UgbsOjbyBkw6EgcGFyYSBlbGUgcGFyYXIgY29tIGlzc28uCkVzc2Ugc2Vyw6EgbyDDum5pY28gZmF2b3IgcXVlIHRlIHBlw6dvIG5hIHZpZGEu,,W1JlZHNlbF0KT2gsIHZheWEuIEVzbyBlc3RhcsOtYSBnZW5pYWwuIFZlIGEgaGFibGFyIGNvbiDDqWwsIGF2ZXJpZ3VhIHBvciBxdcOpIHNlIGNvbXBvcnRhIGFzw60geSBzaSBubyBwb2Ryw61hIGRlamFyIGRlIGhhY2VybG8uCkRlIHZlcmRhZCwgdGUgbG8gcGlkbyBjb21vIGVsIG1heW9yIGZhdm9yIGRlIG1pIHZpZGEu
vboQDQ,,W0p1bGFuXQpMZXQgaXQgYmUgaGVyIGdyZWF0ZXN0IGZhdm9yLiBJIGFtIHNhdmluZyBtaW5lIGZvciB3aGVuIEkgZ2V0IGEgc3dlZXRoZWFydC4=,,,,,W0p1bGFuXQpQb3IgZmF2b3IsIGF0ZW5kYSBlc3NlIHBlZGlkbyBkZSBSZWRzZWwuIEV1IHByZXRlbmRvIGd1YXJkYXIgbyBtZXUgcGVkaWRvIHBhcmEgYXJydW1hciBhbGd1w6ltIHBhcmEgbmFtb3Jhci4=,,W0p1bGFuXQpRdWUgc2VhIGVsIG1heW9yIGZhdm9yIGRlIGxhIHZpZGEgZGUgUmVkc2VsLiBZbyBlbCBtw61vIG1lIGxvIGd1YXJkbyBwYXJhIGN1YW5kbyB0ZW5nYSBwYXJlamEu
vroQDQ,,W1JlZHNlbF0KRmluZSwgdGhhdCBkb2VzIG5vdCBtYXR0ZXIuIEkgYW0gbmV2ZXIgZ29pbmcgdG8gZGF0ZS4KU28gdGhpcyBpcyBteSBsaWZlbG9uZyB3aXNoLiBQbGVhc2UgbWFrZSB0aGF0IG9sZCBtYW4gQWhhYiBpbnRvIGEgcHJvcGVyIHBlcnNvbi4=,,,,,W1JlZHNlbF0KU2ltLCB0YW50byBmYXouIEV1IG7Do28gdm91IG5hbW9yYXIuCkVudMOjbyBlc3RlIMOpIG8gbWV1IG1haW9yIGRlc2VqbyBkZSB0b2RhIGEgdmlkYS4gRmHDp2EgZGFxdWVsZSBzZW5ob3IgQWhhYiB1bWEgcGVzc29hIGRlY2VudGUu,,W1JlZHNlbF0KU8OtLCBzw60sIGVzbyBkYSBpZ3VhbC4gWW8gbm8gdm95IGEgZW5hbW9yYXJtZS4KQXPDrSBxdWUgZXN0ZSBlcyBlbCBkZXNlbyBkZSB0b2RhIG1pIHZpZGEuIEhheiBkZSBlc2Ugc2XDsW9yIEFoYWIgdW5hIHBlcnNvbmEgZGUgYmllbi4=
v7oQDQ,,W0theWFyXQpJdCBzb21laG93IGZlZWxzIGxpa2UgdGhhdCB3aXNoIGlzIHF1aWV0bHkgZ3Jvd2luZyBsYXJnZXIuCkFueXdheSwgcGxlYXNlIGhlbHAgdXMuIEdvIGFuZCB0YWxrIHdpdGggPE5BVkk+W01yLiBBaGFiXTxJTkZPPndvbGZ2aWxsLDEyNywxNTUsMCwxMDEsMDwvSU5GTz48L05BVkk+Lg==,,,,,W0theWFyXQpEZSBhbGd1bWEgZm9ybWEsIHNpbnRvIHF1ZSBvIGRlc2VqbyBlc3TDoSBmaWNhbmRvIG1haW9yIGFvcyBwb3Vjb3MuCkVuZmltLCBjb250byBjb20gdm9jw6ouIFbDoSBjb252ZXJzYXIgY29tIG8gPE5BVkk+W1NyLiBBaGFiXTxJTkZPPndvbGZ2aWxsLDEyNywxNTUsMCwxMDEsMDwvSU5GTz48L05BVkk+Lg==,,W0theWFyXQpNZSBkYSBsYSBzZW5zYWNpw7NuIGRlIHF1ZSBlbCBkZXNlbyBzZSBlc3TDoSBoYWNpZW5kbyB1biBwb2NvIG3DoXMgZ3JhbmRlIHNpbiBkYXJub3MgY3VlbnRhLgpFbiBjdWFscXVpZXIgY2FzbywgdGUgbG8gZW5jYXJnby4gVmUgYSBoYWJsYXIgY29uIGVsIDxOQVZJPltTZcOxb3IgQWhhYl08SU5GTz53b2xmdmlsbCwxMjcsMTU1LDAsMTAxLDA8L0lORk8+PC9OQVZJPi4=
wLoQDQ,,W1JlZHNlbF0KUGxlYXNlIG1ha2UgdGhhdCBvbGQgbWFuIEFoYWIgaW50byBhIHByb3BlciBwZXJzb24uCldoYXQgbWFrZXMgYSBwZXJzb24gYSBwZXJzb24gaXMgbm90IG1lcmVseSBsb29raW5nIGxpa2Ugb25lLCBidXQgYWN0aW5nIGxpa2Ugb25lLi4uLg==,,,,,W1JlZHNlbF0KUG9yIGZhdm9yLCBmYcOnYSBkYXF1ZWxlIHNlbmhvciBBaGFiIHVtYSBwZXNzb2EgZGVjZW50ZS4KU8OzIHBvcnF1ZSBhbGd1w6ltIHRlbSBmb3JtYSBodW1hbmEgbsOjbyBxdWVyIGRpemVyIHF1ZSBzZWphIGh1bWFubzsgw6kgcHJlY2lzbyBhZ2lyIGNvbW8gdGFsLi4uLg==,,W1JlZHNlbF0KSGF6IGRlIGVzZSBzZcOxb3IgQWhhYiB1bmEgcGVyc29uYSBkZSBiaWVuLgrCv0FjYXNvIHBvciB0ZW5lciBmb3JtYSBkZSBwZXJzb25hIHlhIGxvIGVzPyBIYXkgcXVlIGNvbXBvcnRhcnNlIGNvbW8gdW5hIHBlcnNvbmEgcGFyYSBzZXJsby4uLi4=
wboQDQ,,W1JlZHNlbF0KWW91IGFzayB3aGV0aGVyIHRoYXQgaXMgZ29pbmcgdG9vIGZhcj8gLi4uLi4uV2VsbCwgSSB3aWxsIGFkbWl0IGl0IGEgbGl0dGxlLgpCdXQgb25jZSB5b3Ugd29yayB3aXRoIGhpbSwgeW91IHdpbGwgdW5kZXJzdGFuZCB0b28u,,,,,W1JlZHNlbF0KRXN0w6EgZGl6ZW5kbyBxdWUgaXNzbyDDqSBwZWRpciBkZW1haXM/IC4uLi4uLkJlbSwgYWRtaXRvIHF1ZSDDqSB1bSBwb3Vjby4KTWFzLCBzZSB0cmFiYWxoYXIgY29tIGVsZSwgdm9jw6ogdGFtYsOpbSB2YWkgZW50ZW5kZXIu,,W1JlZHNlbF0Kwr9RdWUgc2kgZXNvIG5vIGVzIHBlZGlyIGRlbWFzaWFkbz8gLi4uLi4uQnVlbm8sIGFkbWl0byBxdWUgdW4gcG9jbyBzw60uClBlcm8gc2kgYWxndW5hIHZleiB0cmFiYWphcyBjb24gw6lsLCB0w7ogdGFtYmnDqW4gbG8gZW50ZW5kZXLDoXMu
wroQDQ,,W1JlZHNlbF0KSGUgc2FpZCBoZSB3aWxsIGxpc3RlbiBjYXJlZnVsbHkgdG8gcGVvcGxlIGZyb20gbm93IG9uPyBJcyB0aGF0IHJlYWxseSB0cnVlPw==,,,,,W1JlZHNlbF0KRW50w6NvIGVsZSBkaXNzZSBxdWUgYWdvcmEgdmFpIG91dmlyIG8gcXVlIGFzIHBlc3NvYXMgZGl6ZW0/IElzc28gw6kgdmVyZGFkZSBtZXNtbz8=,,W1JlZHNlbF0Kwr9RdWUgaGEgZGljaG8gcXVlIGEgcGFydGlyIGRlIGFob3JhIGVzY3VjaGFyw6EgYSBsYSBnZW50ZT8gwr9EZSB2ZXJkYWQ/
w7oQDQ,,W1JlZHNlbF0KTm8sIG5vLiBBbnlvbmUgY2FuIHNheSB0aGUgd29yZHMuIFdlIGhhdmUgdG8gc2VlIHdoZXRoZXIgaGUga2VlcHMgdGhlbS4=,,,,,W1JlZHNlbF0KTsOjbywgbsOjby4gRmFsYXIsIHF1YWxxdWVyIHVtIGZhbGEuIFRlbW9zIHF1ZSB2ZXIgc2UgZWxlIHZhaSBjdW1wcmlyLg==,,W1JlZHNlbF0KTm8sIG5vLiBIYWJsYXIgcHVlZGUgaGFibGFyIGN1YWxxdWllcmEuIExvIGltcG9ydGFudGUgZXMgdmVyIHNpIGN1bXBsZSBsbyBxdWUgZGljZS4=
xLoQDQ,,W1JlZHNlbF0KVGhhdCBvbGQgbWFuIEFoYWIgc2VlbXMgdG8gaGF2ZSBiZWNvbWUgYSBsaXR0bGUgZWFzaWVyIHRvIGxpdmUgYWxvbmdzaWRlLgpUaGVyZSBpcyBzdGlsbCBhIGxvdCB3ZSBuZWVkIHRvIHdhdGNoLCBidXQgY29tcGFyZWQgdG8gYmVmb3JlLCBoZSBpcyB0cnVseSBtdWNoIGJldHRlci4=,,,,,W1JlZHNlbF0KQWNobyBxdWUgYXF1ZWxlIHNlbmhvciBBaGFiIGZpY291IHVtIHBvdWNvIG1haXMgc3Vwb3J0w6F2ZWwgZGUgY29udml2ZXIuCkFpbmRhIGjDoSBtdWl0YSBjb2lzYSBhIG9ic2VydmFyLCBtYXMsIGNvbXBhcmFkbyBhIGFudGVzLCBlbGUgZXN0w6EgcmVhbG1lbnRlIG11aXRvIG1lbGhvci4=,,W1JlZHNlbF0KRWwgc2XDsW9yIEFoYWIgcGFyZWNlIGhhYmVyc2UgdnVlbHRvIGFsZ3VpZW4gY29uIHF1aWVuIHNlIHB1ZWRlIGNvbnZpdmlyIHVuIHBvY28gbcOhcy4KVG9kYXbDrWEgcXVlZGFuIG11Y2hhcyBjb3NhcyBwb3IgdmVyLCBwZXJvIGNvbXBhcmFkbyBjb24gYW50ZXMsIGVzdMOhIG11Y2jDrXNpbW8gbWVqb3Iu
xboQDQ,,W1JlZHNlbF0KV2F0Y2hpbmcgYSBwZXJzb24gY2hhbmdlIGlzIGEgc2FjcmVkIG1vbWVudC4KSSBzaG91bGQgYWxzbyB0cnkgaGFyZGVyIHRvIGFjdCBsaWtlIGEgcHJvcGVyIHBlcnNvbi4=,,,,,W1JlZHNlbF0KVmVyIHVtYSBwZXNzb2EgbXVkYXIgw6kgdW0gbW9tZW50byBzYWdyYWRvLgpFdSB0YW1iw6ltIHZvdSBtZSBlc2ZvcsOnYXIgbWFpcyBwYXJhIGFnaXIgY29tbyB1bWEgcGVzc29hIGRlIHZlcmRhZGUu,,W1JlZHNlbF0KVmVyIGPDs21vIHVuYSBwZXJzb25hIGNhbWJpYSBlcyB1biBtb21lbnRvIHNhZ3JhZG8uCllvIHRhbWJpw6luIHRlbmRyw6kgcXVlIGVzZm9yemFybWUgbcOhcyBwb3IgY29tcG9ydGFybWUgY29tbyB1bmEgcGVyc29uYSBkZWNlbnRlLg==
xroQDQ,,QWhhYg==,,,,,QWhhYg==,,QWhhYg==
x7oQDQ,,W0FoYWJdCkhleSwgd2hhdCBpcyB0aGlzLiBBIGZhY2UgSSBoYXZlIG5vdCBzZWVuIGJlZm9yZS4gWW91IGFyZSBvbmUgb2YgdGhlIHJlc2lkZW50cyBoZXJlLCB5ZXM/CkhlaCBoZWggaGVoLCBuYXR1cmFsbHksIGl0IGlzIGRpZmZpY3VsdCBmb3IgYSBzdXBlcmlvciB0byByZW1lbWJlciBhbGwgb2YgaGlzIGluZmVyaW9ycy4gWW91IHVuZGVyc3RhbmQgdGhhdCwgSSB0cnVzdC4=,,,,,W0FoYWJdCk9yYSwgbyBxdWUgdGVtb3MgYXF1aT8gVW0gcm9zdG8gcXVlIG7Do28gY29uaGXDp28uIMOJIG1vcmFkb3IgZGFxdWk/CkFoYWhhaGEsIMOpIG5hdHVyYWwgcXVlIHVtYSBwZXNzb2Egc3VwZXJpb3IgdGVuaGEgZGlmaWN1bGRhZGUgcGFyYSBsZW1icmFyIGRlIHRvZG9zIG9zIHNldXMgaW5mZXJpb3Jlcy4gVm9jw6ogZW50ZW5kZSwgbsOjbyDDqT8=,,W0FoYWJdCkVoLCDCv3F1w6kgcGFzYT8gTm8gdGUgaGFiw61hIHZpc3RvIGFudGVzLiDCv0VyZXMgZGUgYXF1w60/CkpvLCBqbywgam8uIFlhIHNhYmVzLCBhIHVuIHN1cGVyaW9yIGxlIGN1ZXN0YSByZWNvcmRhciBhIHRvZG9zIGxvcyBkZSBhYmFqby4gQ29tcHLDqW5kZWxvLg==
