AFkAAQ,,R2F0ZQ==,,,,,R2F0ZWk=,,R2F0ZWk=
2lkAAQ,,WW91IGxvb2sgdGlyZWQuIEl0J3Mgbm90aGluZyBtdWNoLCBidXQuLi4gaGVyZSwgaXQncyBvbiB0aGUgaG91c2Uu,,,,,Vm9jw6ogbsOjbyBwYXJlY2UgYmVtLCBlc3Blcm8gcXVlIGlzc28gdGUgYWp1ZGUu,,Tm8gcGFyZWNlcyBlc3RhciBiaWVuLCBlc3Blcm8gcXVlIGVzdG8gdGUgYXl1ZGUu
21kAAQ,,W0JsYWRlXQpZb3Ugc3RpbGwgaGF2ZSB0aGUgbm90ZWJvb2sgd2l0aCB5b3UuIEkgaGVhciB0aGVyZSBoYXZlIGJlZW4gbWFueSBhZHZlbnR1cmVycyBzbXVnZ2xpbmcgdGhpbmdzIG91dCBvZiB0aGlzIHBsYWNlIHJlY2VudGx5LCBhbmQgdGhhdCB0aGV5IGFyZSBpbnNwZWN0aW5nIHBlb3BsZSdzIGJlbG9uZ2luZ3MuIFdvdWxkIGl0IGJlIGFsbCByaWdodCBpZiBJIGtlcHQgaXQ/,,,,,W0J1cmxlZF0KRW50w6NvIHZvY8OqIGFpbmRhIGVzdMOhIGNvbSBvIGNhZGVybm8uIE91dmkgZGl6ZXIgcXVlIGVzdMOjbyByZXZpc3RhbmRvIG9zIGV4cGxvcmFkb3JlcyBwb3IgY2F1c2EgZGUgY29udHJhYmFuZG8uIFBvc3NvIGZpY2FyIGNvbSBvIGNhZGVybm8/,,W0J1cmxlZF0KRW50b25jZXMsIMK/YcO6biB0aWVuZXMgZWwgY3VhZGVybm8/IEVzY3VjaMOpIHF1ZSBlc3TDoW4gcmVnaXN0cmFuZG8gYSBsb3MgZXhwbG9yYWRvcmVzIHBvciBjb250cmFiYW5kby4gwr9QdWVkbyBxdWVkYXJtZSBjb24gZWwgY3VhZGVybm8/
3FkAAQ,,SSdsbCBrZWVwIGl0IHdpdGggbWUu,,,,,TsOjbywgZXUgdm91IGZpY2FyIGNvbSBlbGUu,,Tm8sIHlvIG1lIHF1ZWRvIGNvbiDDqWwu
3VkAAQ,,VGFrZSBpdCB3aXRoIHlvdS4=,,,,,U2ltLCBwb2RlIGZpY2FyIGNvbSBlbGUu,,U8OtLCBwdWVkZXMgcXVlZGFydGUgY29uIMOpbC4=
3lkAAQ,,W0JsYWRlXQpVbmRlcnN0b29kLiBXZWxsIHRoZW4uLi4gSSBob3BlIHdlIGNhbiBtZWV0IGFnYWluLg==,,,,,W0J1cmxlZF0KRW50ZW5kaWRvLiBFbnTDo28uLi4gZXNwZXJvIHBvZGVyIHRlIHZlciBub3ZhbWVudGUgZGEgcHLDs3hpbWEgdmV6Lg==,,W0J1cmxlZF0KRW50ZW5kaWRvLiBFbnRvbmNlcy4uLiBlc3Blcm8gcG9kZXIgdmVydGUgbnVldmFtZW50ZSBsYSBwcsOzeGltYSB2ZXou
31kAAQ,,UnVuZSBEZXZpY2U=,,,,,QXBhcmF0byBSw7puaWNv,,QXBhcmF0byBSw7puaWNv
4FkAAQ,,VGhlcmUgaXMgYSBkZXZpY2UgdGhhdCBmYWludGx5IGVtYW5hdGVzIG1hZ2ljYWwgcG93ZXIuCkl0IGxvb2tzIGp1c3QgbGlrZSB0aGUgb3RoZXJzIG5lYXJieSwgYnV0IG9ubHkgdGhpcyBkZXZpY2UgZW1pdHMgbWFnaWNhbCBwb3dlci4KSXQgaXMgbWFnaWNhbCBwb3dlciB0aGF0IHNlZW1zIGhpZGRlbiBzbyBhcyBub3QgdG8gYmUgZWFzaWx5IHJldmVhbGVkLg==,,,,,RXNzYSBwZWRyYSBlbWFuYSB1bWEgZW5lcmdpYSBkaWZlcmVudGUuCk7Do28gcGFyZWNlIHNlciBjb21vIGFzIG91dHJhcy4KRXNzYSBmb3LDp2EgbcOhZ2ljYSBuw6NvIHNlcsOhIHJldmVsYWRhIGZhY2lsbWVudGUu,,RXN0YSBwaWVkcmEgZW1hbmEgdW5hIGVuZXJnw61hIGRpZmVyZW50ZS4KTm8gcGFyZWNlIHNlciBjb21vIGxhcyBvdHJhcy4KRXN0YSBmdWVyemEgbcOhZ2ljYSBubyBzZXLDoSByZXZlbGFkYSBmw6FjaWxtZW50ZS4=
4VkAAQ,,SW52ZXN0aWdhdGUu,,,,,SW52ZXN0aWdhci4=,,SW52ZXN0aWdhci4=
4lkAAQ,,SWdub3JlIGl0Lg==,,,,,SWdub3Jhci4=,,SWdub3Jhci4=
41kAAQ,,Rm9sbG93aW5nIHRoZSBmYWludCBtYWdpY2FsIHBvd2VyIGZlbHQgZnJvbSB0aGUgcnVuZSBkZXZpY2UsIHlvdSBzZW5zZSBzb21ldGhpbmcgbGlrZSBhIHZlaWwgb24gdGhlIGlubmVyIHN1cmZhY2Ugb2YgdGhlIHJ1bmUgZGV2aWNlLg==,,,,,QW8gc2VndWlyIG8gcG9kZXIgbcOhZ2ljbywgdm9jw6ogc2VudGUgcXVlIGjDoSBhbGd1bWEgY29pc2EgZXNjb25kaWRhIGVtIHVtIG1lY2FuaXNtbyBkZSBydW5hcy4=,,QWwgc2VndWlyIGVsIHBvZGVyIG3DoWdpY28sIHNpZW50ZXMgcXVlIGhheSBhbGdvIGVzY29uZGlkbyBlbiB1biBtZWNhbmlzbW8gZGUgcnVuYXMu
5FkAAQ,,V2hlbiB5b3UgYnJpbmcgdGhlIGtleSBjbG9zZSwgaXQgZ2xvd3MgcmVkIGFuZCB0aGUgdmVpbCBkaXNhcHBlYXJzLg==,,,,,QW8gYXByb3hpbWFyIGEgY2hhdmUsIHVtYSBsdXogdmVybWVsaGEgc3VyZ2l1IGUgYSBjb3J0aW5hIGRlIGZ1bWHDp2EgZGVzYXBhcmVjZXUu,,QWwgYWNlcmNhciBsYSBsbGF2ZSwgdW5hIGx1eiByb2phIHN1cmdpw7MgeSBsYSBjb3J0aW5hIGRlIGh1bW8gZGVzYXBhcmVjacOzLg==
5VkAAQ,,QXMgdGhlIHZlaWwgd2FzIGxpZnRlZCwgdGhlIHNwYWNlIGluc2lkZSB0aGUgcnVuZSBkZXZpY2UgZGlzdG9ydGVkLCBhbmQgdGhlIGNvbmNlYWxtZW50IGlsbHVzaW9uIHZhbmlzaGVkLgpUaGUgc291cmNlIG9mIHRoZSBtYWdpYyB3YXMgYSB5ZWxsb3cgc3Vic3RhbmNlIGhpZGRlbiB3aXRoaW4u,,,,,UXVhbmRvIGEgY29ydGluYSBkZSBmdW1hw6dhIHNlIGRlc2ZleiwgbyBlc3Bhw6dvIGRlbnRybyBkbyBBcGFyYXRvIFLDum5pY28gc2UgZGlzdG9yY2V1IGUgYSBpbHVzw6NvIHVzYWRhIHBhcmEgZW5jb2JyaS1sbyBkZXNhcGFyZWNldS4KQSBmb250ZSBkYSBtYWdpYSBlcmEgdW1hIHN1YnN0w6JuY2lhIGFtYXJlbGEgZXNjb25kaWRhIGzDoSBkZW50cm8u,,Q3VhbmRvIGxhIGNvcnRpbmEgZGUgaHVtbyBzZSBkaXNpcMOzLCBlbCBlc3BhY2lvIGRlbnRybyBkZWwgQXBhcmF0byBSw7puaWNvIHNlIGRpc3RvcnNpb27DsyB5IGxhIGlsdXNpw7NuIHVzYWRhIHBhcmEgY3VicmlybG8gZGVzYXBhcmVjacOzLgpMYSBmdWVudGUgZGUgbGEgbWFnaWEgZXJhIHVuYSBzdXN0YW5jaWEgYW1hcmlsbGEgZXNjb25kaWRhIGFsbMOtIGRlbnRyby4=
5lkAAQ,,LSBZb3UgaGF2ZSBvYnRhaW5lZCBhIHllbGxvdyBrZXkgZW1pdHRpbmcgc3Ryb25nIG1hZ2ljYWwgcG93ZXIuIC0KXjRENERGRlRoZSBtb21lbnQgeW91IHBpY2tlZCB1cCB0aGUga2V5LCBhIGZpZXJjZSBzaG9jayBwaWVyY2VkIHlvdXIgbWluZCwgYW5kIGFuIGlsbHVzaW9uIG9mIGxpZ2h0IGJlZ2FuIHRvIGFwcGVhci5eMDAwMDAw,,,,,LSBWb2PDqiBjb25zZWd1aXUgYSBwb2Rlcm9zYSBDaGF2ZSBBbWFyZWxhLiAtCl40RDRERkZBbyBzZWd1cmFyIGEgY2hhdmUsIHZvY8OqIHNlbnRlIHVtIGNob3F1ZSBuYSBjYWJlw6dhLiBWb2PDqiB2w6ogdW1hIGx1eiBtdWl0byBmb3J0ZS5eMDAwMDAw,,LSBDb25zZWd1aXN0ZSBsYSBwb2Rlcm9zYSBMbGF2ZSBBbWFyaWxsYS4gLQpeNEQ0REZGQWwgc29zdGVuZXIgbGEgbGxhdmUsIHNpZW50ZXMgdW4gY2hvcXVlIGVuIGxhIGNhYmV6YS4gVmVzIHVuYSBsdXogbXV5IGZ1ZXJ0ZS5eMDAwMDAw
51kAAQ,,WW91IHdlcmUgZGl6enkgYW5kIGJsaW5kZWQsIGJ1dCB3aGVuIHlvdSBmb2N1c2VkIG9uIHRoZSBzaGltbWVyaW5nIGFmdGVyaW1hZ2Ugb2YgbGlnaHQsIGxldHRlcnMgZmxvYXRlZCB1cCBhbWlkIHRoZSBicmlsbGlhbnQgY2x1c3RlciBvZiBsaWdodC4=,,,,,QXBlc2FyIGRhIHRvbnR1cmEsIHZvY8OqIHNlIGNvbmNlbnRyYSBlIGNvbnNlZ3VlIHZlciBhbGd1bWFzIHBhbGF2cmFzIHN1cmdpbmRvLg==,,QSBwZXNhciBkZWwgbWFyZW8sIHRlIGNvbmNlbnRyYXMgeSBsb2dyYXMgdmVyIGFsZ3VuYXMgcGFsYWJyYXMgc3VyZ2llbmRvLg==
6FkAAQ,,XkIyMjIyMkkgbGVhdmUgdGhpcyBtZXNzYWdlIGJlY2F1c2UgSSBleHBlY3QgdGhlIHNlYWwgb24gdGhlIHRvd2VyIHdpbGwgbm90IGJlIGNvbXBsZXRlIGFuZCB3aWxsIG9uZSBkYXkgYmUgYnJva2VuLgpUaGUgZmFjdCB0aGF0IHlvdSBhcmUgaGVyZSBtZWFucyB0aGUgYmFycmllciBzZWFsaW5nIHRoZSBlbnRyYW5jZSBoYXMgYWxyZWFkeSBiZWVuIGJyb2tlbiBhbmQgdGhlIHNlYWwgbGlmdGVkLg==,,,,,XkIyMjIyMkV1IGVzdG91IGRlaXhhbmRvIGVzc2EgbWVuc2FnZW0gcG9ycXVlIGVzdGUgbsOjbyDDqSBvIMO6bmljbyBzZWxvLgpBIHF1ZW0gcm9tcGV1IG8gc2Vsbywgc2lnbmlmaWNhIHF1ZSBhIGJhcnJlaXJhIGRhIGVudHJhZGEgc2UgZGlzc2lwb3UgZSBvIHNlbG8gZm9pIHF1ZWJyYWRvLg==,,XkIyMjIyMkVzdG95IGRlamFuZG8gZXN0ZSBtZW5zYWplIHBvcnF1ZSBlc3RlIG5vIGVzIGVsIMO6bmljbyBzZWxsby4KQSBxdWllbiByb21wacOzIGVsIHNlbGxvLCBzaWduaWZpY2EgcXVlIGxhIGJhcnJlcmEgZGUgbGEgZW50cmFkYSBzZSBkaXNpcMOzIHkgZWwgc2VsbG8gZnVlIHJvdG8u
6VkAAQ,,XkIyMjIyMldlcmUgbm90IG1hbnkgc2FjcmlmaWNlZCBpbiB0aGUgY291cnNlIG9mIGJyZWFraW5nIHRoZSBmaXJzdCBzZWFsPyBUaGF0IHdhcyBhIHdhcm5pbmcgdG8gcHJldmVudCBmdXJ0aGVyIGFwcHJvYWNoLg==,,,,,XkIyMjIyMk7Do28gc2VpIGNvbW8gdm9jw6ogcm9tcGV1IGVzdGUgc2VsbywgbWFzIG1lIHByZW9jdXBvIGNvbSB1bWEgY29pc2EuIFNlIG8gc2VsbyBmb2kgcm9tcGlkbyDDoCBmb3LDp2EsIHRvZG9zIGVzdGFyw6NvIGV4cG9zdG9zIGFvIHBlcmlnby4gUXVhbnRvcyBqw6EgbW9ycmVyYW0/,,XkIyMjIyMk5vIHPDqSBjw7NtbyByb21waXN0ZSBlc3RlIHNlbGxvLCBwZXJvIG1lIHByZW9jdXBhIHVuYSBjb3NhLiBTaSBlbCBzZWxsbyBmdWUgcm90byBhIGxhIGZ1ZXJ6YSwgdG9kb3MgZXN0YXLDoW4gZXhwdWVzdG9zIGFsIHBlbGlncm8uIMK/Q3XDoW50b3MgaGFuIG11ZXJ0bz8=
6lkAAQ,,XkIyMjIyMlRoaXMgdG93ZXIgaXMgY29uZGVuc2VkIGZyb20gaW1tZW5zZSBtYWdpY2FsIHBvd2VyIGFuZCBjb3VudGxlc3MgdGhvdWdodHMuCkZvciB0aGUgc2FrZSBvZiB0aGUgd2lzaCBvZiBvbmUgbWFuLCB0aGUgc3Ryb25nZXN0IGFuZCBncmVhdGVzdCBhbW9uZyB0aGVtLCBJIGRlY2lkZWQgdG8gc2VhbCB0aGUgdG93ZXIuCk9mIGNvdXJzZSwgaXQgd2FzIGFsc28gYmVjYXVzZSBJIHNlbnNlZCB0aGUgZGFuZ2VyIG9mIHRoZSB0b3dlciBpdHNlbGYu,,,,,XkIyMjIyMkVzdGEgdG9ycmUgdGVtIGNvbmNlbnRyYWRhIGVtIHNpIHVtYSBncmFuZGUgZW5lcmdpYSBtYWxpZ25hLgpFbGEgZm9pIHNlbGFkYSBhcGVuYXMgcGVsYSBmb3LDp2EgZGUgdm9udGFkZSBkZSB1bWEgw7puaWNhIHBlc3NvYS4KRSBqw6Egw6kgcGVyaWdvc2EgcG9yIHNpIHPDsy4=,,XkIyMjIyMkVzdGEgdG9ycmUgdGllbmUgY29uY2VudHJhZGEgZW4gc8OtIHVuYSBncmFuIGVuZXJnw61hIG1hbGlnbmEuCkZ1ZSBzZWxsYWRhIHNvbG8gcG9yIGxhIGZ1ZXJ6YSBkZSB2b2x1bnRhZCBkZSB1bmEgc29sYSBwZXJzb25hLgpZIHlhIGVzIHBlbGlncm9zYSBwb3Igc8OtIG1pc21hLg==
61kAAQ,,XkIyMjIyMlNvIEkgcHJlcGFyZWQgdGhlIHNlYWwgb24gdGhlIHRvd2VyLi4gYW5kIGFjaGlldmVkIHNvbWUgcmVzdWx0cyBpbiBteSBvd24gd2F5LgpIb3dldmVyLCBrbm93aW5nIHRoYXQgc29tZW9uZSB3b3VsZCBzdXJlbHkgYXBwZWFyIGluIHRoZSBkaXN0YW50IGZ1dHVyZSB0byByZW1vdmUgdGhpcyBzZWFsLCBJIGxlZnQgYmVoaW5kIGEgd2FybmluZyBmb3IgdGhhdCB0aW1lLg==,,,,,XkIyMjIyMlBvciBpc3NvIG1lIGVzZm9yY2VpIHBhcmEgc2Vsw6EtbGEsIGUgY29uc2VndWkuCk1hcyBzYWJpYSBxdWUgaGF2ZXJpYSBhbGd1w6ltIHBhcmEgcm9tcGVyIG8gc2VsbywgcG9yIGlzc28gZGVpeG8gYXF1aSBvIG1ldSBhdmlzby4=,,XkIyMjIyMlBvciBlc28gbWUgZXNmb3Jjw6kgZW4gc2VsbGFybGEsIHkgbG8gbG9ncsOpLgpQZXJvIHNhYsOtYSBxdWUgaGFicsOtYSBhbGd1aWVuIHF1ZSByb21wZXLDrWEgZWwgc2VsbG8sIHBvciBlc28gZGVqbyBhcXXDrSBtaSBhZHZlcnRlbmNpYS4=
7FkAAQ,,XkIyMjIyMllldCB0aGUgZmFjdCB0aGF0IHlvdSBoYXZlIGFycml2ZWQgaGVyZSBtZWFucyB5b3Ugc2VlayB0aGUgdHJ1dGggZXZlbiB3aGlsZSBpZ25vcmluZyBhIHBvd2VyZnVsIHdhcm5pbmcuClRoZSBzZWFsIHlvdSBjaGFsbGVuZ2UgaXMgZm9yIGEgbWFuIHdobyB3YXMgYSBoZXJvIG9mIHRoZSBhZ2UgYW5kIGEgc29ycm93ZnVsIHNvdWwuClRodXMgSSBib3Jyb3dlZCBoaXMgbmFtZSB0byBuYW1lIHRoaXMgdG93ZXIgYW5kIHNlYWxlZCBoaXMgc291bCB3aXRoaW4gaXQu,,,,,XkIyMjIyMkFnb3JhIHF1ZSBvIHNlbG8gc2UgcGFydGl1LCBuw6NvIGZheiBzZW50aWRvIHBhcmFyIHBvciBhcXVpLgpTZXUgZGVzYWZpbyBzZXJpYSBlbSBub21lIGRvIGhlcsOzaSBzYWNyaWZpY2Fkby4KRGVpIG8gbm9tZSBkZWxlIGEgZXN0YSB0b3JyZSwgZSBuZWxhIGd1YXJkZWkgc2V1IGVzcMOtcml0by4=,,XkIyMjIyMkFob3JhIHF1ZSBlbCBzZWxsbyBzZSByb21wacOzLCBubyB0aWVuZSBzZW50aWRvIHBhcmFyIGFxdcOtLgpUdSBkZXNhZsOtbyBzZXLDrWEgZW4gbm9tYnJlIGRlbCBow6lyb2Ugc2FjcmlmaWNhZG8uCkxlIGRpIHN1IG5vbWJyZSBhIGVzdGEgdG9ycmUsIHkgZW4gZWxsYSBndWFyZMOpIHN1IGVzcMOtcml0dS4=
7VkAAQ,,XkIyMjIyMlNvbWV3aGVyZSBpbiB0aGlzIHRvd2VyLCBJIGxlZnQgaW5mb3JtYXRpb24gYWJvdXQgaGltIGFuZCBjcmVhdGVkIHJ1bmUgZGV2aWNlcyB0byBwcm90ZWN0IGl0LCB0byBwcmVwYXJlIGZvciB3aGF0IG1heSBoYXBwZW4gaW4gdGhlIGZ1dHVyZS4=,,,,,XkIyMjIyMk5pbmd1w6ltIGNvbnNlZ3VlIGRldGVyIGEgY3VyaW9zaWRhZGUuIEVtYm9yYSBxdWlzZXNzZSBtYW50ZXIgdHVkbyBpc3NvIGVtIHNlZ3JlZG8sIHNhYmlhIHF1ZSBhbGd1w6ltIGFjYWJhcmlhIHNhYmVuZG8uIFBvciBpc3NvIGNyaWVpIGVzdGUgYXBhcmF0byByw7puaWNvLg==,,XkIyMjIyMk5hZGllIHB1ZWRlIGRldGVuZXIgbGEgY3VyaW9zaWRhZC4gQXVucXVlIHF1ZXLDrWEgbWFudGVuZXIgdG9kbyBlc3RvIGVuIHNlY3JldG8sIHNhYsOtYSBxdWUgYWxndWllbiB0ZXJtaW5hcsOtYSBzYWJpw6luZG9sby4gUG9yIGVzbyBjcmXDqSBlc3RlIGFwYXJhdG8gcsO6bmljby4=
7lkAAQ,,XkIyMjIyMllvdSBtYXkgY2hvb3NlLiBXaWxsIHlvdSB0dXJuIGJhY2sgaGVyZSwgb3Igd2lsbCB5b3Ugc2VlayB0aGUgbWVzc2FnZSBJIGhhdmUgbGVmdCBiZWhpbmQ/,,,,,XkIyMjIyMlZvY8OqIHBvZGUgZmF6ZXIgdW1hIGVzY29saGEuIFZvbHRhciBkYXF1aSBvdSBwcm9jdXJhciBhIG1lbnNhZ2VtIHF1ZSBkZWl4ZWku,,XkIyMjIyMlB1ZWRlcyBoYWNlciB1bmEgZWxlY2Npw7NuLiBSZWdyZXNhciBkZSBhcXXDrSBvIGJ1c2NhciBlbCBtZW5zYWplIHF1ZSBkZWrDqS4=
71kAAQ,,XkIyMjIyMklmIHlvdSBzZWVrIHRoZSBtZXNzYWdlIGRlc3BpdGUgdGhlIGRhbmdlciwgdGhlbiBJIGhvcGUgeW91IHdpbGwgcHJvdmUgdGhhdCB3aGF0IEkgZXhwZXJpZW5jZWQgd2FzIG5vdCBhbiBpbGx1c2lvbi4=,,,,,XkIyMjIyMlBvciBmYXZvciwgbWUgcHJvdmUgcXVlIHR1ZG8gcXVlIHBhc3NlaSBuw6NvIGZvaSB1bWEgbWVyYSBpbHVzw6NvLg==,,XkIyMjIyMlBvciBmYXZvciwgZGVtdcOpc3RyYW1lIHF1ZSB0b2RvIGxvIHF1ZSBwYXPDqSBubyBmdWUgdW5hIG1lcmEgaWx1c2nDs24u
8FkAAQ,,VGhhdCBpcyBhbGwgaXQgc2F5cy4KVGhlIHBoYW50b20tbGlrZSBsZXR0ZXJzIHN3aXJsZWQgdG9nZXRoZXIsIHRoZW4gY29uZGVuc2VkIG9udG8gdGhlIHN1cmZhY2Ugb2YgdGhlIHllbGxvdyBrZXkgYW5kIGRpc2FwcGVhcmVkLg==,,,,,QSBtZW5zYWdlbSBhY2Fib3UuCkFzIHBhbGF2cmFzIHNlIGNvbmRlbnNhcmFtIGVtIHVtYSBmZWNoYWR1cmEgYW1hcmVsYS4=,,RWwgbWVuc2FqZSB0ZXJtaW7Dsy4KTGFzIHBhbGFicmFzIHNlIGNvbmRlbnNhcm9uIGVuIHVuIGNhbmRhZG8gYW1hcmlsbG8u
8VkAAQ,,VGhlIGtleSB0cmVtYmxlcyBmYWludGx5LCBhbmQgYSBzbGlnaHQgcG93ZXIgY2FuIGJlIGZlbHQuIExldCB1cyBnbyB3aGVyZSB0aGF0IHBvd2VyIGxlYWRzLg==,,,,,QSBjaGF2ZSB2aWJyYSBsZXZlbWVudGUgZSB1bWEgZm9yw6dhIGZyYWNhIHBvZGUgc2VyIHNlbnRpZGEuIFZhbW9zIHBhcmEgbyBsdWdhciBwYXJhIG9uZGUgZXNzYSBmb3LDp2EgbGV2YS4=,,TGEgbGxhdmUgdmlicmEgbGlnZXJhbWVudGUgeSBzZSBzaWVudGUgdW5hIGZ1ZXJ6YSBkw6liaWwuIFZheWFtb3MgYWwgbHVnYXIgaGFjaWEgZG9uZGUgZXNhIGZ1ZXJ6YSBsbGV2YS4=
8lkAAQ,,SXQgc2VlbXMgaW1wb3NzaWJsZSB0byBicmVhayB0aGUgdmVpbCB3aXRoIHRoZSB3ZWFwb24geW91IGN1cnJlbnRseSBoYXZlLgpBIHdlYXBvbiB3aXRoIGdyZWF0ZXIgcG93ZXIgaXMgbmVlZGVkLg==,,,,,Vm9jw6ogbsOjbyBwb2RlIHJvbXBlciBvIHNlbG8gY29tIGEgYXJtYSBxdWUgZXN0w6EgcG9ydGFuZG8gYWdvcmEuClZvY8OqIHByZWNpc2EgZGUgdW1hIGFybWEgZGUgbsOtdmVsIG1haW9yLg==,,Tm8gcHVlZGVzIHJvbXBlciBlbCBzZWxsbyBjb24gZWwgYXJtYSBxdWUgbGxldmFzIGFob3JhLgpOZWNlc2l0YXMgdW4gYXJtYSBkZSBtYXlvciBuaXZlbC4=
81kAAQ,,VGhlIG1hZ2ljYWwgcG93ZXIgZmVsdCBmcm9tIHRoZSBydW5lIGRldmljZSBpcyB1bnNldHRsaW5nLCBidXQgaXQgZG9lcyBub3Qgc2VlbSBuZWNlc3NhcnkgdG8gaW52ZXN0aWdhdGUgaXQgZnVydGhlci4=,,,,,Vm9jw6ogc2VudGUgYWxnbyBtw6FnaWNvIG5vIGFwYXJhdG8gcsO6bmljbywgbWFzIGFjaGEgcXVlIG7Do28gcHJlY2lzYSBpbnZlc3RpZ2FyLg==,,U2llbnRlcyBhbGdvIG3DoWdpY28gZW4gZWwgYXBhcmF0byByw7puaWNvLCBwZXJvIGNyZWVzIHF1ZSBubyBuZWNlc2l0YXMgaW52ZXN0aWdhci4=
9FkAAQ,,RXZlcnl0aGluZyB0aGF0IGNhbiBiZSBvYnRhaW5lZCBmcm9tIHRoaXMgcnVuZSBkZXZpY2UgaGFzIGFscmVhZHkgYmVlbiBhY3F1aXJlZC4=,,,,,Vm9jw6ogasOhIGNvbnNlZ3VpdSB0dWRvIG8gcXVlIHBvZGlhIGRlc3RlIEFwYXJhdG8gUsO6bmljby4=,,WWEgaGFzIGNvbnNlZ3VpZG8gdG9kbyBsbyBxdWUgcG9kw61hcyBkZSBlc3RlIEFwYXJhdG8gUsO6bmljby4=
9VkAAQ,,WW91IGNhbiBmZWVsIGEgZmFpbnQgbWFnaWNhbCBwb3dlciB0aGF0IHNlZW1zIHRvIGhhdmUgYmVlbiBmb3JjaWJseSBjb25jZWFsZWQuIEJ1dCBpdCBzZWVtcyB5b3UgZG8gbm90IGhhdmUgYW55dGhpbmcgdGhhdCBjYW4gZXJhc2UgdGhlIG1hZ2ljLg==,,,,,LSBWb2PDqiBzZW50ZSBhbGd1bWEgbWFnaWEgbm8gYXBhcmF0by4gLQ==,,LSBTaWVudGVzIGFsZ28gZGUgbWFnaWEgZW4gZWwgYXBhcmF0by4gLQ==
9lkAAQ,,WW91IGNhbiBmZWVsIGEgZmFpbnQgbWFnaWNhbCBwb3dlciB0aGF0IHNlZW1zIHRvIGhhdmUgYmVlbiBmb3JjaWJseSBjb25jZWFsZWQuIFdoZW4geW91IGJyaW5nIHRoZSB5ZWxsb3cga2V5IGNsb3NlLCBpdCBnbG93cyBmYWludGx5IGFuZCB0aGUgdmVpbCBkaXNhcHBlYXJzLg==,,,,,LSBWZW5kbyBkZSBwZXJ0bywgdm9jw6ogbm90YSB1bWEgdGVsYS4gLQ==,,LSBWaWVuZG8gZGUgY2VyY2EsIG5vdGFzIHVuYSBwYW50YWxsYS4gLQ==
91kAAQ,,V2hlbiB5b3UgZXhhbWluZSB0aGUgZGV2aWNlLCBhbiBvbGQsIHNtYWxsIHNjcmVlbiBhcHBlYXJzLgpBcyB5b3UgdG91Y2ggdGhlIHNjcmVlbiwgaXQgbWFrZXMgYSAnQmVlcH4nIHNvdW5kIGFuZCB0aHJlZSBzbWFsbCBzbG90cyBhbmQgYSBudW1lcmljIGtleXBhZCBhcHBlYXIu,,,,,QW8gdG9jYXIgbm8gcGFpbmVsLCB2b2PDqiBvdXZlIHVtIHNvbSBkZSBiaXBlLgpBcGFyZWNlbSB0csOqcyBwYWluw6lpcyBwZXF1ZW5vcyBlIHVtIHRlY2xhZG8gbnVtw6lyaWNvLg==,,QWwgdG9jYXIgZWwgcGFuZWwsIGVzY3VjaGFzIHVuIHNvbmlkbyBkZSBiaXAuCkFwYXJlY2VuIHRyZXMgcGFuZWxlcyBwZXF1ZcOxb3MgeSB1biB0ZWNsYWRvIG51bcOpcmljby4=
+FkAAQ,,SXQgc2VlbXMgeW91IG5lZWQgdG8gZW50ZXIgYSB0aHJlZS1kaWdpdCBudW1iZXIuClRoZXJlIGlzIG5vICcwJyBvbiB0aGUga2V5cGFkIHRoYXQgYXBwZWFyZWQuCldoZW4geW91IGVudGVyIDExMSwgYW4gZXJyb3Igb2NjdXJzLiBJdCBzZWVtcyBkdXBsaWNhdGUgbnVtYmVycyBjYW5ub3QgYmUgZW50ZXJlZC4=,,,,,LSBQYXJlY2UgcXVlIMOpIHByZWNpc28gY29sb2NhciB0csOqcyBuw7ptZXJvcy4gLQotIE7Do28gaMOhIHplcm8gbm8gdGVjbGFkby4gLQotIEFvIGluc2VyaXIgJzExMScsIGFwYXJlY2UgdW0gZXJyby4gT3MgbsO6bWVyb3MgbsOjbyBwb2RlbSBzZXIgcmVwZXRpZG9zLiAt,,LSBQYXJlY2UgcXVlIGhheSBxdWUgcG9uZXIgdHJlcyBuw7ptZXJvcy4gLQotIE5vIGhheSBjZXJvIGVuIGVsIHRlY2xhZG8uIC0KLSBBbCBpbnNlcnRhciAnMTExJywgYXBhcmVjZSB1biBlcnJvci4gTG9zIG7Dum1lcm9zIG5vIHNlIHB1ZWRlbiByZXBldGlyLiAt
+VkAAQ,,QmVlcC0KQW4gZXJyb3IgaGFzIG9jY3VycmVkLg==,,,,,KkJpcCoKLSBFc3NlIHNvbSBpbmRpY2EgZXJyby4gLQ==,,KkJpcCoKLSBFc2Ugc29uaWRvIGluZGljYSBlcnJvci4gLQ==
