YCMkAw,,S2VsbGFzdXM=,,,,,S2VsbGFzdXM=,,S2VsbGFzdXM=
/SMkAw,,W0tlc2hpYmlhbl0KSW4gcHVyc3VpbmcgdGhlIHRydXRoLCB5b3UgZG9uJ3QgbmVjZXNzYXJpbHkgaGF2ZSB0byBjaG9vc2UgdGhlIGFsY2hlbWlzdCBwcm9mZXNzaW9uLgpUcnV0aCBpcyBub3Qgc2luZ3VsYXIuIFlvdSBrbm93IHRoYXQgdG9vLCByaWdodD8=,,,,,W0tlc2hpYmlhbl0KQW8gYnVzY2FyIGEgdmVyZGFkZSwgdm9jw6ogbsOjbyBwcmVjaXNhIG5lY2Vzc2FyaWFtZW50ZSBlc2NvbGhlciBhIHByb2Zpc3PDo28gZGUgYWxxdWltaXN0YS4KQSB2ZXJkYWRlIG7Do28gw6kgc2luZ3VsYXIuIFZvY8OqIHRhbWLDqW0gc2FiZSBkaXNzbywgY2VydG8/,,W0tlc2hpYmlhbl0KQWwgYnVzY2FyIGxhIHZlcmRhZCwgbm8gbmVjZXNhcmlhbWVudGUgdGllbmVzIHF1ZSBlbGVnaXIgbGEgcHJvZmVzacOzbiBkZSBhbHF1aW1pc3RhLgpMYSB2ZXJkYWQgbm8gZXMgc2luZ3VsYXIuIFTDuiB0YW1iacOpbiBsbyBzYWJlcywgwr92ZXJkYWQ/
/iMkAw,,QnJ1bnNjaGVy,,,,,QnJ1bnNjaGVy,,QnJ1bnNjaGVy
/yMkAw,,W0JydW5zY2hlcl0KT29ofiBJJ20gZHJ1bmt+IEdvb2R+ISBSYXRoZXIgdGhhbiBzdHJ1Z2dsaW5nIHdpdGggdXNlbGVzcyBrbm93bGVkZ2UgeW91IGNhbid0IGV2ZW4gdXNlLAppdCdzIHdpc2VyIHRvIGp1c3QgcGxheSEgWWVwLCB0aGF0J3MgcmlnaHQu,,,,,W0JydW5zY2hlcl0KT29ofiBFc3RvdSBiw6piYWRvfiBCb21+ISBFbSB2ZXogZGUgbHV0YXIgY29tIGNvbmhlY2ltZW50byBpbsO6dGlsIHF1ZSB2b2PDqiBuZW0gcG9kZSB1c2FyLArDqSBtYWlzIHPDoWJpbyBhcGVuYXMgc2UgZGl2ZXJ0aXIhIFNpbSwgaXNzbyBtZXNtby4=,,W0JydW5zY2hlcl0KT29ofiBFc3RveSBib3JyYWNob34gwqFCaWVufiEgRW4gbHVnYXIgZGUgbHVjaGFyIGNvbiBjb25vY2ltaWVudG8gaW7DunRpbCBxdWUgbmkgc2lxdWllcmEgcHVlZGVzIHVzYXIsCsKhZXMgbcOhcyBzYWJpbyBzaW1wbGVtZW50ZSBkaXZlcnRpcnNlISBTw60sIGVzbyBlcy4=
ACQkAw,,W0JydW5zY2hlcl0KSHVoPyBZb3Ugd2VyZSBzZW50IGJ5IHRoYXQgS2VzaGliaWFuIGZlbGxvdz8gVGhhdCBndXkgcmVhbGx5IGRvZXNuJ3QgdW5kZXJzdGFuZCBhIHdvcmQuCklzIGhlIHRoYXQgZm9uZCBvZiBhY2N1bXVsYXRpbmcgdXNlbGVzcyBrbm93bGVkZ2U/IFdlbGwsIG5vdCB0aGF0IEkgY2FyZS4=,,,,,W0JydW5zY2hlcl0KSMOjPyBWb2PDqiBmb2kgZW52aWFkbyBwb3IgYXF1ZWxlIHN1amVpdG8gS2VzaGliaWFuPyBBcXVlbGUgY2FyYSByZWFsbWVudGUgbsOjbyBlbnRlbmRlIHVtYSBwYWxhdnJhLgpFbGUgZ29zdGEgdGFudG8gZGUgYWN1bXVsYXIgY29uaGVjaW1lbnRvIGluw7p0aWw/IEJlbSwgbsOjbyBxdWUgZXUgbWUgaW1wb3J0ZS4=,,W0JydW5zY2hlcl0Kwr9FaD8gwr9GdWlzdGUgZW52aWFkbyBwb3IgZXNlIHRpcG8sIEtlc2hpYmlhbj8gRXNlIHRpcG8gcmVhbG1lbnRlIG5vIGVudGllbmRlIHVuYSBwYWxhYnJhLgrCv0xlIGd1c3RhIHRhbnRvIGFjdW11bGFyIGNvbm9jaW1pZW50byBpbsO6dGlsPyBCdWVubywgbm8gZXMgcXVlIG1lIGltcG9ydGUu
ASQkAw,,W0JydW5zY2hlcl0KSSdsbCB0ZWFjaCB5b3UgdmVyeSBzaW1wbHkuIFllYWgsIGp1c3QgdGhlIG1haW4gcG9pbnRzIGJyaWVmbHkuCllvdSB3YW50IHRvIGxlYXJuIGFib3V0IF5GRjAwMDBSZXN1cnJlY3Rpb24gSG9tdW5jdWx1c14wMDAwMDAsIHJpZ2h0Pw==,,,,,W0JydW5zY2hlcl0KVm91IGVuc2luYXItbGhlIGRlIGZvcm1hIGJlbSBzaW1wbGVzLiBTaW0sIGFwZW5hcyBvcyBwb250b3MgcHJpbmNpcGFpcyBicmV2ZW1lbnRlLgpWb2PDqiBxdWVyIGFwcmVuZGVyIHNvYnJlIF5GRjAwMDBSZXNzdXJyZWnDp8OjbyBkZSBIb23Dum5jdWxvXjAwMDAwMCwgY2VydG8/,,W0JydW5zY2hlcl0KVGUgZW5zZcOxYXLDqSBkZSBmb3JtYSBtdXkgc2VuY2lsbGEuIFPDrSwgc29sbyBsb3MgcHVudG9zIHByaW5jaXBhbGVzIGJyZXZlbWVudGUuClF1aWVyZXMgYXByZW5kZXIgc29icmUgXkZGMDAwMFJlc3VycmVjY2nDs24gZGUgSG9tw7puY3Vsb14wMDAwMDAsIMK/dmVyZGFkPw==
AiQkAw,,W0JydW5zY2hlcl0KUmVzdXJyZWN0aW9uIEhvbXVuY3VsdXMsIGl0IHJldml2ZXMgYSBob211bmN1bHVzIHRoYXQgaGFzIGZhbGxlbiBpbnRvIGEgZHlpbmcgc3RhdGUsCm1lYW5pbmcgaXQncyBhIHNraWxsIHRoYXQgbGV0cyB5b3UgZ2V0IGEgaG9tdW5jdWx1cyB3aG9zZSBIUCBoYXMgZHJvcHBlZCB0byAwIG1vdmluZyBhZ2FpbiE=,,,,,W0JydW5zY2hlcl0KUmVzc3VycmVpw6fDo28gZGUgSG9tw7puY3VsbywgcmV2aXZlIHVtIGhvbcO6bmN1bG8gcXVlIGNhaXUgZW0gZXN0YWRvIG1vcmlidW5kbywKb3Ugc2VqYSwgw6kgdW1hIGhhYmlsaWRhZGUgcXVlIHBlcm1pdGUgcXVlIHZvY8OqIGZhw6dhIHVtIGhvbcO6bmN1bG8gY3VqbyBIUCBjaGVnb3UgYSAwIHNlIG1vdmVyIG5vdmFtZW50ZSE=,,W0JydW5zY2hlcl0KUmVzdXJyZWNjacOzbiBkZSBIb23Dum5jdWxvLCByZXZpdmUgYSB1biBob23Dum5jdWxvIHF1ZSBoYSBjYcOtZG8gZW4gZXN0YWRvIG1vcmlidW5kbywKZXMgZGVjaXIsIMKhZXMgdW5hIGhhYmlsaWRhZCBxdWUgdGUgcGVybWl0ZSBoYWNlciBxdWUgdW4gaG9tw7puY3VsbyBjdXlvIEhQIGhhIGxsZWdhZG8gYSAwIHNlIG11ZXZhIG51ZXZhbWVudGUh
AyQkAw,,W0JydW5zY2hlcl0KSXQncyBhIGxldmVsIDUgbWFzdGVyIHNraWxsLCBhbmQgaXQncyB0aGUgbGFzdCBob211bmN1bHVzLXJlbGF0ZWQgc2tpbGwgeW91IGNhbiBsZWFybi4KR290IHRoYXQ/,,,,,W0JydW5zY2hlcl0Kw4kgdW1hIGhhYmlsaWRhZGUgbWVzdHJlIGRlIG7DrXZlbCA1LCBlIMOpIGEgw7psdGltYSBoYWJpbGlkYWRlIHJlbGFjaW9uYWRhIGEgaG9tw7puY3Vsb3MgcXVlIHZvY8OqIHBvZGUgYXByZW5kZXIuCkVudGVuZGV1Pw==,,W0JydW5zY2hlcl0KRXMgdW5hIGhhYmlsaWRhZCBtYWVzdHJhIGRlIG5pdmVsIDUsIHkgZXMgbGEgw7psdGltYSBoYWJpbGlkYWQgcmVsYWNpb25hZGEgY29uIGhvbcO6bmN1bG9zIHF1ZSBwdWVkZXMgYXByZW5kZXIuCsK/RW50ZW5kaWRvPw==
BCQkAw,,W0JydW5zY2hlcl0KVGhlcmUsIHRoYXQncyBpdC4gQW55d2F5LCBiZWZvcmUgeW91IGxlYXJuIHRoZSBiYXNpY3Mgb2YgaG9tdW5jdWxpIGZyb20gdGhhdCBLZWxsYXN1cyBmZWxsb3csCmZvcmdldCByZXZpdmluZyBhIGRlYWQgaG9tdW5jdWx1cywgeW91IGNhbid0IGV2ZW4gY3JlYXRlIG9uZSE=,,,,,W0JydW5zY2hlcl0KUHJvbnRvLCDDqSBpc3NvLiBEZSBxdWFscXVlciBmb3JtYSwgYW50ZXMgZGUgYXByZW5kZXIgbyBiw6FzaWNvIHNvYnJlIGhvbcO6bmN1bG9zIGNvbSBhcXVlbGUgc3VqZWl0byBLZWxsYXN1cywKZXNxdWXDp2EgcmV2aXZlciB1bSBob23Dum5jdWxvIG1vcnRvLCB2b2PDqiBuw6NvIHBvZGUgbmVtIGNyaWFyIHVtIQ==,,W0JydW5zY2hlcl0KQWjDrSBlc3TDoSwgZXNvIGVzIHRvZG8uIERlIHRvZGFzIGZvcm1hcywgYW50ZXMgZGUgYXByZW5kZXIgbG8gYsOhc2ljbyBzb2JyZSBob23Dum5jdWxvcyBkZSBlc2UgdGlwbyBLZWxsYXN1cywKwqFvbHbDrWRhdGUgZGUgcmV2aXZpciBhIHVuIGhvbcO6bmN1bG8gbXVlcnRvLCBuaSBzaXF1aWVyYSBwdWVkZXMgY3JlYXIgdW5vIQ==
BSQkAw,,W0JydW5zY2hlcl0KQnV0IHRoYXQgTXIuIEtlbGxhc3VzIGhhcyBhYnNvbHV0ZWx5IG5vIGludGVudGlvbiBvZiB0ZWFjaGluZyBwZW9wbGUgdGhvc2UgYmFzaWNzIQpTbyBzb29uLCB0aGlzIGtub3dsZWRnZSBJIGhhdmUgd2lsbCBhbHNvIGJlIGRlYWQga25vd2xlZGdlfiBUaGF0J3Mgd2hhdCBJJ20gc2F5aW5nLg==,,,,,W0JydW5zY2hlcl0KTWFzIGFxdWVsZSBTci4gS2VsbGFzdXMgbsOjbyB0ZW0gYWJzb2x1dGFtZW50ZSBuZW5odW1hIGludGVuw6fDo28gZGUgZW5zaW5hciBlc3NlcyBmdW5kYW1lbnRvcyDDoHMgcGVzc29hcyEKRW50w6NvIGxvZ28sIGVzc2UgY29uaGVjaW1lbnRvIHF1ZSB0ZW5obyB0YW1iw6ltIHNlcsOhIGNvbmhlY2ltZW50byBtb3J0b34gw4kgbyBxdWUgZXN0b3UgZGl6ZW5kby4=,,W0JydW5zY2hlcl0KwqFQZXJvIGVzZSBTci4gS2VsbGFzdXMgbm8gdGllbmUgYWJzb2x1dGFtZW50ZSBuaW5ndW5hIGludGVuY2nDs24gZGUgZW5zZcOxYXJsZSBlc29zIGZ1bmRhbWVudG9zIGEgbGEgZ2VudGUhCkFzw60gcXVlIHByb250bywgZXN0ZSBjb25vY2ltaWVudG8gcXVlIHRlbmdvIHRhbWJpw6luIHNlcsOhIGNvbm9jaW1pZW50byBtdWVydG9+IEVzIGxvIHF1ZSBlc3RveSBkaWNpZW5kby4=
BiQkAw,,W0JydW5zY2hlcl0KVGNoLiBJJ3ZlIHJhbWJsZWQgb24gYWJvdXQgdXNlbGVzcyB0aGluZ3MuCkFueXdheSwgdGhhdCdzIGFsbCBJIGNhbiBkbyBmb3IgeW91LiBJdCdzIGtub3dsZWRnZSB5b3UgY2FuJ3QgZXZlbiB1c2UgYW55d2F5LApzbyBkb24ndCBiZSBoYXBweSB5b3UgbGVhcm5lZCBpdC4=,,,,,W0JydW5zY2hlcl0KVHNjLiBEaXZhZ3VlaSBzb2JyZSBjb2lzYXMgaW7DunRlaXMuCkRlIHF1YWxxdWVyIGZvcm1hLCBpc3NvIMOpIHR1ZG8gcXVlIHBvc3NvIGZhemVyIHBvciB2b2PDqi4gw4kgY29uaGVjaW1lbnRvIHF1ZSB2b2PDqiBuZW0gcG9kZSB1c2FyIGRlIHF1YWxxdWVyIG1hbmVpcmEsCmVudMOjbyBuw6NvIGZpcXVlIGZlbGl6IHBvciB0ZXIgYXByZW5kaWRvLg==,,W0JydW5zY2hlcl0KVGNoLiBIZSBkaXZhZ2FkbyBzb2JyZSBjb3NhcyBpbsO6dGlsZXMuCkRlIHRvZGFzIGZvcm1hcywgZXNvIGVzIHRvZG8gbG8gcXVlIHB1ZWRvIGhhY2VyIHBvciB0aS4gRXMgY29ub2NpbWllbnRvIHF1ZSBuaSBzaXF1aWVyYSBwdWVkZXMgdXNhciBkZSB0b2RhcyBtYW5lcmFzLAphc8OtIHF1ZSBubyBlc3TDqXMgZmVsaXogZGUgaGFiZXJsbyBhcHJlbmRpZG8u
ByQkAw,,W0JydW5zY2hlcl0KTm93IGdvIGF3YXkuIEkgaGF2ZSB0byBrZWVwIGRyaW5raW5nLiBJIHJlYWxseSBjYW4ndCBzdGFuZCBpdCB3aXRob3V0IGRyaW5raW5nLi4uIHRjaC4=,,,,,W0JydW5zY2hlcl0KQWdvcmEgdsOhIGVtYm9yYS4gUHJlY2lzbyBjb250aW51YXIgYmViZW5kby4gUmVhbG1lbnRlIG7Do28gc3Vwb3J0byBmaWNhciBzZW0gYmViZXIuLi4gdHNjLg==,,W0JydW5zY2hlcl0KQWhvcmEgdmV0ZS4gVGVuZ28gcXVlIHNlZ3VpciBiZWJpZW5kby4gUmVhbG1lbnRlIG5vIHNvcG9ydG8gZXN0YXIgc2luIGJlYmVyLi4uIHRjaC4=
CCQkAw,,W0JydW5zY2hlcl0KSG1waC4gVGhlcmUncyBubyBuZWVkIHRvIGxlYXJuIHN1Y2ggdXNlbGVzcyBrbm93bGVkZ2UgeW91IGNhbid0IGV2ZW4gdXNlLgpEbyB5b3Uga25vdyBob3cgcGFpbmZ1bCBpdCBpcyB0byBub3QgYmUgYWJsZSB0byB1c2Uga25vd2xlZGdlIHRoYXQncyBtZWFudCB0byBiZSB1c2VkPwpEb24ndCBvdmVyZG8gaXQsIGdpdmUgdXAu,,,,,W0JydW5zY2hlcl0KSG1waC4gTsOjbyBow6EgbmVjZXNzaWRhZGUgZGUgYXByZW5kZXIgdGFsIGNvbmhlY2ltZW50byBpbsO6dGlsIHF1ZSB2b2PDqiBuZW0gcG9kZSB1c2FyLgpWb2PDqiBzYWJlIGNvbW8gw6kgZG9sb3Jvc28gbsOjbyBwb2RlciB1c2FyIG8gY29uaGVjaW1lbnRvIHF1ZSBkZXZlcmlhIHNlciB1c2Fkbz8KTsOjbyBleGFnZXJlLCBkZXNpc3RhLg==,,W0JydW5zY2hlcl0KSG1waC4gTm8gaGF5IG5lY2VzaWRhZCBkZSBhcHJlbmRlciB0YWwgY29ub2NpbWllbnRvIGluw7p0aWwgcXVlIG5pIHNpcXVpZXJhIHB1ZWRlcyB1c2FyLgrCv1NhYmVzIGxvIGRvbG9yb3NvIHF1ZSBlcyBubyBwb2RlciB1c2FyIGVsIGNvbm9jaW1pZW50byBxdWUgZGViZXLDrWEgc2VyIHVzYWRvPwpObyB0ZSBleGNlZGFzLCByw61uZGV0ZS4=
CSQkAw,,W0JydW5zY2hlcl0KTGV0J3MgcGFydHl+IHBhcnR5fiBXaGlsZSB3ZSdyZSB5b3VuZ34gQ2FuJ3QgcGFydHkgd2hlbiB3ZSdyZSBvbGR+Li4uIGhpYy4KVGFzdHkgZHJpbmsh,,,,,W0JydW5zY2hlcl0KVmFtb3MgZmVzdGVqYXJ+IGZlc3RlamFyfiBFbnF1YW50byBzb21vcyBqb3ZlbnN+IE7Do28gcG9kZW1vcyBmZXN0ZWphciBxdWFuZG8gZm9ybW9zIHZlbGhvc34uLi4gaGljLgpCZWJpZGEgc2Fib3Jvc2Eh,,W0JydW5zY2hlcl0KwqFWYW1vcyBkZSBmaWVzdGF+IGZpZXN0YX4gTWllbnRyYXMgc29tb3MgasOzdmVuZXN+IE5vIHNlIHB1ZWRlIGlyIGRlIGZpZXN0YSBjdWFuZG8gc2VhbW9zIHZpZWpvc34uLi4gaGlwLgrCoUJlYmlkYSBzYWJyb3NhIQ==
CiQkAw,,S29yaW5n,,,,,S29yaW5n,,S29yaW5n
CyQkAw,,W0tvcmluZ10KTXkgZmF0aGVyIGlzIGEgZ3JlYXQgYWxjaGVtaXN0LiBIZSdzIG11Y2ggbW9yZSBrbm93bGVkZ2VhYmxlIHRoYW4gYW55b25lIGFuZCBtb3JlIHJpZ2h0IHRoYW4gYW55b25lIQ==,,,,,W0tvcmluZ10KTWV1IHBhaSDDqSB1bSBncmFuZGUgYWxxdWltaXN0YS4gRWxlIMOpIG11aXRvIG1haXMgY29uaGVjZWRvciBkbyBxdWUgcXVhbHF1ZXIgdW0gZSBtYWlzIGNlcnRvIGRvIHF1ZSBxdWFscXVlciB1bSE=,,W0tvcmluZ10KTWkgcGFkcmUgZXMgdW4gZ3JhbiBhbHF1aW1pc3RhLiDCoUVzIG11Y2hvIG3DoXMgY29ub2NlZG9yIHF1ZSBjdWFscXVpZXJhIHkgbcOhcyBjb3JyZWN0byBxdWUgY3VhbHF1aWVyYSE=
DCQkAw,,W0tvcmluZ10KQnV0IHRoZXNlIGRheXMsIG15IGZhdGhlciBpcyBxdWl0ZSBkb3duLiBXaGF0IG9uIGVhcnRoIGhhcHBlbmVkLi4uCkhlIGRpZG4ndCBsb29rIHRoYXQgaGVscGxlc3MgZXZlbiB3aGVuIEkgd2FzIHNpY2su,,,,,W0tvcmluZ10KTWFzIHVsdGltYW1lbnRlLCBtZXUgcGFpIGVzdMOhIGJhc3RhbnRlIGRlc2FuaW1hZG8uIE8gcXVlIHRlcsOhIGFjb250ZWNpZG8uLi4KRWxlIG7Do28gcGFyZWNpYSB0w6NvIGRlc2FtcGFyYWRvIGFzc2ltIG5lbSBxdWFuZG8gZXUgZXN0YXZhIGRvZW50ZS4=,,W0tvcmluZ10KUGVybyDDumx0aW1hbWVudGUsIG1pIHBhZHJlIGVzdMOhIGJhc3RhbnRlIGRlc2FuaW1hZG8uIMK/UXXDqSBoYWJyw6EgcGFzYWRvLi4uCk5vIHNlIHZlw61hIHRhbiBpbXBvdGVudGUgbmkgc2lxdWllcmEgY3VhbmRvIHlvIGVzdGFiYSBlbmZlcm1vLg==
DSQkAw,,W0tvcmluZ10KSGUgd2FzIGFtYXppbmcgd2hlbiBJIHdhcyBzaWNrLiBIZSBkaWRuJ3QgY3J5LCBidXQgaGUgbG9va2VkIGxpa2UgaGUgcmVhbGx5IHdvdWxkLgpIZSBoZWxkIG15IGhhbmQgdGlnaHRseSwgc2F5aW5nIGhlIGNvdWxkbid0IGxldCBtZSBkaWUsIGFuZCB0b29rIG1lIGhlcmUgYW5kIHRoZXJlIGZvciB0cmVhdG1lbnQuLi4=,,,,,W0tvcmluZ10KRWxlIGZvaSBpbmNyw612ZWwgcXVhbmRvIGV1IGVzdGF2YSBkb2VudGUuIEVsZSBuw6NvIGNob3JvdSwgbWFzIHBhcmVjaWEgcXVlIHJlYWxtZW50ZSBpcmlhLgpFbGUgc2VndXJvdSBtaW5oYSBtw6NvIGNvbSBmb3LDp2EsIGRpemVuZG8gcXVlIG7Do28gcG9kaWEgbWUgZGVpeGFyIG1vcnJlciwgZSBtZSBsZXZvdSBhcXVpIGUgYWxpIHBhcmEgdHJhdGFtZW50by4uLg==,,W0tvcmluZ10KRnVlIGluY3Jlw61ibGUgY3VhbmRvIGVzdHV2ZSBlbmZlcm1vLiBObyBsbG9yw7MsIHBlcm8gcGFyZWPDrWEgcXVlIHJlYWxtZW50ZSBsbyBoYXLDrWEuCk1lIHRvbcOzIGxhIG1hbm8gY29uIGZ1ZXJ6YSwgZGljaWVuZG8gcXVlIG5vIHBvZMOtYSBkZWphcm1lIG1vcmlyLCB5IG1lIGxsZXbDsyBkZSBhcXXDrSBwYXJhIGFsbMOhIHBhcmEgcmVjaWJpciB0cmF0YW1pZW50by4uLg==
DiQkAw,,W0tvcmluZ10KSSdtIGdvaW5nIHRvIGJlY29tZSBhIHdvbmRlcmZ1bCBhZHVsdCBsaWtlIG15IGZhdGhlciEgQSBncmVhdCBhbGNoZW1pc3Qgb3V0c2lkZSwKYW5kIGEgbG92aW5nLCB3b25kZXJmdWwgaGVhZCBvZiB0aGUgaG91c2Vob2xkIGluc2lkZS4uLiBNeSBkYWQgcmVhbGx5IGlzIHRoZSBiZXN0LCByaWdodD8gSHVoPyBSaWdodD8=,,,,,W0tvcmluZ10KRXUgdm91IG1lIHRvcm5hciB1bSBhZHVsdG8gbWFyYXZpbGhvc28gY29tbyBtZXUgcGFpISBVbSBncmFuZGUgYWxxdWltaXN0YSBsw6EgZm9yYSwKZSB1bSBjaGVmZSBkZSBmYW3DrWxpYSBhbW9yb3NvIGUgbWFyYXZpbGhvc28gZW0gY2FzYS4uLiBNZXUgcGFpIMOpIHJlYWxtZW50ZSBvIG1lbGhvciwgY2VydG8/IEhlaW4/IENlcnRvPw==,,W0tvcmluZ10KwqFWb3kgYSBjb252ZXJ0aXJtZSBlbiB1biBhZHVsdG8gbWFyYXZpbGxvc28gY29tbyBtaSBwYWRyZSEgVW4gZ3JhbiBhbHF1aW1pc3RhIGZ1ZXJhIGRlIGNhc2EsCnkgdW4gamVmZSBkZSBmYW1pbGlhIGFtb3Jvc28geSBtYXJhdmlsbG9zbyBlbiBjYXNhLi4uIE1pIHBhcMOhIGVzIHJlYWxtZW50ZSBlbCBtZWpvciwgwr92ZXJkYWQ/IMK/RWg/IMK/VmVyZGFkPw==
DyQkAw,,W0tvcmluZ10KRWhlLi4uIEFueXdheSwgZXZlbiB0aG91Z2ggbXkgZmF0aGVyIGlzIGRvd24gbm93LApJIHRoaW5rIGhlJ2xsIHNvb24gcmV0dXJuIHRvIGhpcyBmb3JtZXIgZW5lcmdldGljIHNlbGYu,,,,,W0tvcmluZ10KRWhlLi4uIERlIHF1YWxxdWVyIGZvcm1hLCBtZXNtbyBxdWUgbWV1IHBhaSBlc3RlamEgZGVzYW5pbWFkbyBhZ29yYSwKYWNobyBxdWUgZWxlIGxvZ28gcmV0b3JuYXLDoSBhbyBzZXUgYW50aWdvIGV1IGVuw6lyZ2ljby4=,,W0tvcmluZ10KRWhlLi4uIERlIHRvZGFzIGZvcm1hcywgYXVucXVlIG1pIHBhZHJlIGVzdMOhIGRlc2FuaW1hZG8gYWhvcmEsCmNyZW8gcXVlIHByb250byB2b2x2ZXLDoSBhIHNlciBlbCBkZSBhbnRlcywgbGxlbm8gZGUgZW5lcmfDrWEu
ECQkAw,,W0tvcmluZ10KQnV0IHRoZXNlIGRheXMsIG15IGZhdGhlciBpcyBxdWl0ZSBkb3duLiBXaGF0IG9uIGVhcnRoIGhhcHBlbmVkLi4uCkhlIGRpZG4ndCBsb29rIHRoYXQgaGVscGxlc3MgZXZlbiB3aGVuIEkgd2FzIHNpY2su,,,,,W0tvcmluZ10KTWFzIHVsdGltYW1lbnRlLCBtZXUgcGFpIGVzdMOhIGJhc3RhbnRlIGRlc2FuaW1hZG8uIE8gcXVlIHRlcsOhIGFjb250ZWNpZG8uLi4KRWxlIG7Do28gcGFyZWNpYSB0w6NvIGRlc2FtcGFyYWRvIGFzc2ltIG5lbSBxdWFuZG8gZXUgZXN0YXZhIGRvZW50ZS4=,,W0tvcmluZ10KUGVybyDDumx0aW1hbWVudGUsIG1pIHBhZHJlIGVzdMOhIGJhc3RhbnRlIGRlc2FuaW1hZG8uIMK/UXXDqSBoYWJyw6EgcGFzYWRvLi4uCk5vIHNlIHZlw61hIHRhbiBpbXBvdGVudGUgbmkgc2lxdWllcmEgY3VhbmRvIHlvIGVzdGFiYSBlbmZlcm1vLg==
ESQkAw,,W0tvcmluZ10KSGUgd2FzIGFtYXppbmcgd2hlbiBJIHdhcyBzaWNrLiBIZSBkaWRuJ3QgY3J5LCBidXQgaGUgbG9va2VkIGxpa2UgaGUgcmVhbGx5IHdvdWxkLgpIZSBoZWxkIG15IGhhbmQgdGlnaHRseSwgc2F5aW5nIGhlIGNvdWxkbid0IGxldCBtZSBkaWUsIGFuZCB0b29rIG1lIGhlcmUgYW5kIHRoZXJlIGZvciB0cmVhdG1lbnQuLi4=,,,,,W0tvcmluZ10KRWxlIGZvaSBpbmNyw612ZWwgcXVhbmRvIGV1IGVzdGF2YSBkb2VudGUuIEVsZSBuw6NvIGNob3JvdSwgbWFzIHBhcmVjaWEgcXVlIHJlYWxtZW50ZSBpcmlhLgpFbGUgc2VndXJvdSBtaW5oYSBtw6NvIGNvbSBmb3LDp2EsIGRpemVuZG8gcXVlIG7Do28gcG9kaWEgbWUgZGVpeGFyIG1vcnJlciwgZSBtZSBsZXZvdSBhcXVpIGUgYWxpIHBhcmEgdHJhdGFtZW50by4uLg==,,W0tvcmluZ10KRnVlIGluY3Jlw61ibGUgY3VhbmRvIGVzdHV2ZSBlbmZlcm1vLiBObyBsbG9yw7MsIHBlcm8gcGFyZWPDrWEgcXVlIHJlYWxtZW50ZSBsbyBoYXLDrWEuCk1lIHRvbcOzIGxhIG1hbm8gY29uIGZ1ZXJ6YSwgZGljaWVuZG8gcXVlIG5vIHBvZMOtYSBkZWphcm1lIG1vcmlyLCB5IG1lIGxsZXbDsyBkZSBhcXXDrSBwYXJhIGFsbMOhIHBhcmEgcmVjaWJpciB0cmF0YW1pZW50by4uLg==
EiQkAw,,W0tvcmluZ10KTXkgZGFkIGlzIHRoZSBiZXN0ISBXaGVuIEkgZ3JvdyB1cCwgSSdtIGRlZmluaXRlbHkgZ29pbmcgdG8gYmUgYSBncmVhdCBhbGNoZW1pc3QgbGlrZSBoaW0h,,,,,W0tvcmluZ10KTWV1IHBhaSDDqSBvIG1lbGhvciEgUXVhbmRvIGV1IGNyZXNjZXIsIGNvbSBjZXJ0ZXphIHNlcmVpIHVtIGdyYW5kZSBhbHF1aW1pc3RhIGNvbW8gZWxlIQ==,,W0tvcmluZ10KwqFNaSBwYXDDoSBlcyBlbCBtZWpvciEgwqFDdWFuZG8gY3JlemNhLCBkZWZpbml0aXZhbWVudGUgc2Vyw6kgdW4gZ3JhbiBhbHF1aW1pc3RhIGNvbW8gw6lsIQ==
EyQkAw,,QmVuaW5l,,,,,QmVuaW5l,,QmVuaW5l
