AElKAw,,TXVmZg==,,,,,TXVmZg==,,TWFuZ3VpdG8=
U0pKAw,,W1dvbGFdClRoZXJlLiBJdCdzIGZpbmFsbHkKZml4ZWQuIE9oIHdhaXQsIGRpZCB5b3UKc2F5IHNvbWV0aGluZyBhYm91dCBuZWVkaW5nCnNvbWUgbWVkaWNpbmU/IEkgY29tcGxldGVseQpmb3Jnb3QgYWJvdXQgdGhhdCBmb3IgYSB3aGlsZS4KV2hhdCBkaWQgeW91IHNheSBleGFjdGx5Pw==,,,,,W1dvbGFdClByb250by4gRXN0w6EgCmNvbnNlcnRhZGEuIEFoLCBlc3BlcmUsIHZvY8OqIApkaXNzZSBhbGdvIHNvYnJlIHByZWNpc2FyIGRlCnVtIHJlbcOpZGlvPyBKw6EgbWUgZXNxdWVjaQpjb21wbGV0YW1lbnRlIGRvIHF1ZSBlcmEuCk8gcXVlIHZvY8OqIGRpc3NlIG1lc21vPw==,,W1dvbGFdCkJpZW4uIFBvciBmaW4KZXN0w6EgYXJyZWdsYWRhLiBPaCBlc3BlcmEsIMK/ZGlqaXN0ZQpxdWUgbmVjZXNpdGFiYXMKbWVkaWNpbmE/IExvIG9sdmlkw6kgCnBvciBjb21wbGV0by4Kwr9RdcOpIGRpamlzdGUgZXhhY3RhbWVudGU/
VEpKAw,,V2lsbCB5b3UgZ28gb3V0IHdpdGggbWU/,,,,,UXVlciBkYXIgdW1hIHZvbHRhIGNvbWlnbz8=,,wr9TYWxkcsOtYXMgY29ubWlnbz8=
VUpKAw,,TGVibG8ncyBiYWNrIG1lZGljaW5lPw==,,,,,UHJlY2lzbyBkbyByZW3DqWRpbyBwYXJhIGFzIGNvc3RhcyBkbyBMZWJsby4=,,wr9MYSBtZWRpY2luYSBwYXJhIGxhIGVzcGFsZGEgZGUgTGVibG8/
VkpKAw,,W1dvbGFdCl42NjY2NjYqQmx1c2gqXjAwMDAwMCBCdXQgaXQncyB0b28KZWFybHkgZm9yIHVzIHRvIGp1c3QgZ28Kb24gYSBkYXRlLiBJJ20gc29ycnksIGl0J3MuLi4KSSBoYXZlIHNvbWVvbmUgaW4gbWluZC4KU3RpbGwsIEknbSBmbGF0dGVyZWQgdGhhdAp5b3UgdGhpbmsgb2YgbWUgdGhhdCB3YXku,,,,,W1dvbGFdCl42NjY2NjYqUnVib3JpemFkYSpeMDAwMDAwIE1hcyDDqSB0w6NvCmNlZG8gcGFyYSBhIGdlbnRlIHNhaXIKZW0gdW0gZW5jb250cm8uIERlc2N1bHBlLCDDqSBxdWUuLi4KSsOhIGdvc3RvIGRlIGFsZ3XDqW0uCk1hcyBmaWNvIGxpc29uamVhZGEgZGUKdm9jw6ogbWUgdmVyIGFzc2ltLg==,,W1dvbGFdCl42NjY2NjYqU2Ugc29ucm9qYS4qXjAwMDAwMCBQZXJvIGVzIGRlbWFzaWFkbwpwcm9udG8gcGFyYSBxdWUKdGVuZ2Ftb3MgdW5hIGNpdGEuIExvIHNpZW50bywgZXMgcXVlLi4uClRlbmdvIGEgYWxndWllbiBlbiBtZW50ZS4KQXVuIGFzw60sIG1lIGhhbGFnYSBxdWUKcXVlIHBpZW5zZXMgZW4gbcOtIGFzw60u
V0pKAw,,W1dvbGFdCldvdywgSSBjYW4ndCBiZWxpZXZlCkknbSB0dXJuaW5nIHlvdSBkb3duLS0KYSBsaXR0bGUgc3VycHJpc2VkLAphY3R1YWxseS4gQnV0IHllcy4KSSBoYXZlIHNvbWVvbmUgSSBsaWtlLgpBbmQgaXQncyBub3QgcmVhbGx5IHlvdS4gU29ycnku,,,,,W1dvbGFdClVhdSwgbsOjbyBhY3JlZGl0byBxdWUKdm91IHRlIGRhciBvIGZvcmEtLQpmaWNvIGF0w6kgc3VycHJlc2EsCm5hIHZlcmRhZGUuIE1hcyBvIGNhc28gw6kgcXVlCmrDoSBnb3N0byBkZSBhbGd1w6ltLgpFIG7Do28gw6kgdm9jw6ouIERlc2N1bHBlLg==,,W1dvbGFdCkd1YXUsIG5vIHB1ZWRvIGNyZWVyCnF1ZSB0ZSBlc3RveSByZWNoYXphbmRvLi4uCmVzdG95IHVuIHBvY28gc29ycHJlbmRpZGEsCmVuIHJlYWxpZGFkLiBQZXJvIHPDrS4KTWUgZ3VzdGEgYWxndWllbi4KWSBlbiByZWFsaWRhZCBubyBlcmVzIHTDui4gTG8gc2llbnRvLg==
WEpKAw,,W1dvbGFdCkxlYmxvLi4uIE9oLCB0aGF0Cm1hbiBpbiBHZWZmZW4/IEZpbmFsbHkuLi4KSGUgaGFzIHRoZSBzZW5zZSB0byBzZW5kCnNvbWVvbmUgdG8gZ2V0IGhpcyBtZWRzLgpJIGFscmVhZHkgcHJlcGFyZWQgaXQuCldoZXJlIGRpZCBJIHB1dCBpdCBub3c/,,,,,W1dvbGFdCkxlYmxvLi4uIEFoLCBhcXVlbGUKaG9tZW0gZGUgR2VmZmVuPyBGaW5hbG1lbnRlLi4uCkVsZSB0ZXZlIG8gYm9tIHNlbnNvIGRlCm1hbmRhciBhbGd1w6ltIGJ1c2NhciBzZXUgcmVtw6lkaW8uCkV1IGrDoSBvIHByZXBhcmVpLgpPbmRlIGZvaSBxdWUgZXUgY29sb3F1ZWk/,,W1dvbGFdCkxlYmxvLi4uIE9oLCDCv2VzZQpob21icmUgZW4gR2VmZmVuPyBGaW5hbG1lbnRlLi4uClRpZW5lIGVsIHRpbm8gZGUgZW52aWFyCmEgYWxndWllbiBwYXJhIGNvbnNlZ3VpciBzdSBtZWRpY2luYS4KWWEgbGEgcHJlcGFyw6kuCsK/RMOzbmRlIGZ1ZSBxdWUgbGEgcHVzZT8=
WUpKAw,,W1dvbGFdCkkgd2FudCB0byBkb3VibGUgY2hlY2sKaGlzIG1lZGljaW5lIGZpcnN0IHNvCnBsZWFzZSB0ZWxsIGhpbSB0aGF0IEknbGwKaGF2ZSBpdCBkZWxpdmVyZWQgdG8gaGltCnNob3J0bHkuIEluIGEgd2hpbGUsIG1heWJlPw==,,,,,W1dvbGFdClF1ZXJvIHZlcmlmaWNhciBiZW0KbyByZW3DqWRpbyBwcmltZWlybywgZW50w6NvCnBvciBmYXZvciBkaWdhIGEgZWxlIHF1ZSB2b3UKZW52acOhLWxvIHBhcmEgZWxlCmxvZ28uIFPDsyB2YWkgZGVtb3JhciB1bSBwb3Vjby4=,,W1dvbGFdClF1aWVybyB2b2x2ZXIgYSByZXZpc2FyCnN1IG1lZGljaW5hLCBhc8OtIHF1ZQpkaWxlIHF1ZQpzZSBsYSBlbnZpYXLDqSAKcHJvbnRvLiDCv0RlbnRybyBkZSB1biByYXRvLCB0YWwgdmV6Pw==
WkpKAw,,W3swfV0KVW0sIHlvdSdyZSBub3QgbWFkIG9yCmFueXRoaW5nPyBJIGdhdGhlcmVkIHRoYXQKeW91IGRpZG4ndCBsaWtlIGhpbSBtdWNoLi4u,,,,,W3swfV0KVWgsIHZvY8OqIG7Do28gZXN0w6EgYnJhdmEgbmVtCm5hZGEgYXNzaW0/IFRpbmhhIGVudGVuZGlkbyBxdWUKdm9jw6ogbsOjbyBnb3N0YXZhIG11aXRvIGRlbGUuLi4=,,W3swfV0KVW0sIMK/bm8gZXN0w6FzIGVub2phZGEgbwphbGdvPyBEZWR1amUgcXVlCsOpbCBubyB0ZSBhZ3JhZGFiYSBtdWNoby4uLg==
W0pKAw,,W1dvbGFdCldoYXQgYXJlIHNheWluZz8KSSdtIGEgZG9jdG9yOiB3ZSdyZSBkdXR5CmJvdW5kIHRvIGhlYWwgZXZlcnlvbmUgd2UgY2FuIQpUaGF0J3Mgbm90IHRvIHNheSB0aGF0IHNvbWUKcGF0aWVudHMgc3VmZmVyIGxvbmdlciBhbmQKbW9yZSBwYWluZnVsIHRyZWF0bWVudC4uLg==,,,,,W1dvbGFdCk8gcXVlIGVzdMOhIGRpemVuZG8/ClNvdSB1bWEgbcOpZGljYTogdGVuaG8gbwpkZXZlciBkZSBjdXJhciBxdWVtIHF1ZXIgcXVlIHNlamEhCklzc28gbsOjbyBxdWVyIGRpemVyIHF1ZSBhbGd1bnMKcGFjaWVudGVzIG7Do28gdGVuaGFtIHF1ZSBwYXNzYXIKcG9yIHVtIHRyYXRhbWVudG8gbWFpcyBsb25nbyBlIGRvbG9yb3NvLi4u,,W1dvbGFdCsK/UXXDqSBlc3TDoXMgZGljaWVuZG8/ClNveSBtw6lkaWNhOyB0ZW5nbwplbCBkZWJlciBkZSBjdXJhciBhIHRvZG9zIGxvcyBxdWUgcHVlZGEuClNpbiBtZW5jaW9uYXIgcXVlIGFsZ3Vub3MKcGFjaWVudGVzIHN1ZnJlbiBtw6FzIHRpZW1wbyB5CmVsIHRyYXRhbWllbnRvIGVzIG3DoXMgZG9sb3Jvc28uLi4=
XEpKAw,,W3swfV0KKF42NjY2NjZTaGUgaGF0ZXMgaGltIQpCdXQgSSBndWVzcyBMZWJsbydzIGxpZmUKc2hvdWxkIGJlIG9rYXkgaW4gaGVyIGhhbmRzLl4wMDAwMDAp,,,,,W3swfV0KKF42NjY2NjZFbGEgb2RlaWEgZWxlIQpNYXMgYWNobyBxdWUgYSB2aWRhIGRlIExlYmxvCnZhaSBlc3RhciBhIHNhbHZvIG5hcyBtw6NvcyBkZWxhLl4wMDAwMDAp,,W3swfV0KKF42NjY2NjbCoUVsbGEgbG8gb2RpYSEKUGVybyBzdXBvbmdvIHF1ZSBsYSB2aWRhIGRlIExlYmxvCnF1ZWRhcsOhIGVuIGJ1ZW5hcyBtYW5vc14wMDAwMDApLg==
XUpKAw,,W1dvbGFdCkFscmlnaHQsIGp1c3QgbGV0IExlYmxvCmtub3cgdGhhdCBJJ20gdGFraW5nIGNhcmUKb2YgaGltLCB0aGF0IGhpcyBsaWZlIHNob3VsZApiZSBva2F5IGluIG15IGhhbmRzLiBJIG5lZWQKdG8gZ2V0IGJhY2sgdG8gd29yazogcGxlYXNlCnRha2UgY2FyZSBvZiB5b3Vyc2VsZiE=,,,,,W1dvbGFdCkVzdMOhIGJlbSwgc8OzIGRpZ2EgYSBMZWJsbwpxdWUgY29udGludW8gdHJhdGFuZG8KZGVsZSwgZSBxdWUgZWxlIHZhaSBmaWNhciBiZW0KZW0gbWluaGFzIG3Do29zLiBQcmVjaXNvIAp2b2x0YXIgYW8gdHJhYmFsaG87IHBvciBmYXZvciwKY3VpZGUtc2Uh,,W1dvbGFdCkRlIGFjdWVyZG8sIGRpbGUgYSBMZWJsbwpxdWUgeW8gbG8gYXRlbmRlcsOpLApxdWUgc3UgdmlkYQplc3RhcsOhIGJpZW4gZW4gbWlzIG1hbm9zLiBEZWJvCnZvbHZlciBhbCB0cmFiYWpvLgpDdcOtZGF0ZS4=
XkpKAw,,W1dvbGFdClNvcnJ5LCBJIGNvbXBsZXRlbHkKbWlzc2VkIHdoYXQgeW91IHNhaWQKZWFybGllci4gU29tZXRoaW5nIGFib3V0Cm5lZWRpbmcgbWVkaWNpbmUgZnJvbSBtZT8=,,,,,W1dvbGFdCkRlc2N1bHBlLCBlc3F1ZWNpCm8gcXVlIHZvY8OqIG1lIGRpc3NlCmFudGVzLiBFcmEgYWxnbyBzb2JyZQp1bSByZW3DqWRpbywgb3UgbyBxdcOqPw==,,W1dvbGFdCkxvIHNpZW50bywgbm8KZXNjdWNow6kgbG8gcXVlIGRpamlzdGUKYW50ZXMuIMK/QWxnbyBzb2JyZQp1bmEgbWVkaWNpbmEgcXVlIG5lY2VzaXRhYmFzPw==
X0pKAw,,XjY2NjY2NipCbHVzaCpeMDAwMDAwIEJ1dCBpdCdzIHRvbwplYXJseSBmb3IgdXMgdG8ganVzdCBnbwpvbiBhIGRhdGUuIEknbSBzb3JyeSwgaXQncy4uLgpJIGhhdmUgc29tZW9uZSBpbiBtaW5kLgpTdGlsbCwgSSdtIGZsYXR0ZXJlZCB0aGF0CnlvdSB0aGluayBvZiBtZSB0aGF0IHdheS4=,,,,,XjY2NjY2NipSdWJvcml6YWRhKl4wMDAwMDAgTWFzIMOpIHTDo28KY2VkbyBwYXJhIGEgZ2VudGUgc2FpcgplbSB1bSBlbmNvbnRyby4gRGVzY3VscGUsIMOpIHF1ZS4uLgpKw6EgZ29zdG8gZGUgYWxndcOpbS4KTWFzIGZpY28gbGlzb25qZWFkYSBkZQp2b2PDqiBtZSB2ZXIgYXNzaW0u,,XjY2NjY2NipTZSBzb25yb2phLipeMDAwMDAwIFBlcm8gZXMgZGVtYXNpYWRvCnByb250byBwYXJhIHF1ZQp0ZW5nYW1vcyB1bmEgY2l0YS4gTG8gc2llbnRvLCBlcyBxdWUuLi4KVGVuZ28gYSBhbGd1aWVuIGVuIG1lbnRlLgpBdW4gYXPDrSwgbWUgaGFsYWdhIHF1ZQpxdWUgcGllbnNlcyBlbiBtw60gYXPDrS4=
YEpKAw,,W1dvbGFdCkZvb2QgaGFzIGEgZHJhbWF0aWMKZWZmZWN0IG9uIHlvdXIgYm9keToKdHJlYXQgaXQgbGlrZSBhIGRydWcsIGFuZAp3YXRjaCB3aGF0IHlvdSBlYXQuIE9oLAphbmQgZG8geW91ciByZXNlYXJjaCE=,,,,,W1dvbGFdCkEgY29taWRhIHRlbSB1bSBlZmVpdG8KZHLDoXN0aWNvIGVtIHNldSBjb3JwbzoKdHJhdGUtYSBjb21vIHVtIHJlbcOpZGlvLCBlCmN1aWRhZG8gY29tIG8gcXVlIGNvbWUuIEFoLAplIGZhw6dhIHN1YSBwZXNxdWlzYSE=,,W1dvbGFdCkxhIGNvbWlkYSB0aWVuZSB1bgplZmVjdG8gZHLDoXN0aWNvIGVuIGVsIGN1ZXJwbzsKdHLDoXRhbGEgY29tbyB1bmEgZHJvZ2EgeQpjdWlkYSBsbyBxdWUgY29tZXMuIE9oLAplIGludmVzdGlnYS4=
YUpKAw,,W1dvbGFdCllvdSBrbm93LCB5b3VyIGxpZmVzdHlsZQphbmQgaGFiaXRzIGRldGVybWluZQp5b3VyIGhlYWx0aCBpbiB0aGUgZnV0dXJlLgpUYWtlIGNhcmUgb2YgeW91cnNlbGYh,,,,,W1dvbGFdClNhYmUsIHNldSBlc3RpbG8gZGUgdmlkYQplIHNldXMgaMOhYml0b3MgZGV0ZXJtaW5hbQpzdWEgc2HDumRlIG5vIGZ1dHVyby4KQ3VpZGUtc2Uh,,W1dvbGFdCllhIHNhYmVzLCBlbCBlc3RpbG8gZGUgdmlkYQp5IGxvcyBow6FiaXRvcyBkZXRlcm1pbmFuCnR1IHNhbHVkIGVuIGVsIGZ1dHVyby4KwqFDdcOtZGF0ZSE=
YkpKAw,,Um9ndWUgSW52ZXN0aWdhdG9y,,,,,SW52ZXN0aWdhZG9y,,SW52ZXN0aWdhZG9yIGNhbmFsbGE=
Y0pKAw,,W0ludmVzdGlnYXRvcl0KT2gsIHJlbWVtYmVyIG1lPwpJdCdzIGJlZW4gYSBsb25nIHRpbWUKc28gSSBjYW4ndCBibGFtZSB5b3U6Ckkgd2FzIHRoZXJlIHdoZW4geW91CmZpcnN0IGpvaW5lZCBvdXIgZ3VpbGQhClNvIHdoYXQgYnJpbmdzIHlvdSBoZXJlPw==,,,,,W0ludmVzdGlnYWRvcl0KQWgsIGxlbWJyYS1zZSBkZSBtaW0/CkZheiBtdWl0byB0ZW1wbwplbnTDo28gbsOjbyBjdWxwbyB2b2PDqjoKZXUgZXN0YXZhIGzDoSBxdWFuZG8gdm9jw6ogCmVudHJvdSBwYXJhIG5vc3NhIGd1aWxkYSEKTyBxdWUgdHJheiB2b2PDqiBhcXVpPw==,,W0ludmVzdGlnYWRvcl0Kwr9UZSBhY3VlcmRhcyBkZSBtw60/ClBhc8OzIG11Y2hvIHRpZW1wbwphc8OtIHF1ZSBubyBwdWVkbyBjdWxwYXJ0ZS4KwqFZbyBlc3RhYmEgYWxsw60gY3VhbmRvCnRlIHVuaXN0ZSBwb3IgcHJpbWVyYSB2ZXogYSBudWVzdHJvIGdyZW1pbyEKwr9RdcOpIHRlIHRyYWUgcG9yIGFxdcOtPw==
ZEpKAw,,QXNrIEFib3V0IHRoZSBaIEdhbmc=,,,,,UGVyZ3VudGFyIHNvYnJlIGEgR2FuZ3VlIFo=,,UHJlZ3VudGFyIHBvciBsYSBQYW5kaWxsYVou
ZUpKAw,,W0ludmVzdGlnYXRvcl0KQWgsIFogR2FuZywgeW91IHNhaWQ/,,,,,W0ludmVzdGlnYWRvcl0KQWgsIGEgR2FuZ3VlIFosIHZvY8OqIGRpc3NlPw==,,W0ludmVzdGlnYWRvcl0KQWgsIMK/ZGlqaXN0ZSBsYSBQYW5kaWxsYVo/
ZkpKAw,,W0ludmVzdGlnYXRvcl0KT2gsIHllYWgsIHdlJ3JlIGludmVzdGlnYXRpbmcKdGhvc2UgZ3V5cy4gV2UgYWN0dWFsbHkgZm91bmQKdGhlaXIgaGlkZW91dCwgYnV0IHRoZW4gdGhleQplc2NhcGVkIGJlZm9yZSB3ZSBjb3VsZCBldmVuCmNhdGNoIHRoZW0uIFdpbHkgYmFzdGFyZHMuLi4KSSB0aGluayB0aGV5IHdlcmUgdGlwcGVkIG9mZiE=,,,,,W0ludmVzdGlnYWRvcl0KQWgsIHNpbSwgZXN0YW1vcyBpbnZlc3RpZ2FuZG8KZXNzZXMgY2FyYXMuIE5hIHZlcmRhZGUgZW5jb250cmFtb3MKc2V1IGVzY29uZGVyaWpvLCBtYXMgZWxlcwpmdWdpcmFtIGFudGVzIHF1ZSBwdWTDqXNzZW1vcwpwZWfDoS1sb3MuIE1hbGRpdG9zLi4uCkFjaG8gcXVlIGFsZ3XDqW0gZGV1IGEgZGljYSBwYXJhIGVsZXMh,,W0ludmVzdGlnYWRvcl0KT2gsIHPDrSwgZXN0YW1vcyBpbnZlc3RpZ2FuZG8KYSBlc29zIHN1amV0b3MuIEVuIHJlYWxpZGFkIGVuY29udHJhbW9zCnN1IGVzY29uZGl0ZSwgcGVybwplc2NhcGFyb24gYW50ZXMgZGUgcXVlIHB1ZGnDqXJhbW9zCmF0cmFwYXJsb3MuIEJhc3RhcmRvcyBhc3R1dG9zLi4uCsKhQ3JlbyBxdWUgbGVzIGF2aXNhcm9uIQ==
Z0pKAw,,W0ludmVzdGlnYXRvcl0KQSBmZXcgb2Ygb3VyIFJvZ3VlIGFnZW50cwphcmUgaW52ZXN0aWdhdGluZyB0aGUgaGlkZW91dCwKYnV0IEkgZG91YnQgdGhleSBjYW4gZmluZAphbnl0aGluZyB1c2VmdWwgdGhlcmUu,,,,,W0ludmVzdGlnYWRvcl0KQWxndW5zIGRlIG5vc3NvcyBhZ2VudGVzCmVzdMOjbyBpbnZlc3RpZ2FuZG8gbyBlc2NvbmRlcmlqbywKbWFzIGR1dmlkbyBxdWUgZWxlcyBlbmNvbnRyZW0KYWxnbyDDunRpbCBsw6Eu,,W0ludmVzdGlnYWRvcl0KQWxndW5vcyBkZSBudWVzdHJvcyBhZ2VudGVzIFDDrWNhcm9zCmVzdMOhbiBpbnZlc3RpZ2FuZG8gZWwgZXNjb25kaXRlLApwZXJvIGR1ZG8gcXVlIHB1ZWRhbiBlbmNvbnRyYXIKYWxnbyDDunRpbCBhbGzDrS4=
aEpKAw,,V2hlcmUncyB0aGUgaGlkZW91dD8=,,,,,T25kZSDDqSBvIGVzY29uZGVyaWpvPw==,,wr9Ew7NuZGUgZXN0w6EgZWwgZXNjb25kaXRlPw==
aUpKAw,,W0ludmVzdGlnYXRvcl0KV2VsbCwgaXQncyBhIGxhcmdlCndhcmVob3VzZSBvdmVyIGluIENvbW9kby4KWW91J3JlIGZyZWUgdG8gc2NvcGUgb3V0CnRoZSBwbGFjZSBpZiB5b3UgcmVhbGx5IHdhbnQuCkJ1dCBjaGFuY2VzIGFyZSBzbGltIHRoYXQKeW91J2xsIGZpbmQgYW55dGhpbmcgYXQgYWxsLg==,,,,,W0ludmVzdGlnYWRvcl0KQmVtLCDDqSB1bSBncmFuZGUKZGVww7NzaXRvIGVtIENvbW9kby4KRmlxdWUgw6Agdm9udGFkZSBwYXJhIG9saGFyCm8gbHVnYXIsIHNlIMOpIGlzc28gbyBxdWUgcXVlci4KTWFzIHPDo28gcG91Y2FzIGFzIGNoYW5jZXMgZGUKdm9jw6ogZW5jb250cmFyIHF1YWxxdWVyIGNvaXNhLg==,,W0ludmVzdGlnYWRvcl0KQnVlbm8sIGVzIHVuIGdyYW4KZGVww7NzaXRvIGVuIENvbW9kby4KUHVlZGVzIGV4cGxvcmFyCmVsIGx1Z2FyIHNpIHJlYWxtZW50ZSBxdWllcmVzLgpQZXJvIGxhcyBwb3NpYmlsaWRhZGVzCmRlIHF1ZSBlbmN1ZW50cmVzIGFsZ28gc29uIHBvY2FzLg==
akpKAw,,W0ludmVzdGlnYXRvcl0KSGV5LCBob3cncyBpdCBnb2luZz8KWW91IGV2ZXIgY29uc2lkZXIgam9pbmluZwp0aGUgUm9ndWVzPyBJdCdkIGJlIGEgbG90Cm9mIGZ1bi4gWW91J3JlIHdlbGNvbWUgdG8KbG9vayBhcm91bmQsIHNvIGZlZWwgZnJlZQp0byBhc2sgbWUgYW55IHF1ZXN0aW9ucy4=,,,,,W0ludmVzdGlnYWRvcl0KRWksIGNvbW8gZXN0YSBpbmRvPwpKw6EgcGVuc291IGVtIHNlIGp1bnRhciBhb3MKQXJydWFjZWlyb3M/IFNlcmlhIG11aXRvCmRpdmVydGlkby4gRmlxdWUgw6Agdm9udGFkZSBwYXJhCmRhciB1bWEgb2xoYWRhLCBlIHBhcmEKbWUgZmF6ZXIgcXVhbHF1ZXIgcGVyZ3VudGEu,,W0ludmVzdGlnYWRvcl0KSG9sYSwgwr9xdcOpIHRhbD8Kwr9QZW5zYXN0ZSBhbGd1bmEgdmV6IGVuIHVuaXJ0ZSBhCmxvcyBQw61jYXJvcz8gU2Vyw61hIG11eQpkaXZlcnRpZG8uIFB1ZWRlcwptaXJhciBhIHR1IGFscmVkZWRvciwgeSBubyBkdWRlcwplbiBoYWNlciBwcmVndW50YXMgc2kgbG8gbmVjZXNpdGFzLg==
a0pKAw,,W0ludmVzdGlnYXRvcl0KV2VsbCwgSSdtIG5vdCBzdXJlIGlmCkkgY2FuIGp1c3QgdGVsbCB5b3UgdGhhdApraW5kIG9mIGluZm9ybWF0aW9uLiBJIG1lYW4sCnlvdSdyZSBub3QgYSBtZW1iZXIgb2Ygb3VyCmd1aWxkLi4uIFlldC4gV2hhdCBjYW4gSSBkbz8=,,,,,W0ludmVzdGlnYWRvcl0KQmVtLCBuw6NvIHNlaSBzZQpwb3NzbyBtZXNtbyBsaGUgZGFyIGVzc2UKdGlwbyBkZSBpbmZvcm1hw6fDo28uIFF1ZXJvIGRpemVyLAp2b2PDqiBuw6NvIMOpIG1lbWJybyBkZSBub3NzYQpndWlsZGEuLi4gYWluZGEuIE8gcXVlIHBvc3NvIGZhemVyPw==,,W0ludmVzdGlnYWRvcl0KQnVlbm8sIG5vIGVzdG95IHNlZ3VybyBkZSBzaQpwdWVkbyBkYXJ0ZSBlc2UKdGlwbyBkZSBpbmZvcm1hY2nDs24uIFF1aWVybyBkZWNpciwKbm8gZXJlcyBtaWVtYnJvIGRlIG51ZXN0cm8KZ3JlbWlvLi4uIEHDum4uIMK/UXXDqSBwdWVkbyBoYWNlcj8=
bEpKAw,,W0ludmVzdGlnYXRvcl0KSSBnb3QgaXQuIEknbGwganVzdCB0ZWxsIG15CmJvc3MgdGhhdCB5b3UgYnJpYmVkIG1lCndpdGggMTAsMDAwIHplbnkuIE5vdCB0b28KbXVjaCwgaXMgaXQ/IFdlIFJvZ3VlcyBhcmUKcHJldHR5IGJhZC4uLiBCdXQgbm90IHRoYXQgYmFkLg==,,,,,W0ludmVzdGlnYWRvcl0KSsOhIHNlaS4gVm91IGRpemVyIGFvIG1ldQpjaGVmZSBxdWUgdm9jw6ogbWUgc3Vib3Jub3UKY29tIDEwLjAwMCB6ZW55cy4gTsOjbyDDqSAKbXVpdG8sIMOpPyBOw7NzIEFycnVhY2Vpcm9zCnNvbW9zIG1hdXMuLi4gTWFzIG5lbSB0YW50by4=,,W0ludmVzdGlnYWRvcl0KRW50ZW5kaWRvLiBTaW1wbGVtZW50ZSBsZSBkaXLDqSBhIG1pCmplZmUgcXVlIG1lIHNvYm9ybmFzdGUKY29uIDEwMDAwemVueS4gTm8gZXMKZGVtYXNpYWRvLCDCv3ZlcmRhZD8gTG9zIFDDrWNhcm9zIHNvbW9zCmJhc3RhbnRlIG1hbG9zLi4uIFBlcm8gbm8gdGFuIG1hbG9zLg==
bUpKAw,,U291bmRzIGdvb2Qh,,,,,RmVjaGFkbyE=,,wqFNZSBwYXJlY2UgYmllbiE=
bkpKAw,,TmV2ZXIgbWluZCwgSSdsbCBmaW5kIGl0IG15c2VsZi4uLg==,,,,,RXNxdWVjZSwgdm91IHByb2N1cmFyIHBvciBjb250YSBwcsOzcHJpYS4uLg==,,Tm8gaW1wb3J0YSwgbG8gZW5jb250cmFyw6kgeW8gbWlzbW8uLi4=
b0pKAw,,W0ludmVzdGlnYXRvcl0KVGhhbmtzIGZvciB0aGUgbW9uZXl+Ck9mIGNvdXJzZSwgaWYgeW91IGJlY2FtZQphIFJvZ3VlLCB0aGlzIGFtb3VudCBpcwpub3RoaW5nIGNvbXBhcmVkIHRvIHdoYXQKeW91IGNhbiBnYW5rLiBeNjY2NjY2KkFoZW0qXjAwMDAwMA==,,,,,W0ludmVzdGlnYWRvcl0KT2JyaWdhZG8gcGVsYSBncmFuYSEKw6kgY2xhcm8gcXVlIHNlIHZvY8OqIHNlIHRvcm5hc3NlCnVtIEFycnVhY2Vpcm8sIGVzc2EgcXVhbnRpYSBuw6NvCnNlcmlhIG5hZGEgY29tcGFyYWRhIGFvIHF1ZQp2b2PDqiBwb2RlcmlhIGdhbmhhci4gXjY2NjY2NipBaGFtKl4wMDAwMDA=,,W0ludmVzdGlnYWRvcl0KR3JhY2lhcyBwb3IgZWwgZGluZXJvfi4KUG9yIHN1cHVlc3RvLCBzaSB0ZSBjb252aWVydGVzIGVuCnVuIFDDrWNhcm8sIGVzdGEgY2FudGlkYWQgbm8gZXMKbmFkYSBlbiBjb21wYXJhY2nDs24gY29uIGxvIHF1ZQpwdWVkZXMgcm9iYXIuIF42NjY2NjYqRWplbSpeMDAwMDAw
cEpKAw,,W0ludmVzdGlnYXRvcl0KVGhlIFogR2FuZydzIG9sZCBoaWRlb3V0CmlzIGEgbGFyZ2Ugd2FyZWhvdXNlIG92ZXIKaW4gQ29tb2RvLiBJIGRvdWJ0IHlvdSdsbApmaW5kIGFueXRoaW5nIHRoZXJlLCBidXQKeW91IGNhbiBnbyBjaGVjayBpdCBvdXQu,,,,,W0ludmVzdGlnYWRvcl0KTyB2ZWxobyBlc2NvbmRlcmlqbyBkYSBHYW5ndWUgWgrDqSB1bSBncmFuZGUgYXJtYXrDqW0KZW0gQ29tb2RvLiBEdXZpZG8gcXVlIHZvY8OqIAp2w6EgZW5jb250cmFyIGFsZ28gbMOhLCBtYXMKcG9kZSBpciBkYXIgdW1hIG9saGFkYS4g,,W0ludmVzdGlnYWRvcl0KRWwgYW50aWd1byBlc2NvbmRpdGUgZGUgbGEgUGFuZGlsbGFaCmVzIHVuIGdyYW4gZGVww7NzaXRvCmVuIENvbW9kby4gRHVkbyBxdWUKZW5jdWVudHJlcyBhbGdvIGFsbMOtLCBwZXJvCnB1ZWRlcyBpciBhIGNvbXByb2JhcmxvLiA=
