wHguAg,,Tm95ZWU=,,,,,Tm95ZWU=,,Tm95ZWU=
cHkuAg,,W0xhbmlhXQpObyBtYXR0ZXIgaG93IG9sZCB0aGUgc3RvcmllcyBhcmUsIHlvdSBjYW4gYWx3YXlzIGZpbmQgZ29vZCBhZHZpY2UgaW4gZm9sayB0YWxlcyBhbmQgbGVnZW5kcy4=,,,,,W0xhbmlhXQpWb2PDqiBwb2RlIGNvbnNlZ3VpciBib25zIGNvbnNlbGhvcyBhdHJhdsOpcyBkZSBmb2xjbG9yZXMgZSBsZW5kYXMu,,W0xhbmlhXQpObyBpbXBvcnRhIGxvIGFudGlndWFzIHF1ZSBzZWFuIGxhcyBoaXN0b3JpYXMsIHNpZW1wcmUgc2UgcHVlZGVuIGVuY29udHJhciBidWVub3MgY29uc2Vqb3MgZW4gbG9zIGN1ZW50b3MgeSBsZXllbmRhcyBwb3B1bGFyZXMu
cXkuAg,,W0xhbmlhXQpEZXNwaXRlIHRoZSBwYXNzaW5nIG9mIHRpbWUgYW5kIG1hbmtpbmQncyBwcm9ncmVzc2lvbiwgY2VydGFpbiBmdW5kYW1lbnRhbHMgb2YgbGlmZSBhcmUgdGltZWxlc3MgYW5kIHdpbGwgbmV2ZXIgY2hhbmdlLg==,,,,,W0xhbmlhXQpOw6NvIGltcG9ydGEgcXVhbnRvcyBhbm9zIHBhc3NlbSBlIG8gcXVhbnRvIGEgdmlkYSBkYXMgcGVzc29hcyBtZWxob3JlLApvIGLDoXNpY28gZGEgdmlkYSBudW5jYSB2YWkgbXVkYXIu,,W0xhbmlhXQpBIHBlc2FyIGRlbCBwYXNvIGRlbCB0aWVtcG8geSBlbCBwcm9ncmVzbyBkZSBsYSBodW1hbmlkYWQsIGNpZXJ0b3MgZnVuZGFtZW50b3MgZGUgbGEgdmlkYSBzb24gYXRlbXBvcmFsZXMgeSBudW5jYSBjYW1iaWFyw6FuLg==
cnkuAg,,VW1tLi4u,,,,,SG1tLi4uLi4=,,TW1tLi4u
c3kuAg,,SSBzZWUu,,,,,RW50ZW5kby4=,,WWEgdmVvLg==
dHkuAg,,W0xhbmlhXQpIbW0uLi4/CkRvIHlvdSBuZWVkCmFueXRoaW5nIGZyb20gbWU/Ckkgd2lsbCB0cnkgdG8gaGVscAp5b3UgYXMgbXVjaCBhcyBJIGNhbi4=,,,,,W0xhbmlhXQpCZW0uLi4KVm9jw6ogcGFyZWNlIHRlciBhbGd1bSBhc3N1bnRvIGNvbWlnbywgbyBxdWUgc2VyaWE/ClZvdSBhanVkw6EtbG8gbm8gcXVlIHB1ZGVyLg==,,W0xhbmlhXQrCv01tbS4uLj8Kwr9OZWNlc2l0YQphbGdvIGRlIG3DrT8KVHJhdGFyw6kgZGUgYXl1ZGFydGUKdGFudG8gY29tbyBwdWVkYS4=
dXkuAg,,W0xhbmlhXQpJIGJlbGlldmUgdGhhdCBpdCdzIG5vIHVzZSBoYXZpbmcgYWJpbGl0eSBvciBwb3dlciB1bmxlc3MgeW91IHVzZSB0aGF0IHBvd2VyIGZvciB0aGUgcmlnaHQgcHVycG9zZXMu,,,,,W0xhbmlhXQpOw6NvIGZheiBzZW50aWRvIHRlciB1bSBwb2RlciBwYXJhIGFqdWRhciBvcyBvdXRyb3MKYSBuw6NvIHNlciBxdWUgdm9jw6ogdXNlIGVzc2UgcG9kZXIgcGFyYSBib25zIGZpbnMu,,W0xhbmlhXQpDcmVvIHF1ZSBkZSBuYWRhIHNpcnZlIHRlbmVyIGhhYmlsaWRhZCBvIHBvZGVyIHNpIG5vIHNlIGxvIHV0aWxpemEgcGFyYSBsb3MgZmluZXMgYWRlY3VhZG9zLg==
dnkuAg,,T2ggbm8sIHRoYXQncyBva2F5Lg==,,,,,TmFkYS4gU3VhcyBwYWxhdnJhcyBqw6EgbWUgYWp1ZGFyYW0u,,T2gsIG5vLCBlc3TDoSBiaWVuLg==
d3kuAg,,U2xlaXBuaXIncyBzdG9yeS4=,,,,,w4kgc29icmUgU2xlaXBuaXIu,,TGEgaGlzdG9yaWEgZGUgU2xlaXBuaXIu
eHkuAg,,W0xhbmlhXQpJIG11c3QgaGF2ZQptaXN1bmRlcnN0b29kIG1lLgpIb3dldmVyLCBmZWVsIGZyZWUKdG8gYXNrIG1lIGZvciBoZWxwCmlmIHlvdSBldmVyIG5lZWQgaXQu,,,,,W0xhbmlhXQpFdSBkZXZvIHRlciBlbnRlbmRpZG8gbWFsLgpFbnRyZXRhbnRvLCBzaW50YS1zZSBsaXZyZSBwcmEgbWUgcGVkaXIgYWp1ZGEgc2VtcHJlIHF1ZSBwcmVjaXNhci4=,,W0xhbmlhXQpFbnRvbmNlcywgZGVibyBoYWJlcmxvCm1hbGludGVycHJldGFkby4KTm8gb2JzdGFudGUsIG5vIGR1ZGVzIGVuCnBlZGlybWUgYXl1ZGEKc2kgYWxndW5hIHZleiBsbyBuZWNlc2l0YXMu
eXkuAg,,W0xhbmlhXQpJIGNvbnNpZGVyIGhlbHBpbmcgb3RoZXJzIGFzIHNwZWNpYWwgdHJhaW5pbmcgZm9yIG15IHNwaXJpdHVhbCBpbXByb3ZlbWVudC4gSSBob3BlIHRoYXQgeW91IHdpbGwgYWN0IHdpdGgga2luZG5lc3MgYW5kIGdlbmVyb3NpdHkgdG93YXJkcyBvdGhlcnMgYXMgd2VsbC4=,,,,,W0xhbmlhXQpUYW1iw6ltIMOpIHVtIHRyZWlubyBwYXJhIGV1IGFqdWRhciBvcyBvdXRyb3MuCkVzcGVybyBxdWUgdm9jw6ogc2VqYSB1bWEgcGVzc29hIGdlbmVyb3NhIGNvbSBvcyBvdXRyb3MgdGFtYsOpbS4uLg==,,W0xhbmlhXQpDb25zaWRlcm8gcXVlIGF5dWRhciBhIGxvcyBkZW3DoXMgZXMgdW4gZW50cmVuYW1pZW50byBlc3BlY2lhbCBwYXJhIG1pIG1lam9yYSBlc3Bpcml0dWFsLiBFc3Blcm8gcXVlIHTDuiB0YW1iacOpbiBhY3TDumVzIGNvbiBhbWFiaWxpZGFkIHkgZ2VuZXJvc2lkYWQgaGFjaWEgbG9zIGRlbcOhcy4=
enkuAg,,W0xhbmlhXQpBaCwgSSBzZWUuCkkgY2FuIHRlbGwgeW91IHdoYXQgSSBrbm93IGFib3V0IFNsZWlwbmlyLiBMZXQncyBzZWUgbm93IGlmIEkgY2FuIHJlbWVtYmVyIGV2ZXJ5dGhpbmcgYWJvdXQgaXQu,,,,,W0xhbmlhXQpIbW0uLi4uLi4uLi4KRW50ZW5kby4=,,W0xhbmlhXQpBaCwgZW50aWVuZG8uClB1ZWRvIGRlY2lydGUgbG8gcXVlIHPDqSBzb2JyZSBTbGVpcG5pci4gQSB2ZXIgc2kgYWhvcmEgbG8gcmVjdWVyZG8gdG9kby4=
e3kuAg,,W0xhbmlhXQpBaCB5ZXMuCkkgcmVtZW1iZXIgaXQgbm93LgpZZXMsIFNsZWlwbmlyIHdhcyB0aGUKbmFtZSBvZiBPZGluJ3Mgc3RhbGxpb24u,,,,,W0xhbmlhXQpBaC4uLi4uLi4uLgphZ29yYSBsZW1icmVpLi4uClNpbSwgU2xlaXBuaXIgZXJhIG8gbm9tZSBkbyBnYXJhbmjDo28gZGUgT2Rpbi4=,,W0xhbmlhXQpBaCwgc8OtLgpBaG9yYSBsbyByZWN1ZXJkby4KU8OtLCBTbGVpcG5pciBmdWUgZWwKbm9tYnJlIGRlbCBzZW1lbnRhbCBkZSBPZMOtbi4=
fHkuAg,,W0xhbmlhXQpJbiB0aGUgd29ybGQgb2YKZ29kcywgdGhlcmUgd2VyZQp0aHJlZSBsZWdlbmRhcnkgc3RhbGxpb25zOiBTbGVpcG5pciwgU3ZhZGlsZmFyaSBhbmQgR3VsbGZheGku,,,,,W0xhbmlhXQpObyBtdW5kbyBkb3MgZGV1c2VzLCBleGlzdGlhbSAzIG1vbnRhcmlhcyBsZW5kw6FyaWFzLgpFbGFzIGVyYW0gXkZGMDAwMCdTbGVpcG5pciAoVW1hIGNvaXNhIHF1ZSB0cm90YSBjb21vIHNlIGRlc2xpemFzc2UpJwonU3ZhZGlsZmFyaSAoVW0gdmlhamFudGUgc2VtIHNvcnRlKScKJ0d1bGxmYXhpIChDcmluYSBEb3VyYWRhKSdeMDAwMDAwLg==,,W0xhbmlhXQpFbiBlbCBtdW5kbyBkZQpsb3MgZGlvc2VzLCBoYWLDrWEKdHJlcyBzZW1lbnRhbGVzIGxlZ2VuZGFyaW9zOiBTbGVpcG5pciwgU3ZhZGlsZmFyaSB5IEd1bGxmYXhpLg==
fXkuAg,,W0xhbmlhXQpHdWxsZmF4aSB3YXMgb3duZWQgYnkgSHJ1bmduaXIsIHRoZSBraW5nIG9mIHRoZSBnaWFudHMuIFN2YWRpbGZhcmksIHRoZSBzdGFsbGlvbiB0aGF0IHNpcmVkIFNsZWlwbmlyLCB3YXMgYWxzbyBvd25lZCBieSBhIGdpYW50Lg==,,,,,W0xhbmlhXQpHdWxsZmF4aSBlcmEgYSBtb250YXJpYSBkZSBIcnVuZ25pciwgbyByZWkgZ2lnYW50ZSBlClN2YWRpbGZhcmkgZXJhIHBvc3N1w61kbyBwb3IgSHJpbXRodXJzLgpBbMOpbSBkaXNzbywgJ1N2YWRpbGZhcmknIGVyYSBvIHBhaSBkZSAnU2xlaXBuaXInLg==,,W0xhbmlhXQpHdWxsZmF4aSBsZSBwZXJ0ZW5lY8OtYSBhIEhydW5nbmlyLCBlbCByZXkgZGUgbG9zIGdpZ2FudGVzLiBTdmFkaWxmYXJpLCBlbCBzZW1lbnRhbCBxdWUgZW5nZW5kcsOzIGEgU2xlaXBuaXIsIHRhbWJpw6luIGxlIHBlcnRlbmVjw61hIGEgdW4gZ2lnYW50ZS4=
fnkuAg,,W0xhbmlhXQpPa2F5LCBub3cgbGV0J3MgdGFsayBhYm91dCBob3cgJ1NsZWlwbmlyJyB3YXMgYm9ybi4gVGhpcyBzdG9yeSBnaXZlcyB1cyBhIGdsaW1wc2Ugb2YgdGhlIGZhbGxpYmlsaXR5IG9mIGdvZHMgYW5kIGdpYW50cy4=,,,,,W0xhbmlhXQpPaywgdmFtb3MgZmFsYXIgZGUgY29tbyAnU2xlaXBuaXInIG5hc2NldS4KQmVtLi4uIG7Ds3MgcG9kZW1vcyB2ZXIgcXVlIGF0w6kgb3MgZGV1c2VzIGVycmFtCm5lc3NhIGhpc3TDs3JpYS4=,,W0xhbmlhXQpCaWVuLCBhaG9yYSBoYWJsZW1vcyBkZSBjw7NtbyBuYWNpw7MgU2xlaXBuaXIuIEVzdGEgaGlzdG9yaWEgbm9zIGRlamEgdmVyIGxhIGZhbGliaWxpZGFkIGRlIGxvcyBkaW9zZXMgeSBsb3MgZ2lnYW50ZXMu
f3kuAg,,W0xhbmlhXQpJbiBBc2dhcmQsIHRoZSByZWFsbSBvZiB0aGUgZ29kcywgdGhlcmUgd2FzIGEgaHVnZSBwcm90ZWN0aXZlIHJhbXBhcnQgdGhhdCB3YXMgYWxtb3N0IGNvbXBsZXRlbHkgZGVzdHJveWVkIGluIGEgcmVjZW50IHdhci4=,,,,,W0xhbmlhXQpFbSBBc2dhcmQsIG8gbXVuZG8gZG9zIGRldXNlcywKaGF2aWEgZXNzYSBnaWdhbnRlIG11cmFsaGEuCkFsZ28gYWNvbnRlY2V1IGUgYSBtdXJhbGhhIGZvaSBkZXN0cnXDrWRhLg==,,W0xhbmlhXQpFbiBBc2dhcmQsIGVsIHJlaW5vIGRlIGxvcyBkaW9zZXMsIGhhYsOtYSB1bmEgZW5vcm1lIG11cmFsbGEgcHJvdGVjdG9yYSBxdWUgZnVlIGRlc3RydWlkYSBjYXNpIHBvciBjb21wbGV0byBlbiB1bmEgZ3VlcnJhIHJlY2llbnRlLg==
gHkuAg,,W0xhbmlhXQpIb3dldmVyLi4uCkdvZHMgYmVpbmcgZ29kcywKdGhleSB3ZXJlIG5vdCBlYWdlcgp0byByZWJ1aWxkIHRoZSB3YWxscwp0aGVtc2VsdmVzLg==,,,,,W0xhbmlhXQpKw6EgcXVlIGVzc2EgbXVyYWxoYSBkbyBjYXN0ZWxvIGVyYSBtdWl0byBncmFuZGUsIG9zIGRldXNlcyBuw6NvIHBvZGlhbSBzZSBhdHJldmVyIGEgY29tZcOnYXIgYSBjb25zZXJ0w6EtbGEu,,W0xhbmlhXQpTaW4gZW1iYXJnby4uLgpMb3MgZGlvc2VzLCBjb21vIHRhbGVzLApubyBlc3RhYmFuIGFuc2lvc29zCnBvciByZWNvbnN0cnVpciBsYXMgbXVyYWxsYXMKZWxsb3MgbWlzbW9zLg==
gXkuAg,,W0xhbmlhXQpPbmUgZGF5LCBhIHZlcnkKc2tpbm55IG1hbiByb2RlIG9uCmEgZGFyayBob3JzZSBhbmQgb2ZmZXJlZCB0byByZWJ1aWxkLCBhbmQgZXZlbiBpbXByb3ZlLCB0aGUgcmFtcGFydCBwcm90ZWN0aW5nIEFzZ2FyZC4=,,,,,W0xhbmlhXQpVbSBkaWEsIHVtIGhvbWVtIG11aXRvIG1hZ3JvIG1vbnRhZG8gbnVtIGNhdmFsbyBuZWdybyBjaGVnb3UgZW0gQXNnYXJkLgpPIGhvbWVtIGRpc3NlIGEgSGVpbWRhbGwsIHF1ZSBmYXppYSBhIHBhdHJ1bGhhIGRhIG11cmFsaGEsCnF1ZSBlbGUgdGluaGEgdW1hIGNvaXNhIG11aXRvIGltcG9ydGFudGUgcGFyYSBkaXplciBhIE9kaW4gc29icmUgYSBtdXJhbGhhLg==,,W0xhbmlhXQpVbiBkw61hLCB1biBob21icmUgbXV5CmRlbGdhZG8gcXVlIG1vbnRhYmEKdW4gY2FiYWxsbyBuZWdybyBzZSBvZnJlY2nDsyBhIHJlY29uc3RydWlyIGxhIG11cmFsbGEgcXVlIHByb3RlZ2UgQXNnYXJkIGUgaW5jbHVzbyBtZWpvcmFybGEu
gnkuAg,,W0xhbmlhXQpIaXMgb2ZmZXIgd2FzIHRlbXB0aW5nIHRvIHRoZSBnb2RzLCB3aG8gbmVlZGVkIGV2ZXJ5IHByb3RlY3Rpb24gZnJvbSB0aGVpciBlbmVtaWVzLg==,,,,,W0xhbmlhXQpKw6EgcXVlIGVsZSBlc3RhdmEgbXVpdG8gcHJlb2N1cGFkbyBhIHJlc3BlaXRvIGRhIG11cmFsaGEsCkhlaW1kYWxsIG7Do28gaGVzaXRvdSBlbSBhdmlzYXIgT2Rpbi4KTmEgaG9yYSwgT2RpbiBlc3RhdmEgY29tIG9zIG91dHJvcyBkZXVzZXMgbm8gVmFsaGFsYS4=,,W0xhbmlhXQpTdSBvZmVydGEgbGVzIHJlc3VsdMOzIHRlbnRhZG9yYSBhIGxvcyBkaW9zZXMsIHF1ZSBuZWNlc2l0YWJhbiBwcm90ZWdlcnNlIGNvbnRyYSBzdXMgZW5lbWlnb3Mu
g3kuAg,,W0xhbmlhXQpUaGlzIG1hbiBwcm9taXNlZCB0byByZWJ1aWxkCnRoZSBBc2dhcmRpYW4gcmFtcGFydCBpbiBvbmx5IDE4IG1vbnRocywgYnV0IGluIHJldHVybiBoZSB3YW50ZWQgdGhlIGdvZGRlc3MgRnJleWEgYXMgaGlzIHdpZmUsIGFzIHdlbGwgYXMgb3duZXJzaGlwIG9mIHRoZSBzdW4gYW5kIHRoZSBtb29uLg==,,,,,W0xhbmlhXQpPIGhvbWVtIHByb21ldGV1IGEgT2RpbiBxdWUgZWxlIHBvZGlhCmNvbnNlcnRhciBhIHByb3Rlw6fDo28gY29tbyBzZSB0aXZlc3NlIGZlaXRvIHVtYSBub3ZhCmVtIDE4IG1lc2VzLg==,,W0xhbmlhXQpFc3RlIGhvbWJyZSBwcm9tZXRpw7MgcmVjb25zdHJ1aXIKbGEgbXVyYWxsYSBkZSBBc2dhcmQgZW4gc29sbyAxOCBtZXNlcywgcGVybyBhIGNhbWJpbyBxdWVyw61hIGEgbGEgZGlvc2EgRnJleWEgY29tbyBlc3Bvc2EsIGFzw60gY29tbyBzZXIgZHVlw7FvIGRlbCBzb2wgeSBsYSBsdW5hLg==
hHkuAg,,W0xhbmlhXQpOb3csIHRoaXMgcHJpY2Ugd2FzIHVucmVhc29uYWJsZSBmb3IgdGhlIGdvZHMgdG8gcGF5LiBUaGUgQXNnYXJkaWFucyB3ZXJlIGFsbCBpbnN1bHRlZCBhbmQgYW5nZXJlZCBieSB0aGUgc3RyYW5nZXIncyBkZW1hbmRzLiBTdGlsbCwgdGhleSBkaWQgd2FudCB0aGVpciByYW1wYXJ0IHRvIGJlIHJlYnVpbHQu,,,,,W0xhbmlhXQpFbWJvcmEgT2RpbiBkZXNjb25maWFzc2UgZG8gaG9tZW0sCm9zIGRldXNlcyBwcmVjaXNhdmFtIHJlcGFyYXIgYSBtdXJhbGhhIG8gbWFpcyByw6FwaWRvIHBvc3PDrXZlbC4KRW50w6NvLCBPZGluIHBlcmd1bnRvdSBvIHF1ZSBlbGUgZ29zdGFyaWEgZW0gdHJvY2EuCk8gaG9tZW0gcGVkaXUgZGUgcHJlc2VudGUgYSBkZXVzYSAnRnJleWEnIGUKJ28gU29sIGUgYSBMdWEnIGNvbW8gcGFnYW1lbnRvLg==,,W0xhbmlhXQpBaG9yYSBiaWVuLCBlc3RlIHByZWNpbyBsZXMgcGFyZWNpw7MgaXJyYXpvbmFibGUgYSBsb3MgZGlvc2VzLiBUb2RvcyBsb3MgaGFiaXRhbnRlcyBkZSBBc2dhcmQgc2Ugc2ludGllcm9uIGluc3VsdGFkb3MgeSBmdXJpb3NvcyBwb3IgbGFzIGV4aWdlbmNpYXMgZGVsIGV4dHJhw7FvLiBBdW4gYXPDrSwgcXVlcsOtYW4gcmVjb25zdHJ1aXIgbGEgbXVyYWxsYS4=
hXkuAg,,W0xhbmlhXQouLi4uLgpBcmUgeW91IGJvcmVkPwpJZiB5b3UgYXJlLCB3ZSBjYW4KZmluaXNoIHRoaXMKc3RvcnkgbGF0ZXIu,,,,,W0xhbmlhXQouLi4uLgpWb2PDqiBuw6NvIGVzdMOhIGVudGVkaWFkbz8KU2UgZXN0aXZlciwgZmFsYW1vcyBkaXNzbyBkZXBvaXMu,,W0xhbmlhXQouLi4uLi4Kwr9UZSBhYnVycmVzPwpTaSBlcyBhc8OtLCBwb2RlbW9zCnRlcm1pbmFyIGVzdGEKaGlzdG9yaWEgbcOhcyB0YXJkZS4=
hnkuAg,,WWVhaCwgbGV0J3MgZmluaXNoIHRoaXMgbGF0ZXIu,,,,,VmVqbyB2b2PDqiBkZXBvaXMu,,U8OtLCB0ZXJtaW7DqW1vc2xhIG3DoXMgdGFyZGUu
h3kuAg,,Tm8sIHBsZWFzZSBnbyBhaGVhZC4=,,,,,TsOjbywgcG9yIGZhdm9yLCB2w6EgZW0gZnJlbnRlLg==,,Tm8sIHBvciBmYXZvciwgY29udGluw7phLg==
iHkuAg,,W0xhbmlhXQpJIHVuZGVyc3RhbmQgdGhhdCBteSBzdG9yeSB3YXMgbm90IHRoYXQgaW50ZXJlc3RpbmcuIEJ1dCBJIHdpbGwgdHJ5IG15IGJlc3QgdG8gZW50ZXJ0YWluIHlvdSBuZXh0IHRpbWUuIFBsZWFzZSB0cmF2ZWwgaW4gc2FmZXR5Lg==,,,,,W0xhbmlhXQpFdSBlbnRlbmRvIHF1ZSBtaW5oYSBoaXN0w7NyaWEgbsOjbyBlcmEgdMOjbyBpbnRlcmVzc2FudGUuClRlbnRhcmVpIG8gcG9zc8OtdmVsIHByYSBzYXRpc2ZhesOqLWxvIGRhIHByw7N4aW1hIHZlei4KRmHDp2EgdW1hIGJvYSB2aWFnZW0u,,W0xhbmlhXQpFbnRpZW5kbyBxdWUgbWkgaGlzdG9yaWEgbm8gZXJhIHRhbiBpbnRlcmVzYW50ZS4gUGVybyBoYXLDqSB0b2RvIGxvIHBvc2libGUgcGFyYSBlbnRyZXRlbmVydGUgbGEgcHLDs3hpbWEgdmV6LiBWaWFqYSBjb24gY3VpZGFkby4=
iXkuAg,,W0xhbmlhXQpPaCBhbHJpZ2h0LgpUaGVuIGxldCBtZSBjb250aW51ZS4=,,,,,W0xhbmlhXQpPaCBvay4KRGVpeGUtbWUgY29udGludWFyLCBlbnTDo28u,,W0xhbmlhXQpEZSBhY3VlcmRvLgpFbnRvbmNlcywgcGVybcOtdGVtZSBjb250aW51YXIu
inkuAg,,W0xhbmlhXQpUaGUgZ29kcyB3ZXJlIGZ1cmlvdXMgd2l0aCB0aGUgc3RyYW5nZXIncyByaWRpY3Vsb3VzIGRlbWFuZHMuIEhvd2V2ZXIsIExva2kgcHJvcG9zZWQgdG8gT2Rpbgp0aGF0IHRoZXkgc2hvdWxkIGxldCB0aGUgc3RyYW5nZXIgcmVidWlsZCB0aGVpciBkZWZlbnNpdmUgd2FsbHMu,,,,,W0xhbmlhXQpPcyBkZXVzZXMgZmljYXJhbSBzdXJwcmVzb3MgZSBuZXJ2b3NvcwpkaWFudGUgZG8gcGVkaWRvIGRvIGhvbWVtLgpFbGUgZXN0YXZhIHBlZGluZG8gdHVkbyBxdWUgb3MgZGV1c2VzIHRpbmhhbS4=,,W0xhbmlhXQpMb3MgZGlvc2VzIHNlIGVuZnVyZWNpZXJvbiBjb24gbGFzIGV4aWdlbmNpYXMgcmlkw61jdWxhcyBkZWwgZm9yYXN0ZXJvLiBTaW4gZW1iYXJnbywgTG9raSBsZSBwcm9wdXNvIGEgT2TDrW4KcXVlIGRlamFyYW4gYWwgZXh0cmFuamVybyByZWNvbnN0cnVpciBzdXMgbXVyYWxsYXMgZGVmZW5zaXZhcy4=
i3kuAg,,W0xhbmlhXQpMb2tpIHN1Z2dlc3RlZCB0aGF0IGlmIHRoZSBzdHJhbmdlciBjb3VsZCBjb21wbGV0ZSBtb3N0IG9mIHRoZSByYW1wYXJ0IHJlbm92YXRpb24sIGJ1dCBsYXRlciB0aGFuIGFzIGFncmVlZCwgdGhlIGdvZHMgd291bGQgbm90IGJlIG9ibGlnYXRlZCB0byBwYXkgdGhlIHN0cmFuZ2VyIGFueSBwcmljZS4=,,,,,W0xhbmlhXQpOZXNzZSBtb21lbnRvLCB1bSBkZXVzIGNoZWdvdSBwYXJhIE9kaW4uCkVyYSBvIGluZmFtZSBMb2tpLgpMb2tpIGRpc3NlIGEgT2RpbiBxdWUKZWxlcyBwb2RlcmlhbSBwbGFuZWphciBwYXJhIHF1ZSBvIGhvbWVtIHJlcGFyYXNzZQpvIG11cm8sIG1hcyBkZXBvaXMgbsOjbyByZWNlYmVzc2UgbyBzZXUgcGFnYW1lbnRvLg==,,W0xhbmlhXQpMb2tpIHN1Z2lyacOzIHF1ZSBzaSBlbCBleHRyYcOxbyBwb2TDrWEgY29tcGxldGFyIGxhIG1heW9yIHBhcnRlIGRlIGxhIHJlbm92YWNpw7NuIGRlIGxhIG11cmFsbGEsIHBlcm8gbcOhcyB0YXJkZSBkZSBsbyBhY29yZGFkbywgbG9zIGRpb3NlcyBubyBlc3RhcsOtYW4gb2JsaWdhZG9zIGEgcGFnYXJsZSBuYWRhLg==
jHkuAg,,W0xhbmlhXQpPZGluIGRlY2lkZWQgdG8gZm9sbG93IExva2kncyBhZHZpY2UsIGFuZCB0b2xkIHRoZSBzdHJhbmdlciB0aGF0IHRoZSB3YWxsIG11c3QgYmUgcmVwYWlyZWQgaW4gNiBtb250aHMsIGluc3RlYWQgb2YgMTggbW9udGhzIGFzIHRoZSBzdHJhbmdlciBoYWQgcHJvcG9zZWQuIEhlIGNvdWxkIHJlY2VpdmUgaGVscCBmcm9tIG5vIG1hbi4=,,,,,W0xhbmlhXQpPZGluIGRlY2lkaXUgc2VndWlyIGEgc3VnZXN0w6NvIGRlIExva2kuCkVudMOjbyBPZGluIGRpc3NlIGFvIGhvbWVtIHF1ZSBlbGUgZGV2ZXJpYQpjb21wbGV0YXIgbyBjb25zZXJ0byBlbSBzZWlzIG1lc2VzCmUgbsOjbyAxOCBwYXJhIHBvc3N1aXIgJ0ZyZXlhJyBlICdvIFNvbCBlIGEgTHVhJy4=,,W0xhbmlhXQpPZMOtbiBkZWNpZGnDsyBzZWd1aXIgZWwgY29uc2VqbyBkZSBMb2tpIHkgbGUgZGlqbyBhbCBleHRyYcOxbyBxdWUgZGViw61hIHJlcGFyYXIgZWwgbXVybyBlbiA2IG1lc2VzLCBlbiBsdWdhciBkZSAxOCwgY29tbyBlbCBleHRyYcOxbyBoYWLDrWEgcHJvcHVlc3RvLiBObyB0ZW7DrWEgcGVybWl0aWRvIHJlY2liaXIgYXl1ZGEgZGUgbmFkaWUu
jXkuAg,,W0xhbmlhXQpJbiByZXR1cm4sIHRoZSBzdHJhbmdlciB3b3VsZCBiZSBwYWlkIGFzIGhlIGhhZCBhc2tlZCBpZiBoZSBjb3VsZCBmdWxmaWxsIHRob3NlIGNvbmRpdGlvbnMuIFNpbmNlIGhlIHdhcyBqdXN0IGEgbWFuLCBpdCBzZWVtZWQgaW1wb3NzaWJsZS4=,,,,,W0xhbmlhXQpFbSB0cm9jYSwgbyBlc3RyYW5obyBzZXJpYSBwYWdvIGNvbW8gZWxlIGhhdmlhIHBlZGlkbyBzZSBwdWRlc3NlIGN1bXByaXIgZXNzYXMgY29uZGnDp8O1ZXMuIENvbW8gZWxlIGVyYSBhcGVuYXMgdW0gaG9tZW0sIGlzc28gcGFyZWNpYSBpbXBvc3PDrXZlbC4=,,W0xhbmlhXQpBIGNhbWJpbywgZWwgZm9yYXN0ZXJvIGNvYnJhcsOtYSBsbyBxdWUgaGFiw61hIHBlZGlkbyBzaSBwb2TDrWEgY3VtcGxpciBlc2FzIGNvbmRpY2lvbmVzLiBDb21vIHNvbG8gZXJhIHVuIGhvbWJyZSwgcGFyZWPDrWEgaW1wb3NpYmxlLg==
jnkuAg,,W0xhbmlhXQpIbW1tLi4uCkkga25vdyB0aGlzIHN0b3J5IGlzIHF1aXRlIGxvbmcuIERpZCB5b3Ugd2FudCB0byBsaXN0ZW4gc29tZSBtb3JlLCBvciBkaWQgeW91IG5lZWQgYSBicmVhaz8=,,,,,W0xhbmlhXQpIbW1tLi4uClNlaSBxdWUgZXNzYSBoaXN0w7NyaWEgw6kgYmFzdGFudGUgbG9uZ2EuIFZvY8OqIHF1ZXIgb3V2aXIgbWFpcyBvdSBwcmVjaXNhIGRlIHVtYSBwYXVzYT8=,,W0xhbmlhXQpNbW1tLi4uClPDqSBxdWUgZXN0YSBoaXN0b3JpYSBlcyBiYXN0YW50ZSBsYXJnYS4gwr9RdWllcmVzIHNlZ3VpciBlc2N1Y2hhbmRvIG8gbmVjZXNpdGFzIHVuIGRlc2NhbnNvPw==
j3kuAg,,TGV0IG1lIHRha2UgZG93biBzb21lIG5vdGVzIGZpcnN0Lg==,,,,,RGVpeGUtbWUgb3JnYW5pemFyIGEgaGlzdMOzcmlhIHByaW1laXJvLg==,,RMOpamFtZSB0b21hciBhbGd1bmFzIG5vdGFzIHByaW1lcm8u
kHkuAg,,SSBuZWVkIGEgYnJlYWsh,,,,,UHJlY2lzbyBkZSB1bSBkZXNjYW5zbyE=,,wqFOZWNlc2l0byB1biBkZXNjYW5zbyE=
